"taxon","ELEMENT_GLOBAL_ID","indicator"
"Brachythecium plumosum",683622,0
"Hylocomium splendens",684062,0
"Hylocomium splendens",860385,0
"Hylocomium splendens",684376,0
"Hylocomium splendens",860370,0
"Hylocomium splendens",684079,0
"Hylocomium splendens",683834,0
"Hylocomium splendens",684253,0
"Hylocomium splendens",686355,0
"Hylocomium splendens",686886,0
"Hylocomium splendens",686037,0
"Hylocomium splendens",686709,0
"Hylocomium splendens",686607,0
"Hylocomium splendens",685368,0
"Hylocomium splendens",686625,0
"Hylocomium splendens",860279,0
"Hylocomium splendens",687179,0
"Hylocomium splendens",687447,0
"Hylocomium splendens",687548,0
"Hylocomium splendens",689885,0
"Hylocomium splendens",688606,0
"Hylocomium splendens",683296,0
"Hylocomium splendens",689577,0
"Hylocomium splendens",683188,0
"Hylocomium splendens",1267571,0
"Hylocomium splendens",688259,0
"Hylocomium splendens",742092,0
"Hylocomium splendens",777931,0
"Hylocomium splendens",777940,0
"Hylocomium splendens",842026,0
"Hylocomium splendens",788005,0
"Hylocomium splendens",791945,0
"Hylocomium splendens",787981,0
"Hylocomium splendens",787973,0
"Hylocomium splendens",787600,0
"Hylocomium splendens",787997,0
"Hylocomium splendens",872650,0
"Hylocomium splendens",860477,0
"Hylocomium splendens",860496,0
"Hylocomium splendens",860509,0
"Hylocomium splendens",860512,0
"Hylocomium splendens",860664,0
"Hylocomium splendens",872765,0
"Hylocomium splendens",860750,0
"Hylocomium splendens",860809,0
"Hylocomium splendens",860829,0
"Hylocomium splendens",860882,0
"Hylocomium splendens",898964,0
"Hylocomium splendens",898965,0
"Hylocomium splendens",948696,0
"Hylocomium splendens",942428,0
"Hylocomium splendens",1041047,0
"Hylocomium splendens",1042070,0
"Hylocomium splendens",1042080,0
"Hylocomium splendens",1042125,0
"Hylocomium splendens",1042090,0
"Hylocomium splendens",1042115,0
"Hylocomium splendens",1042120,0
"Hylocomium splendens",1159151,0
"Hylocomium splendens",1270115,0
"Hylocomium splendens",1041062,0
"Hylocomium splendens",1222853,0
"Hylocomium splendens",899484,0
"Sanionia uncinata",687179,0
"Plagiothecium laetum",683349,0
"Plagiothecium laetum",688095,0
"Plagiothecium laetum",688522,0
"Sphagnum tenellum",689913,0
"Campylopodiella stenocarpa",685182,0
"Campylopodiella stenocarpa",899513,0
"Eurhynchium praelongum",688613,0
"Eurhynchium praelongum",787986,0
"Eurhynchium praelongum",787976,0
"Eurhynchium praelongum",787992,0
"Polytrichastrum alpinum",687412,0
"Polytrichastrum alpinum",729675,0
"Polytrichastrum alpinum",849164,0
"Polytrichastrum alpinum",688961,0
"Polytrichastrum alpinum",899297,0
"Polytrichastrum alpinum",900073,0
"Syntrichia ruralis",1352336,0
"Dicranum fuscescens",683349,0
"Dicranum fuscescens",683834,0
"Dicranum fuscescens",787600,0
"Dicranum fuscescens",898964,0
"Cladopodiella fluitans",689070,0
"Drepanocladus uncinatus",687179,0
"Sphagnum lescurii",685143,0
"Sphagnum lescurii",683901,0
"Sphagnum lescurii",683458,0
"Sphagnum lescurii",686555,0
"Sphagnum lescurii",686637,0
"Sphagnum lescurii",689433,0
"Sphagnum lescurii",687810,0
"Sphagnum lescurii",688018,0
"Sphagnum lescurii",689490,0
"Sphagnum lescurii",685094,0
"Sphagnum lescurii",683438,0
"Sphagnum lescurii",730957,0
"Sphagnum lescurii",902943,0
"Rhodobryum ontariense",683622,0
"Climacium dendroides",683995,0
"Climacium dendroides",684916,0
"Climacium dendroides",1093978,0
"Plagiochila exigua",687447,0
"Abietinella abietina",860385,0
"Abietinella abietina",685175,0
"Abietinella abietina",833221,0
"Sphagnum compactum",686617,0
"Sphagnum compactum",688278,0
"Sphagnum compactum",689913,0
"Sphagnum compactum",736386,0
"Sphagnum compactum",899709,0
"Bryocrumia vivicolor",686958,0
"Leptodictyum riparium",683879,0
"Leptodictyum riparium",683188,0
"Polytrichum pallidisetum",683191,0
"Polytrichum pallidisetum",685028,0
"Polytrichum pallidisetum",685339,0
"Polytrichum pallidisetum",800158,0
"Scorpidium scorpioides",687808,0
"Scorpidium scorpioides",689882,0
"Scorpidium scorpioides",689508,0
"Scorpidium scorpioides",1146920,0
"Scorpidium scorpioides",683904,0
"Scorpidium scorpioides",860745,0
"Scorpidium scorpioides",893248,0
"Scorpidium scorpioides",893245,0
"Scorpidium scorpioides",948485,0
"Scorpidium scorpioides",1361912,0
"Scorpidium scorpioides",1041690,0
"Scorpidium scorpioides",1344228,0
"Platyhypnidium riparioides",688921,0
"Amblystegium riparium",683879,0
"Amblystegium riparium",683188,0
"Plagiochila corniculata",687447,0
"Hypnum revolutum",685163,0
"Hypnum revolutum",684569,0
"Hypnum revolutum",849164,0
"Hypnum revolutum",899701,0
"Hypnum revolutum",900072,0
"Hypnum revolutum",900073,0
"Hypnum lindbergii",742073,0
"Philonotis fontana",689052,0
"Philonotis fontana",687808,0
"Philonotis fontana",728599,0
"Philonotis fontana",728627,0
"Philonotis fontana",685274,0
"Philonotis fontana",683904,0
"Philonotis fontana",728757,0
"Philonotis fontana",849164,0
"Philonotis fontana",856676,0
"Philonotis fontana",877425,0
"Philonotis fontana",899164,0
"Philonotis fontana",899301,0
"Philonotis fontana",900072,0
"Philonotis fontana",900073,0
"Philonotis fontana",899110,0
"Philonotis fontana",1041690,0
"Philonotis fontana",1299043,0
"Philonotis fontana",1344228,0
"Thamnobryum alleghaniense",686958,0
"Plagiochila sharpii",686958,0
"Tortella tortuosa",687152,0
"Tortella tortuosa",685175,0
"Tortella tortuosa",688720,0
"Tortella tortuosa",687412,0
"Tortella tortuosa",683806,0
"Tortella tortuosa",833221,0
"Tortella tortuosa",899130,0
"Dicranum montanum",688095,0
"Dicranum montanum",688522,0
"Dicranum montanum",690022,0
"Bazzania trilobata",684832,0
"Bazzania trilobata",685116,0
"Bazzania trilobata",683349,0
"Bazzania trilobata",683900,0
"Bazzania trilobata",684346,0
"Bazzania trilobata",860385,0
"Bazzania trilobata",684571,0
"Bazzania trilobata",683191,0
"Bazzania trilobata",683834,0
"Bazzania trilobata",686886,0
"Bazzania trilobata",686709,0
"Bazzania trilobata",685368,0
"Bazzania trilobata",685788,0
"Bazzania trilobata",689733,0
"Bazzania trilobata",689331,0
"Bazzania trilobata",687398,0
"Bazzania trilobata",687548,0
"Bazzania trilobata",688403,0
"Bazzania trilobata",688522,0
"Bazzania trilobata",689885,0
"Bazzania trilobata",683857,0
"Bazzania trilobata",686934,0
"Bazzania trilobata",689577,0
"Bazzania trilobata",683188,0
"Bazzania trilobata",688921,0
"Bazzania trilobata",685028,0
"Bazzania trilobata",685562,0
"Bazzania trilobata",688259,0
"Bazzania trilobata",687799,0
"Bazzania trilobata",800149,0
"Bazzania trilobata",1207718,0
"Bazzania trilobata",872650,0
"Bazzania trilobata",884822,0
"Bazzania trilobata",872683,0
"Bazzania trilobata",898964,0
"Bazzania trilobata",898965,0
"Bazzania trilobata",899540,0
"Bazzania trilobata",899541,0
"Bazzania trilobata",899542,0
"Bazzania trilobata",933911,0
"Bazzania trilobata",933897,0
"Bazzania trilobata",1207720,0
"Bazzania trilobata",1150955,0
"Bazzania trilobata",1150953,0
"Bazzania trilobata",1159151,0
"Sphagnum henryense",687806,0
"Sphagnum henryense",856676,0
"Sphagnum henryense",689146,0
"Sphagnum henryense",1299043,0
"Oncophorus raui",686958,0
"Dicranum flagellare",683077,0
"Dicranum flagellare",688375,0
"Dicranum flagellare",688522,0
"Dicranum flagellare",690022,0
"Hyophila involuta",686958,0
"Sphagnum austinii",856676,0
"Sphagnum austinii",1299043,0
"Schistidium rivulare",683806,0
"Plagiomnium insigne",1344228,0
"Nardia scalaris",687447,0
"Fontinalis antipyretica",683648,0
"Fontinalis antipyretica",860576,0
"Fontinalis antipyretica",899216,0
"Fontinalis antipyretica",894266,0
"Fontinalis antipyretica",894262,0
"Amblystegium serpens",684015,0
"Amblystegium serpens",742073,0
"Racomitrium lanuginosum",849275,0
"Racomitrium lanuginosum",860574,0
"Racomitrium lanuginosum",860751,0
"Racomitrium lanuginosum",860792,0
"Racomitrium lanuginosum",899665,0
"Racomitrium lanuginosum",900054,0
"Racomitrium lanuginosum",1042040,0
"Racomitrium lanuginosum",1042030,0
"Racomitrium lanuginosum",1041615,0
"Racomitrium lanuginosum",1159091,0
"Racomitrium lanuginosum",1299043,0
"Jamesoniella autumnalis",688522,0
"Sphagnum torreyanum",687008,0
"Sphagnum torreyanum",731252,0
"Sphagnum torreyanum",689146,0
"Atractylocarpus costaricensis",685182,0
"Atractylocarpus costaricensis",899513,0
"Isopterygium tenerum",684217,0
"Tomentypnum nitens",683539,0
"Tomentypnum nitens",860279,0
"Tomentypnum nitens",687808,0
"Tomentypnum nitens",689882,0
"Tomentypnum nitens",689508,0
"Tomentypnum nitens",1146920,0
"Tomentypnum nitens",683904,0
"Tomentypnum nitens",741266,0
"Tomentypnum nitens",860509,0
"Tomentypnum nitens",860512,0
"Tomentypnum nitens",860750,0
"Tomentypnum nitens",948485,0
"Tomentypnum nitens",1042080,0
"Tomentypnum nitens",1042090,0
"Tomentypnum nitens",1361912,0
"Tomentypnum nitens",1041690,0
"Tomentypnum nitens",1146910,0
"Tomentypnum nitens",1344228,0
"Tomentypnum nitens",1344241,0
"Atrichum undulatum",689899,0
"Diplophyllum apiculatum",684346,0
"Diplophyllum apiculatum",687412,0
"Dicranum majus",777931,0
"Mnium cuspidatum",688675,0
"Brachythecium rivulare",685735,0
"Brachythecium rivulare",800161,0
"Diphyscium cumberlandianum",688038,0
"Platygyrium repens",689899,0
"Sphagnum portoricense",736386,0
"Sphagnum portoricense",736389,0
"Sphagnum angustifolium",685030,0
"Sphagnum angustifolium",683539,0
"Sphagnum angustifolium",688617,0
"Sphagnum angustifolium",686852,0
"Sphagnum angustifolium",686403,0
"Sphagnum angustifolium",684727,0
"Sphagnum angustifolium",686908,0
"Sphagnum angustifolium",684553,0
"Sphagnum angustifolium",685752,0
"Sphagnum angustifolium",689513,0
"Sphagnum angustifolium",686898,0
"Sphagnum angustifolium",686954,0
"Sphagnum angustifolium",899888,0
"Sphagnum angustifolium",899542,0
"Sphagnum angustifolium",907535,0
"Sphagnum angustifolium",948485,0
"Sphagnum angustifolium",948589,0
"Sphagnum angustifolium",1179665,0
"Sphagnum angustifolium",1146926,0
"Sphagnum angustifolium",1146910,0
"Sphagnum angustifolium",1176993,0
"Campylium stellatum",684789,0
"Campylium stellatum",683879,0
"Campylium stellatum",683539,0
"Campylium stellatum",689052,0
"Campylium stellatum",687808,0
"Campylium stellatum",687547,0
"Campylium stellatum",687924,0
"Campylium stellatum",688433,0
"Campylium stellatum",683960,0
"Campylium stellatum",689410,0
"Campylium stellatum",689882,0
"Campylium stellatum",689883,0
"Campylium stellatum",689508,0
"Campylium stellatum",683188,0
"Campylium stellatum",1146920,0
"Campylium stellatum",728599,0
"Campylium stellatum",742073,0
"Campylium stellatum",683904,0
"Campylium stellatum",741266,0
"Campylium stellatum",899657,0
"Campylium stellatum",899508,0
"Campylium stellatum",948485,0
"Campylium stellatum",1361912,0
"Campylium stellatum",1146910,0
"Hypnum curvifolium",689430,0
"Hypnum curvifolium",689885,0
"Hypnum curvifolium",688921,0
"Pleuroziopsis ruthenica",1041514,0
"Brachythecium reflexum",688095,0
"Brachythecium reflexum",688522,0
"Polytrichum strictum",683072,0
"Polytrichum strictum",684085,0
"Polytrichum strictum",685409,0
"Polytrichum strictum",688846,0
"Polytrichum strictum",688259,0
"Polytrichum strictum",800140,0
"Polytrichum strictum",800158,0
"Polytrichum strictum",800167,0
"Polytrichum strictum",899888,0
"Polytrichum strictum",1042070,0
"Polytrichum strictum",1131907,0
"Polytrichum strictum",1159155,0
"Polytrichum strictum",899484,0
"Polytrichum strictum",1344241,0
"Campylium radicale",689899,0
"Mnium stellare",688921,0
"Plagiochila sullivantii",686958,0
"Calliergon trifarium",683904,0
"Leptodontium excelsum",683834,0
"Leptodontium excelsum",687447,0
"Bazzania denudata",686958,0
"Odontoschisma fluitans",689070,0
"Sphagnum palustre",684165,0
"Sphagnum palustre",683900,0
"Sphagnum palustre",684571,0
"Sphagnum palustre",683613,0
"Sphagnum palustre",683831,0
"Sphagnum palustre",687806,0
"Sphagnum palustre",686554,0
"Sphagnum palustre",686555,0
"Sphagnum palustre",684726,0
"Sphagnum palustre",684747,0
"Sphagnum palustre",686220,0
"Sphagnum palustre",689331,0
"Sphagnum palustre",688673,0
"Sphagnum palustre",687398,0
"Sphagnum palustre",688003,0
"Sphagnum palustre",688403,0
"Sphagnum palustre",690011,0
"Sphagnum palustre",687402,0
"Sphagnum palustre",684727,0
"Sphagnum palustre",686908,0
"Sphagnum palustre",688211,0
"Sphagnum palustre",684553,0
"Sphagnum palustre",686297,0
"Sphagnum palustre",768704,0
"Sphagnum palustre",688103,0
"Sphagnum palustre",800143,0
"Sphagnum palustre",800149,0
"Sphagnum palustre",860751,0
"Sphagnum palustre",899505,0
"Sphagnum palustre",899506,0
"Sphagnum palustre",899507,0
"Sphagnum palustre",899521,0
"Sphagnum palustre",899541,0
"Sphagnum palustre",1299043,0
"Jungermannia gracillima",689899,0
"Fissidens adianthoides",683879,0
"Dicranum fulvum",683191,0
"Dicranum fulvum",683622,0
"Dicranum fulvum",686512,0
"Dicranum fulvum",690048,0
"Sphagnum rubellum",685030,0
"Sphagnum rubellum",685148,0
"Sphagnum rubellum",684415,0
"Sphagnum rubellum",684554,0
"Sphagnum rubellum",685525,0
"Sphagnum rubellum",686617,0
"Sphagnum rubellum",689442,0
"Sphagnum rubellum",688846,0
"Sphagnum rubellum",688511,0
"Sphagnum rubellum",685752,0
"Sphagnum rubellum",731316,0
"Sphagnum rubellum",856676,0
"Sphagnum rubellum",800140,0
"Sphagnum rubellum",800158,0
"Sphagnum rubellum",800167,0
"Sphagnum rubellum",800149,0
"Sphagnum rubellum",899709,0
"Sphagnum rubellum",899410,0
"Sphagnum rubellum",917083,0
"Sphagnum rubellum",899059,0
"Sphagnum rubellum",899541,0
"Sphagnum rubellum",899574,0
"Sphagnum rubellum",899606,0
"Sphagnum rubellum",917080,0
"Sphagnum rubellum",1299043,0
"Tortula ruralis",683562,0
"Tortula ruralis",683464,0
"Tortula ruralis",687152,0
"Tortula ruralis",688720,0
"Tortula ruralis",684798,0
"Tortula ruralis",688367,0
"Tortula ruralis",729675,0
"Tortula ruralis",833221,0
"Tortula ruralis",899307,0
"Tortula ruralis",899461,0
"Distichium capillaceum",687412,0
"Distichium capillaceum",860574,0
"Distichium capillaceum",1041615,0
"Amblystegium juratzkanum",684015,0
"Sphagnum bartlettianum",683900,0
"Sphagnum bartlettianum",683831,0
"Sphagnum bartlettianum",687806,0
"Sphagnum bartlettianum",684726,0
"Sphagnum bartlettianum",689331,0
"Sphagnum bartlettianum",688511,0
"Sphagnum bartlettianum",683960,0
"Sphagnum bartlettianum",684727,0
"Sphagnum bartlettianum",736386,0
"Sphagnum bartlettianum",736389,0
"Sphagnum bartlettianum",836882,0
"Sphagnum bartlettianum",689146,0
"Sphagnum bartlettianum",860526,0
"Sphagnum bartlettianum",899505,0
"Sphagnum bartlettianum",899507,0
"Sphagnum bartlettianum",899508,0
"Marchantia polymorpha",688989,0
"Cheilolejeunea clypeata",684346,0
"Amphidium mougeotii",687412,0
"Mnium thomsonii",687412,0
"Leucolejeunea clypeata",684346,0
"Plagiomnium affine",686958,0
"Grimmia pilifera",684217,0
"Grimmia pilifera",835732,0
"Conocephalum salebrosum",683093,0
"Leucolepis acanthoneura",1041514,0
"Dicranum elongatum",1344241,0
"Sphagnum centrale",684554,0
"Sphagnum centrale",686852,0
"Sphagnum centrale",689867,0
"Sphagnum centrale",686048,0
"Sphagnum centrale",683438,0
"Sphagnum centrale",899059,0
"Sphagnum centrale",1176985,0
"Meesia triquetra",683904,0
"Brachythecium laetum",683622,0
"Sphagnum pylaesii",686555,0
"Sphagnum pylaesii",689913,0
"Sphagnum pylaesii",736386,0
"Sphagnum pylaesii",736392,0
"Hypnum imponens",684832,0
"Hypnum imponens",684571,0
"Hypnum imponens",683191,0
"Hypnum imponens",683622,0
"Hypnum imponens",683517,0
"Hypnum imponens",686464,0
"Hypnum imponens",685368,0
"Hypnum imponens",685788,0
"Hypnum imponens",689733,0
"Hypnum imponens",688193,0
"Hypnum imponens",687398,0
"Hypnum imponens",686934,0
"Hypnum imponens",689899,0
"Hypnum imponens",690048,0
"Hypnum imponens",684217,0
"Hypnum imponens",688921,0
"Hypnum imponens",685028,0
"Hypnum imponens",688628,0
"Hypnum imponens",684553,0
"Hypnum imponens",688719,0
"Hypnum imponens",835732,0
"Hypnum imponens",800140,0
"Hypnum imponens",800149,0
"Hypnum imponens",899541,0
"Hypnum imponens",1159195,0
"Sphagnum majus",689070,0
"Hylocomiastrum umbratum",684253,0
"Hylocomiastrum umbratum",898964,0
"Sphenolobopsis pearsonii",687447,0
"Dumortiera hirsuta",684788,0
"Dumortiera hirsuta",689906,0
"Dumortiera hirsuta",878639,0
"Dumortiera hirsuta",899966,0
"Pseudoleskea radicosa",899884,0
"Drepanocladus sordidus",899657,0
"Rhizomnium punctatum",685735,0
"Rhizomnium punctatum",683188,0
"Rhytidiadelphus squarrosus",686607,0
"Rhytidiadelphus squarrosus",685666,0
"Rhytidiadelphus squarrosus",683188,0
"Sphagnum viridum",685525,0
"Flexitrichum flexicaule",860574,0
"Flexitrichum flexicaule",1041615,0
"Tetraphis pellucida",684015,0
"Tetraphis pellucida",688522,0
"Bryoandersonia illecebra",685143,0
"Bryoandersonia illecebra",684346,0
"Bryoandersonia illecebra",688921,0
"Bryoandersonia illecebra",835732,0
"Eurhynchium oreganum",686311,0
"Eurhynchium oreganum",787986,0
"Eurhynchium oreganum",791945,0
"Eurhynchium oreganum",787981,0
"Eurhynchium oreganum",787973,0
"Eurhynchium oreganum",787600,0
"Eurhynchium oreganum",787992,0
"Eurhynchium oreganum",787997,0
"Eurhynchium oreganum",899662,0
"Eurhynchium oreganum",1222853,0
"Sphagnum mendocinum",683648,0
"Sphagnum mendocinum",856676,0
"Sphagnum mendocinum",899079,0
"Sphagnum mendocinum",1299043,0
"Plagiothecium undulatum",788005,0
"Plagiothecium undulatum",791945,0
"Plagiothecium undulatum",787973,0
"Amphidium lapponicum",849141,0
"Amphidium lapponicum",900073,0
"Amphidium lapponicum",932947,0
"Sphagnum recurvum",683900,0
"Sphagnum recurvum",683072,0
"Sphagnum recurvum",683137,0
"Sphagnum recurvum",684085,0
"Sphagnum recurvum",683613,0
"Sphagnum recurvum",683831,0
"Sphagnum recurvum",684612,0
"Sphagnum recurvum",687806,0
"Sphagnum recurvum",686555,0
"Sphagnum recurvum",684726,0
"Sphagnum recurvum",684747,0
"Sphagnum recurvum",686220,0
"Sphagnum recurvum",685667,0
"Sphagnum recurvum",688461,0
"Sphagnum recurvum",689331,0
"Sphagnum recurvum",688673,0
"Sphagnum recurvum",688278,0
"Sphagnum recurvum",688846,0
"Sphagnum recurvum",688511,0
"Sphagnum recurvum",684727,0
"Sphagnum recurvum",688211,0
"Sphagnum recurvum",683516,0
"Sphagnum recurvum",686719,0
"Sphagnum recurvum",685339,0
"Sphagnum recurvum",685752,0
"Sphagnum recurvum",800184,0
"Sphagnum recurvum",793432,0
"Sphagnum recurvum",689146,0
"Sphagnum recurvum",917083,0
"Sphagnum recurvum",899497,0
"Sphagnum recurvum",899505,0
"Sphagnum recurvum",899506,0
"Sphagnum recurvum",899507,0
"Sphagnum recurvum",917080,0
"Sphagnum recurvum",1131907,0
"Sphagnum recurvum",1159155,0
"Brotherella recurvans",683191,0
"Brotherella recurvans",686886,0
"Brotherella recurvans",689733,0
"Brotherella recurvans",685028,0
"Brotherella recurvans",1150955,0
"Brotherella recurvans",1150953,0
"Anomodon rostratus",683622,0
"Anomodon rostratus",685592,0
"Anomodon rostratus",878639,0
"Sphagnum fallax",685030,0
"Sphagnum fallax",683900,0
"Sphagnum fallax",683072,0
"Sphagnum fallax",684415,0
"Sphagnum fallax",683137,0
"Sphagnum fallax",684085,0
"Sphagnum fallax",685525,0
"Sphagnum fallax",686220,0
"Sphagnum fallax",689331,0
"Sphagnum fallax",686852,0
"Sphagnum fallax",688846,0
"Sphagnum fallax",688511,0
"Sphagnum fallax",684125,0
"Sphagnum fallax",685066,0
"Sphagnum fallax",688211,0
"Sphagnum fallax",689070,0
"Sphagnum fallax",683516,0
"Sphagnum fallax",684576,0
"Sphagnum fallax",721939,0
"Sphagnum fallax",685339,0
"Sphagnum fallax",685752,0
"Sphagnum fallax",683438,0
"Sphagnum fallax",800140,0
"Sphagnum fallax",800158,0
"Sphagnum fallax",800184,0
"Sphagnum fallax",800143,0
"Sphagnum fallax",800149,0
"Sphagnum fallax",689146,0
"Sphagnum fallax",899410,0
"Sphagnum fallax",899497,0
"Sphagnum fallax",899541,0
"Sphagnum fallax",1131907,0
"Sphagnum fallax",1159155,0
"Mnium affine",686958,0
"Porella pinnata",835678,0
"Bryhnia novae-angliae",685735,0
"Bryhnia novae-angliae",689899,0
"Gymnomitrion corallioides",1041991,0
"Drepanocladus exannulatus",685274,0
"Fissidens osmundioides",686958,0
"Fissidens osmundioides",835678,0
"Sphagnum balticum",686403,0
"Orthotrichum lescurii",946476,0
"Limbella fryei",688613,0
"Dichodontium pellucidum",686958,0
"Syzygiella autumnalis",688522,0
"Lescuraea radicosa",899884,0
"Bryum weigelii",899461,0
"Riccia fluitans",683538,0
"Riccia fluitans",877402,0
"Riccia fluitans",899738,0
"Rhytidiadelphus triquetrus",684967,0
"Rhytidiadelphus triquetrus",684253,0
"Rhytidiadelphus triquetrus",686311,0
"Rhytidiadelphus triquetrus",687144,0
"Rhytidiadelphus triquetrus",686037,0
"Rhytidiadelphus triquetrus",686709,0
"Rhytidiadelphus triquetrus",687179,0
"Rhytidiadelphus triquetrus",683296,0
"Rhytidiadelphus triquetrus",683188,0
"Rhytidiadelphus triquetrus",687178,0
"Rhytidiadelphus triquetrus",684916,0
"Rhytidiadelphus triquetrus",787981,0
"Rhytidiadelphus triquetrus",872765,0
"Rhytidiadelphus triquetrus",898964,0
"Rhytidiadelphus triquetrus",1176983,0
"Rhytidiadelphus triquetrus",1222853,0
"Trichocolea tomentella",1176983,0
"Trichocolea tomentella",1159151,0
"Sphagnum affine",683900,0
"Sphagnum affine",683831,0
"Sphagnum affine",684726,0
"Sphagnum affine",684747,0
"Sphagnum affine",689442,0
"Sphagnum affine",689331,0
"Sphagnum affine",690011,0
"Sphagnum affine",684727,0
"Sphagnum affine",768704,0
"Sphagnum affine",800184,0
"Sphagnum affine",793432,0
"Sphagnum affine",899505,0
"Sphagnum affine",899507,0
"Sphagnum affine",899606,0
"Scapania nemorea",689913,0
"Drepanocladus fluitans",685066,0
"Rhytidium rugosum",683960,0
"Rhytidium rugosum",860477,0
"Rhytidium rugosum",899508,0
"Fissidens dubius",687924,0
"Aulacomnium turgidum",860370,0
"Aulacomnium turgidum",1041690,0
"Aulacomnium turgidum",1344228,0
"Aulacomnium turgidum",1344241,0
"Pellia epiphylla",686958,0
"Pellia epiphylla",689899,0
"Leucobryum glaucum",684832,0
"Leucobryum glaucum",684346,0
"Leucobryum glaucum",683437,0
"Leucobryum glaucum",684099,0
"Leucobryum glaucum",683191,0
"Leucobryum glaucum",683622,0
"Leucobryum glaucum",686355,0
"Leucobryum glaucum",686464,0
"Leucobryum glaucum",686512,0
"Leucobryum glaucum",685368,0
"Leucobryum glaucum",688348,0
"Leucobryum glaucum",688482,0
"Leucobryum glaucum",689731,0
"Leucobryum glaucum",688606,0
"Leucobryum glaucum",686934,0
"Leucobryum glaucum",686982,0
"Leucobryum glaucum",687809,0
"Leucobryum glaucum",690048,0
"Leucobryum glaucum",684217,0
"Leucobryum glaucum",688827,0
"Leucobryum glaucum",688921,0
"Leucobryum glaucum",685028,0
"Leucobryum glaucum",685562,0
"Leucobryum glaucum",688628,0
"Leucobryum glaucum",688719,0
"Leucobryum glaucum",685818,0
"Leucobryum glaucum",835732,0
"Leucobryum glaucum",800140,0
"Leucobryum glaucum",800146,0
"Leucobryum glaucum",836338,0
"Leucobryum glaucum",933817,0
"Leucobryum glaucum",933791,0
"Leucobryum glaucum",933779,0
"Leucobryum glaucum",933803,0
"Leucobryum glaucum",1225019,0
"Leucobryum glaucum",899484,0
"Sphagnum russowii",683137,0
"Sphagnum russowii",899410,0
"Sphagnum russowii",1361912,0
"Fontinalis howellii",683648,0
"Paraleucobryum enerve",899130,0
"Callicladium haldanianum",688095,0
"Callicladium haldanianum",688522,0
"Callicladium haldanianum",689899,0
"Callicladium haldanianum",800152,0
"Aulacomnium palustre",685116,0
"Aulacomnium palustre",683900,0
"Aulacomnium palustre",684015,0
"Aulacomnium palustre",683539,0
"Aulacomnium palustre",683831,0
"Aulacomnium palustre",860279,0
"Aulacomnium palustre",689331,0
"Aulacomnium palustre",688728,0
"Aulacomnium palustre",687808,0
"Aulacomnium palustre",689899,0
"Aulacomnium palustre",728627,0
"Aulacomnium palustre",684727,0
"Aulacomnium palustre",688628,0
"Aulacomnium palustre",687799,0
"Aulacomnium palustre",730765,0
"Aulacomnium palustre",683904,0
"Aulacomnium palustre",849164,0
"Aulacomnium palustre",860509,0
"Aulacomnium palustre",860512,0
"Aulacomnium palustre",860750,0
"Aulacomnium palustre",899301,0
"Aulacomnium palustre",900073,0
"Aulacomnium palustre",948485,0
"Aulacomnium palustre",1146910,0
"Sphagnum flavicomans",685148,0
"Sphagnum flavicomans",689442,0
"Sphagnum flavicomans",688278,0
"Sphagnum flavicomans",688211,0
"Sphagnum flavicomans",683516,0
"Sphagnum flavicomans",736386,0
"Sphagnum flavicomans",689146,0
"Sphagnum flavicomans",899606,0
"Bryum turbinatum",688961,0
"Marsupella brevissima",899460,0
"Sphagnum pacificum",686908,0
"Sphagnum pacificum",856676,0
"Sphagnum pacificum",1299043,0
"Ptilium crista-castrensis",684967,0
"Ptilium crista-castrensis",860385,0
"Ptilium crista-castrensis",683077,0
"Ptilium crista-castrensis",683834,0
"Ptilium crista-castrensis",684253,0
"Ptilium crista-castrensis",687144,0
"Ptilium crista-castrensis",686037,0
"Ptilium crista-castrensis",687179,0
"Ptilium crista-castrensis",687447,0
"Ptilium crista-castrensis",687548,0
"Ptilium crista-castrensis",689885,0
"Ptilium crista-castrensis",683296,0
"Ptilium crista-castrensis",689577,0
"Ptilium crista-castrensis",742092,0
"Ptilium crista-castrensis",898964,0
"Ptilium crista-castrensis",898965,0
"Ptilium crista-castrensis",948696,0
"Sphagnum subsecundum",683960,0
"Sphagnum subsecundum",684727,0
"Sphagnum subsecundum",684576,0
"Sphagnum subsecundum",836882,0
"Sphagnum subsecundum",860526,0
"Sphagnum subsecundum",899508,0
"Syrrhopodon texanus",688038,0
"Grimmia elatior",900073,0
"Pleurozium schreberi",684756,0
"Pleurozium schreberi",684832,0
"Pleurozium schreberi",684967,0
"Pleurozium schreberi",685116,0
"Pleurozium schreberi",683348,0
"Pleurozium schreberi",683349,0
"Pleurozium schreberi",860385,0
"Pleurozium schreberi",683437,0
"Pleurozium schreberi",683539,0
"Pleurozium schreberi",683077,0
"Pleurozium schreberi",684099,0
"Pleurozium schreberi",683517,0
"Pleurozium schreberi",684245,0
"Pleurozium schreberi",685487,0
"Pleurozium schreberi",686355,0
"Pleurozium schreberi",686925,0
"Pleurozium schreberi",686955,0
"Pleurozium schreberi",687791,0
"Pleurozium schreberi",687144,0
"Pleurozium schreberi",686464,0
"Pleurozium schreberi",686037,0
"Pleurozium schreberi",686125,0
"Pleurozium schreberi",686533,0
"Pleurozium schreberi",685740,0
"Pleurozium schreberi",860279,0
"Pleurozium schreberi",689094,0
"Pleurozium schreberi",689731,0
"Pleurozium schreberi",687179,0
