"taxon","ELEMENT_GLOBAL_ID","indicator"
"Pleurozium schreberi",686798,0
"Pleurozium schreberi",688278,0
"Pleurozium schreberi",688759,0
"Pleurozium schreberi",687398,0
"Pleurozium schreberi",687548,0
"Pleurozium schreberi",688375,0
"Pleurozium schreberi",688403,0
"Pleurozium schreberi",689885,0
"Pleurozium schreberi",689924,0
"Pleurozium schreberi",683296,0
"Pleurozium schreberi",689532,0
"Pleurozium schreberi",689577,0
"Pleurozium schreberi",683188,0
"Pleurozium schreberi",1267571,0
"Pleurozium schreberi",684258,0
"Pleurozium schreberi",683710,0
"Pleurozium schreberi",685970,0
"Pleurozium schreberi",688119,0
"Pleurozium schreberi",688259,0
"Pleurozium schreberi",684873,0
"Pleurozium schreberi",687799,0
"Pleurozium schreberi",742092,0
"Pleurozium schreberi",687178,0
"Pleurozium schreberi",686595,0
"Pleurozium schreberi",686898,0
"Pleurozium schreberi",787600,0
"Pleurozium schreberi",838549,0
"Pleurozium schreberi",1207718,0
"Pleurozium schreberi",872650,0
"Pleurozium schreberi",884822,0
"Pleurozium schreberi",860477,0
"Pleurozium schreberi",860496,0
"Pleurozium schreberi",860512,0
"Pleurozium schreberi",872683,0
"Pleurozium schreberi",860740,0
"Pleurozium schreberi",860750,0
"Pleurozium schreberi",860829,0
"Pleurozium schreberi",899362,0
"Pleurozium schreberi",899888,0
"Pleurozium schreberi",899889,0
"Pleurozium schreberi",899890,0
"Pleurozium schreberi",899892,0
"Pleurozium schreberi",899540,0
"Pleurozium schreberi",899542,0
"Pleurozium schreberi",892953,0
"Pleurozium schreberi",907535,0
"Pleurozium schreberi",948696,0
"Pleurozium schreberi",948485,0
"Pleurozium schreberi",948589,0
"Pleurozium schreberi",1207720,0
"Pleurozium schreberi",1041047,0
"Pleurozium schreberi",1179665,0
"Pleurozium schreberi",1150955,0
"Pleurozium schreberi",1150953,0
"Pleurozium schreberi",1146910,0
"Pleurozium schreberi",1270115,0
"Pleurozium schreberi",1041062,0
"Pleurozium schreberi",899484,0
"Pleurozium schreberi",1159087,0
"Sarmenthypnum sarmentosum",860745,0
"Sarmenthypnum sarmentosum",893248,0
"Sarmenthypnum sarmentosum",893245,0
"Pallavicinia lyellii",684249,0
"Pallavicinia lyellii",688349,0
"Pallavicinia lyellii",684553,0
"Sarmentypnum sarmentosum",894266,0
"Sarmentypnum sarmentosum",894262,0
"Scapania bolanderi",788005,0
"Orthotrichum rupestre",900073,0
"Sphagnum fuscum",685148,0
"Sphagnum fuscum",683539,0
"Sphagnum fuscum",684554,0
"Sphagnum fuscum",686925,0
"Sphagnum fuscum",685409,0
"Sphagnum fuscum",688617,0
"Sphagnum fuscum",688461,0
"Sphagnum fuscum",689442,0
"Sphagnum fuscum",688058,0
"Sphagnum fuscum",686403,0
"Sphagnum fuscum",688511,0
"Sphagnum fuscum",684125,0
"Sphagnum fuscum",686351,0
"Sphagnum fuscum",684727,0
"Sphagnum fuscum",686719,0
"Sphagnum fuscum",689513,0
"Sphagnum fuscum",686898,0
"Sphagnum fuscum",686954,0
"Sphagnum fuscum",856676,0
"Sphagnum fuscum",800143,0
"Sphagnum fuscum",898972,0
"Sphagnum fuscum",899410,0
"Sphagnum fuscum",899888,0
"Sphagnum fuscum",899059,0
"Sphagnum fuscum",899571,0
"Sphagnum fuscum",899606,0
"Sphagnum fuscum",907535,0
"Sphagnum fuscum",948696,0
"Sphagnum fuscum",948589,0
"Sphagnum fuscum",1179665,0
"Sphagnum fuscum",1146926,0
"Sphagnum fuscum",1146910,0
"Sphagnum fuscum",1299043,0
"Sphagnum fuscum",1299044,0
"Polytrichum commune",683900,0
"Polytrichum commune",683437,0
"Polytrichum commune",683072,0
"Polytrichum commune",684436,0
"Polytrichum commune",684085,0
"Polytrichum commune",683648,0
"Polytrichum commune",683831,0
"Polytrichum commune",685487,0
"Polytrichum commune",686374,0
"Polytrichum commune",686910,0
"Polytrichum commune",685988,0
"Polytrichum commune",685368,0
"Polytrichum commune",686637,0
"Polytrichum commune",685731,0
"Polytrichum commune",685756,0
"Polytrichum commune",689731,0
"Polytrichum commune",689331,0
"Polytrichum commune",688660,0
"Polytrichum commune",688288,0
"Polytrichum commune",687414,0
"Polytrichum commune",688846,0
"Polytrichum commune",688110,0
"Polytrichum commune",688522,0
"Polytrichum commune",686982,0
"Polytrichum commune",683914,0
"Polytrichum commune",688827,0
"Polytrichum commune",685339,0
"Polytrichum commune",686595,0
"Polytrichum commune",800152,0
"Polytrichum commune",807522,0
"Polytrichum commune",800140,0
"Polytrichum commune",800158,0
"Polytrichum commune",800184,0
"Polytrichum commune",793432,0
"Polytrichum commune",899192,0
"Polytrichum commune",899125,0
"Polytrichum commune",933791,0
"Polytrichum commune",931854,0
"Polytrichum commune",933779,0
"Polytrichum commune",1150959,0
"Polytrichum commune",1150957,0
"Polytrichum commune",1131907,0
"Polytrichum commune",1159155,0
"Polytrichum commune",1150949,0
"Pogonatum alpinum",687412,0
"Plagiochila caduciloba",686958,0
"Pellia neesiana",686958,0
"Pellia neesiana",791945,0
"Sphagnum capillifolium",685030,0
"Sphagnum capillifolium",685148,0
"Sphagnum capillifolium",683539,0
"Sphagnum capillifolium",683072,0
"Sphagnum capillifolium",683077,0
"Sphagnum capillifolium",684554,0
"Sphagnum capillifolium",686037,0
"Sphagnum capillifolium",685409,0
"Sphagnum capillifolium",688461,0
"Sphagnum capillifolium",689442,0
"Sphagnum capillifolium",688278,0
"Sphagnum capillifolium",688058,0
"Sphagnum capillifolium",688511,0
"Sphagnum capillifolium",684125,0
"Sphagnum capillifolium",683296,0
"Sphagnum capillifolium",686048,0
"Sphagnum capillifolium",686351,0
"Sphagnum capillifolium",688259,0
"Sphagnum capillifolium",686898,0
"Sphagnum capillifolium",800140,0
"Sphagnum capillifolium",800184,0
"Sphagnum capillifolium",898972,0
"Sphagnum capillifolium",899410,0
"Sphagnum capillifolium",899059,0
"Sphagnum capillifolium",899571,0
"Sphagnum capillifolium",899606,0
"Sphagnum capillifolium",907535,0
"Sphagnum capillifolium",948485,0
"Sphagnum capillifolium",948589,0
"Sphagnum capillifolium",1176985,0
"Sphagnum capillifolium",1146910,0
"Sphagnum capillifolium",1299044,0
"Campylium polygamum",683879,0
"Calliergon stramineum",688961,0
"Calliergon stramineum",893248,0
"Calliergon stramineum",959740,0
"Riccia nigrella",949675,0
"Dicranum condensatum",684217,0
"Dicranum condensatum",688719,0
"Dicranum condensatum",684985,0
"Sphagnum girgensohnii",684832,0
"Sphagnum girgensohnii",685116,0
"Sphagnum girgensohnii",684571,0
"Sphagnum girgensohnii",683077,0
"Sphagnum girgensohnii",686958,0
"Sphagnum girgensohnii",686037,0
"Sphagnum girgensohnii",686852,0
"Sphagnum girgensohnii",688278,0
"Sphagnum girgensohnii",687398,0
"Sphagnum girgensohnii",688403,0
"Sphagnum girgensohnii",688437,0
"Sphagnum girgensohnii",686403,0
"Sphagnum girgensohnii",683857,0
"Sphagnum girgensohnii",683296,0
"Sphagnum girgensohnii",690011,0
"Sphagnum girgensohnii",683188,0
"Sphagnum girgensohnii",687799,0
"Sphagnum girgensohnii",768704,0
"Sphagnum girgensohnii",686898,0
"Sphagnum girgensohnii",800158,0
"Sphagnum girgensohnii",800143,0
"Sphagnum girgensohnii",800149,0
"Sphagnum girgensohnii",872765,0
"Sphagnum girgensohnii",898972,0
"Sphagnum girgensohnii",893248,0
"Sphagnum girgensohnii",899966,0
"Sphagnum girgensohnii",899541,0
"Sphagnum girgensohnii",899542,0
"Sphagnum girgensohnii",948696,0
"Sphagnum girgensohnii",948589,0
"Sphagnum girgensohnii",959740,0
"Sphagnum girgensohnii",1176993,0
"Calliergon sarmentosum",894266,0
"Dicranum scoparium",683349,0
"Dicranum scoparium",684346,0
"Dicranum scoparium",683191,0
"Dicranum scoparium",683834,0
"Dicranum scoparium",686512,0
"Dicranum scoparium",685368,0
"Dicranum scoparium",689733,0
"Dicranum scoparium",689430,0
"Dicranum scoparium",689330,0
"Dicranum scoparium",688193,0
"Dicranum scoparium",686832,0
"Dicranum scoparium",689885,0
"Dicranum scoparium",686934,0
"Dicranum scoparium",689899,0
"Dicranum scoparium",684217,0
"Dicranum scoparium",685028,0
"Dicranum scoparium",688719,0
"Dicranum scoparium",849141,0
"Dicranum scoparium",835732,0
"Dicranum scoparium",898964,0
"Dicranum scoparium",932947,0
"Dicranum scoparium",899484,0
"Ptilidium ciliare",683584,0
"Ptilidium ciliare",1344241,0
"Sphagnum contortum",689508,0
"Sphagnum contortum",1146920,0
"Climacium americanum",685143,0
"Climacium americanum",683622,0
"Climacium americanum",687248,0
"Climacium americanum",686507,0
"Climacium americanum",684674,0
"Climacium americanum",689251,0
"Climacium americanum",687225,0
"Climacium americanum",688844,0
"Climacium americanum",685094,0
"Climacium americanum",730957,0
"Climacium americanum",835678,0
"Climacium americanum",877321,0
"Climacium americanum",899397,0
"Climacium americanum",899617,0
"Andreaea rothii",684346,0
"Andreaea rothii",685347,0
"Sphagnum fimbriatum",683137,0
"Sphagnum fimbriatum",684554,0
"Sphagnum fimbriatum",685525,0
"Sphagnum fimbriatum",689867,0
"Sphagnum fimbriatum",686048,0
"Sphagnum fimbriatum",684553,0
"Sphagnum fimbriatum",684576,0
"Sphagnum fimbriatum",683438,0
"Sphagnum fimbriatum",902958,0
"Sphagnum fimbriatum",899059,0
"Warnstorfia exannulata",683648,0
"Warnstorfia exannulata",685274,0
"Polytrichum hyperboreum",860574,0
"Polytrichum hyperboreum",1041615,0
"Campylium chrysophyllum",688921,0
"Leucobryum albidum",684346,0
"Leucobryum albidum",689899,0
"Leucobryum albidum",690048,0
"Leucobryum albidum",688719,0
"Leucobryum albidum",689294,0
"Leucobryum albidum",835732,0
"Leucobryum albidum",807522,0
"Leucobryum albidum",685347,0
"Mylia taylorii",777931,0
"Pohlia obtusifolia",689156,0
"Pohlia obtusifolia",899297,0
"Plagiochila retrorsa",686958,0
"Plagiomnium ciliare",683622,0
"Plagiomnium ciliare",686958,0
"Plagiomnium ciliare",689899,0
"Plagiomnium ciliare",684217,0
"Plagiomnium ciliare",800161,0
"Buckiella undulata",791945,0
"Buckiella undulata",942428,0
"Dicranum spurium",688719,0
"Sphaerophorus fragilis",860275,0
"Cladina stellaris",683348,0
"Cladina stellaris",860385,0
"Cladina stellaris",685740,0
"Cladina stellaris",688606,0
"Cladina stellaris",684258,0
"Cladina stellaris",796838,0
"Cladina stellaris",892953,0
"Cladina stellaris",1042070,0
"Cladina stellaris",1344241,0
"Coccotrema maritimum",860669,0
"Alectoria ochroleuca",860275,0
"Alectoria ochroleuca",860355,0
"Rhizocarpon reductum",796831,0
"Parmelia rudecta",686569,0
"Trapeliopsis granulosa",796838,0
"Trapeliopsis granulosa",899461,0
"Psilolechia lucida",796838,0
"Melanelia hepatizon",900054,0
"Melanelia hepatizon",1159091,0
"Cladonia strepsilis",686127,0
"Cladonia strepsilis",685233,0
"Cladonia strepsilis",689330,0
"Cladonia strepsilis",688929,0
"Cladonia strepsilis",684217,0
"Cladonia strepsilis",687760,0
"Cladonia strepsilis",685146,0
"Sarcogyne clavus",684783,0
"Sarcogyne clavus",796831,0
"Enchylium tenax",683464,0
"Enchylium tenax",688367,0
"Cladonia coccifera",796838,0
"Flavoparmelia baltimorensis",686512,0
"Flavoparmelia baltimorensis",685271,0
"Flavoparmelia baltimorensis",686934,0
"Flavoparmelia baltimorensis",687510,0
"Flavoparmelia baltimorensis",796838,0
"Flavoparmelia baltimorensis",685347,0
"Peltigera aphthosa",684903,0
"Cladina terrae-novae",687760,0
"Lasallia caroliniana",796838,0
"Lasallia caroliniana",877423,0
"Lasallia caroliniana",900042,0
"Xanthoparmelia conspersa",684984,0
"Xanthoparmelia conspersa",688482,0
"Xanthoparmelia conspersa",688719,0
"Xanthoparmelia conspersa",796831,0
"Xanthoparmelia conspersa",849164,0
"Xanthoparmelia conspersa",802098,0
"Xanthoparmelia conspersa",835678,0
"Xanthoparmelia conspersa",900073,0
"Cladonia rangiferina",684783,0
"Cladonia rangiferina",685148,0
"Cladonia rangiferina",683348,0
"Cladonia rangiferina",684346,0
"Cladonia rangiferina",683124,0
"Cladonia rangiferina",685107,0
"Cladonia rangiferina",684046,0
"Cladonia rangiferina",685487,0
"Cladonia rangiferina",686464,0
"Cladonia rangiferina",686125,0
"Cladonia rangiferina",684733,0
"Cladonia rangiferina",685740,0
"Cladonia rangiferina",685409,0
"Cladonia rangiferina",689688,0
"Cladonia rangiferina",689442,0
"Cladonia rangiferina",689376,0
"Cladonia rangiferina",689532,0
"Cladonia rangiferina",684258,0
"Cladonia rangiferina",688719,0
"Cladonia rangiferina",796831,0
"Cladonia rangiferina",796838,0
"Cladonia rangiferina",800167,0
"Cladonia rangiferina",816681,0
"Cladonia rangiferina",899771,0
"Cladonia rangiferina",898966,0
"Cladonia rangiferina",899410,0
"Cladonia rangiferina",900042,0
"Cladonia rangiferina",899606,0
"Cladonia rangiferina",892953,0
"Cladonia rangiferina",948589,0
"Cladonia rangiferina",1042070,0
"Cladonia rangiferina",1085027,0
"Cladonia rangiferina",1042125,0
"Cladonia rangiferina",1344241,0
"Solorina crocea",860275,0
"Solorina crocea",729675,0
"Solorina crocea",849164,0
"Solorina crocea",900073,0
"Athallia holocarpa",899279,0
"Cladonia caroliniana",684984,0
"Cladonia caroliniana",686127,0
"Cladonia caroliniana",685233,0
"Cladonia caroliniana",689330,0
"Cladonia caroliniana",686934,0
"Cladonia caroliniana",688929,0
"Cladonia caroliniana",688719,0
"Cladonia caroliniana",685883,0
"Cladonia caroliniana",877425,0
"Cladonia caroliniana",900046,0
"Cladonia caroliniana",959108,0
"Placynthium nigrum",687152,0
"Placynthium nigrum",683806,0
"Placynthium nigrum",689631,0
"Placynthium nigrum",833221,0
"Ramalina intermedia",796838,0
"Umbilicaria mammulata",684346,0
"Umbilicaria mammulata",686512,0
"Umbilicaria mammulata",685271,0
"Umbilicaria mammulata",686934,0
"Umbilicaria mammulata",688719,0
"Umbilicaria mammulata",685347,0
"Umbilicaria mammulata",1256086,0
"Umbilicaria mammulata",900042,0
"Physcia subtilis",796831,0
"Dactylina arctica",1042070,0
"Dactylina arctica",1344241,0
"Stereocaulon glaucescens",796838,0
"Stereocaulon glaucescens",1256086,0
"Parmelia saxatilis",686569,0
"Siphula ceratites",894266,0
"Siphula ceratites",894262,0
"Cladonia subradiata",687342,0
"Evernia vulpina",687836,0
"Flavoparmelia caperata",688719,0
"Cetraria arenaria",686569,0
"Cetraria arenaria",683806,0
"Cladonia subtenuis",683175,0
"Cladonia subtenuis",684046,0
"Cladonia subtenuis",686107,0
"Cladonia subtenuis",685342,0
"Cladonia subtenuis",687342,0
"Cladonia subtenuis",688350,0
"Cladonia subtenuis",687937,0
"Cladonia subtenuis",687757,0
"Cladonia subtenuis",684217,0
"Cladonia subtenuis",687510,0
"Cladonia subtenuis",720774,0
"Cladonia subtenuis",899741,0
"Cladonia subtenuis",898966,0
"Cladonia subtenuis",899027,0
"Cladonia pocillum",687152,0
"Cladonia pocillum",833221,0
"Gyalolechia bracteata",683464,0
"Gyalolechia bracteata",688367,0
"Alectoria fallacina",683834,0
"Phlyctis petraea",684346,0
"Phlyctis petraea",835678,0
"Cladonia macilenta",796831,0
"Collema tenax",683464,0
"Collema tenax",688367,0
"Cladonia prostrata",683948,0
"Cladonia prostrata",683175,0
"Cladonia prostrata",686107,0
"Cladonia prostrata",685342,0
"Cladonia prostrata",687937,0
"Cladonia prostrata",684953,0
"Cladonia prostrata",899739,0
"Cladonia prostrata",899741,0
"Cladonia prostrata",899027,0
"Hypogymnia physodes",796831,0
"Cladonia pleurota",796838,0
"Cladina mitis",683348,0
"Cladina mitis",860385,0
"Cladina mitis",686569,0
"Cladina mitis",685740,0
"Cladina mitis",685409,0
"Cladina mitis",684258,0
"Cladina mitis",892953,0
"Cladina mitis",1042070,0
"Cladina mitis",1344241,0
"Cladonia ecmocyna",729675,0
"Diploschistes muscorum",857182,0
"Parmelia conspersa",688482,0
"Parmelia conspersa",849164,0
"Parmelia conspersa",900073,0
"Lepraria neglecta",684346,0
"Lepraria neglecta",685347,0
"Lepraria neglecta",899158,0
"Lepraria neglecta",899884,0
"Masonhalea richardsonii",1042040,0
"Masonhalea richardsonii",1042030,0
"Rusavskia elegans",849164,0
"Rusavskia elegans",900073,0
"Cladonia verticillata",685409,0
"Cladonia verticillata",899665,0
"Umbilicaria proboscidea",849164,0
"Umbilicaria proboscidea",900054,0
"Umbilicaria proboscidea",900073,0
"Umbilicaria proboscidea",1159091,0
"Cladonia pyxidata",684099,0
"Cladonia pyxidata",685487,0
"Cladonia pyxidata",685163,0
"Cladonia pyxidata",688719,0
"Cladonia pyxidata",849164,0
"Cladonia pyxidata",899158,0
"Cladonia pyxidata",900020,0
"Cladonia pyxidata",900073,0
"Cladonia pyxidata",899130,0
"Cladonia terrae-novae",685148,0
"Cladonia terrae-novae",687760,0
"Cladonia terrae-novae",899606,0
"Parmelia centrifuga",688797,0
"Porpidia lowiana",683560,0
"Umbilicaria hyperborea",688797,0
"Umbilicaria hyperborea",860355,0
"Umbilicaria hyperborea",860574,0
"Umbilicaria hyperborea",900054,0
"Umbilicaria hyperborea",1159091,0
"Umbilicaria hyperborea",1041991,0
"Cladonia mitis",685148,0
"Cladonia mitis",686125,0
"Cladonia mitis",899606,0
"Peltigera rufescens",684569,0
"Pseudephebe minuscula",860275,0
"Psora russellii",685775,0
"Psora russellii",689359,0
"Psora russellii",689631,0
"Punctelia hypoleucites",685233,0
"Punctelia hypoleucites",689330,0
"Punctelia hypoleucites",688929,0
"Tetramelas papillatus",683464,0
"Tetramelas papillatus",688367,0
"Diploschistes scruposus",796838,0
"Cladina evansii",683948,0
"Cladina evansii",683175,0
"Cladina evansii",686107,0
"Cladina evansii",685342,0
"Cladina evansii",689187,0
"Cladina evansii",687342,0
"Cladina evansii",688350,0
"Cladina evansii",687937,0
"Cladina evansii",687757,0
"Cladina evansii",689857,0
"Cladina evansii",720774,0
"Cladina evansii",684985,0
"Cladina evansii",821785,0
"Cladina evansii",899246,0
"Cladina evansii",899741,0
"Cladina evansii",899017,0
"Cladina evansii",899027,0
"Bryocaulon divergens",860275,0
"Bryocaulon divergens",860574,0
"Bryocaulon divergens",1042040,0
"Bryocaulon divergens",1042030,0
"Bryocaulon divergens",1041615,0
"Fulgensia bracteata",683464,0
"Fulgensia bracteata",688367,0
"Usnea filipendula",1041514,0
"Arctoparmelia centrifuga",684783,0
"Arctoparmelia centrifuga",860275,0
"Arctoparmelia centrifuga",688797,0
"Arctoparmelia centrifuga",860355,0
"Arctoparmelia centrifuga",796831,0
"Arctoparmelia centrifuga",900054,0
"Arctoparmelia centrifuga",1159091,0
"Caloplaca saxicola",689631,0
"Lecanora rubina",849164,0
"Lecanora rubina",900073,0
"Porpidia flavocaerulescens",1159091,0
"Buellia papillata",683464,0
"Buellia papillata",688367,0
"Lecidea lapicida",1159091,0
"Cladonia portentosa",849141,0
"Cladonia portentosa",860511,0
"Cladonia portentosa",899665,0
"Cladonia portentosa",932947,0
"Dactylina madreporiformis",899279,0
"Umbilicaria torrefacta",900054,0
"Umbilicaria torrefacta",1159091,0
"Psora decipiens",684993,0
"Psora decipiens",857182,0
"Psora decipiens",946476,0
"Flavocetraria nivalis",860370,0
"Flavocetraria nivalis",860275,0
"Flavocetraria nivalis",860477,0
"Flavocetraria nivalis",899279,0
"Flavocetraria nivalis",1042050,0
"Flavocetraria nivalis",1042060,0
"Flavocetraria nivalis",1344241,0
"Porpidia tuberculosa",683560,0
"Porpidia tuberculosa",796838,0
"Fuscidea praeruptorum",684783,0
"Cladonia arbuscula",685148,0
"Cladonia arbuscula",683348,0
"Cladonia arbuscula",860385,0
"Cladonia arbuscula",684099,0
"Cladonia arbuscula",686117,0
"Cladonia arbuscula",686125,0
"Cladonia arbuscula",686569,0
"Cladonia arbuscula",685740,0
"Cladonia arbuscula",860275,0
"Cladonia arbuscula",685409,0
"Cladonia arbuscula",689442,0
"Cladonia arbuscula",684258,0
"Cladonia arbuscula",800167,0
"Cladonia arbuscula",899606,0
"Cladonia arbuscula",892953,0
"Cladonia arbuscula",1042070,0
"Cladonia arbuscula",1344241,0
"Cladonia furcata",686512,0
"Cladonia furcata",689832,0
"Cladonia furcata",684217,0
"Cladonia furcata",796838,0
"Cladonia furcata",900012,0
"Caloplaca holocarpa",899279,0
"Stereocaulon vulcani",860816,0
"Cladonia ochrochlora",796831,0
"Pseudoparmelia baltimorensis",687510,0
"Cladonia dimorphoclada",685091,0
"Cladonia dimorphoclada",683960,0
"Cladonia psoromica",683960,0
"Lasallia papulosa",684783,0
"Lasallia papulosa",684346,0
"Lasallia papulosa",687798,0
"Lasallia papulosa",686464,0
"Lasallia papulosa",686512,0
"Lasallia papulosa",685271,0
"Lasallia papulosa",688719,0
"Lasallia papulosa",796831,0
"Lasallia papulosa",796838,0
"Lasallia papulosa",836338,0
"Lasallia papulosa",1256086,0
"Lasallia papulosa",877423,0
"Lasallia papulosa",900042,0
"Lasallia papulosa",900054,0
"Lasallia papulosa",1159091,0
"Cornicularia aculeata",899279,0
"Thamnolia vermicularis",860275,0
"Thamnolia vermicularis",860355,0
"Thamnolia vermicularis",860574,0
"Thamnolia vermicularis",1042080,0
"Thamnolia vermicularis",1042050,0
"Thamnolia vermicularis",1042060,0
"Thamnolia vermicularis",1042090,0
"Thamnolia vermicularis",1041615,0
"Thamnolia vermicularis",1041991,0
"Thamnolia vermicularis",1344241,0
"Punctelia rudecta",686569,0
"Punctelia rudecta",684217,0
"Cladonia stygia",800167,0
"Usnea halei",796838,0
"Umbilicaria muhlenbergii",684783,0
"Umbilicaria muhlenbergii",686464,0
"Umbilicaria muhlenbergii",796831,0
"Umbilicaria muhlenbergii",796838,0
"Umbilicaria muhlenbergii",1256086,0
"Umbilicaria muhlenbergii",900042,0
"Cladonia cervicornis",899665,0
"Teloschistes flavicans",684469,0
"Peltigera canina",686569,0
"Peltigera canina",689376,0
"Protoparmeliopsis muralis",685775,0
"Protoparmeliopsis muralis",689359,0
"Protoparmeliopsis muralis",689631,0
"Aspicilia cinerea",796831,0
"Aspicilia cinerea",796838,0
"Cladina portentosa",849141,0
"Cladina portentosa",860511,0
"Cladina portentosa",899665,0
"Cladina portentosa",932947,0
"Cladonia alpestris",685487,0
"Cladonia alpestris",689532,0
"Pleopsidium chlorophanum",685233,0
"Pleopsidium chlorophanum",689330,0
"Pleopsidium chlorophanum",688929,0
"Pleopsidium chlorophanum",685883,0
"Pleopsidium chlorophanum",685146,0
"Pleopsidium chlorophanum",900046,0
"Pleopsidium chlorophanum",959108,0
"Cladina rangiferina",684783,0
"Cladina rangiferina",683348,0
"Cladina rangiferina",683124,0
"Cladina rangiferina",685107,0
"Cladina rangiferina",684046,0
"Cladina rangiferina",685487,0
"Cladina rangiferina",686125,0
"Cladina rangiferina",684733,0
"Cladina rangiferina",685740,0
"Cladina rangiferina",685409,0
"Cladina rangiferina",689688,0
"Cladina rangiferina",689442,0
"Cladina rangiferina",684258,0
"Cladina rangiferina",796831,0
"Cladina rangiferina",796838,0
"Cladina rangiferina",816681,0
"Cladina rangiferina",899771,0
"Cladina rangiferina",898966,0
"Cladina rangiferina",899410,0
"Cladina rangiferina",900042,0
"Cladina rangiferina",899606,0
"Cladina rangiferina",892953,0
"Cladina rangiferina",948589,0
"Cladina rangiferina",1042070,0
"Cladina rangiferina",1042125,0
"Cladina rangiferina",1344241,0
"Lecanora muralis",685775,0
"Lecanora muralis",689359,0
"Lecanora muralis",689631,0
"Myelochroa obsessa",687510,0
"Microcalicium arenarium",796838,0
"Cladina arbuscula",689442,0
"Cladina arbuscula",899606,0
"Acarospora chlorophana",685233,0
"Acarospora chlorophana",689330,0
"Acarospora chlorophana",688929,0
"Acarospora chlorophana",685883,0
"Acarospora chlorophana",685146,0
"Acarospora chlorophana",900046,0
"Acarospora chlorophana",959108,0
"Rhizocarpon geographicum",683560,0
"Rhizocarpon geographicum",860275,0
"Rhizocarpon geographicum",688797,0
"Rhizocarpon geographicum",689532,0
"Rhizocarpon geographicum",860355,0
"Rhizocarpon geographicum",796838,0
"Rhizocarpon geographicum",849164,0
"Rhizocarpon geographicum",860574,0
"Rhizocarpon geographicum",900054,0
"Rhizocarpon geographicum",900073,0
"Rhizocarpon geographicum",1042040,0
"Rhizocarpon geographicum",1042030,0
"Rhizocarpon geographicum",1159091,0
"Rhizocarpon geographicum",1041991,0
"Hypotrachyna virginica",683834,0
"Melanelia culbersonii",796831,0
"Melanelia culbersonii",1256086,0
"Cetraria tilesii",899279,0
"Tremolecia atrata",1159091,0
"Lasallia pensylvanica",687798,0
"Lasallia pensylvanica",688719,0
"Lasallia pensylvanica",796831,0
"Lasallia pensylvanica",836338,0
"Lasallia pensylvanica",1256086,0
"Lasallia pensylvanica",900042,0
"Lecidea atrobrunnea",849164,0
"Lecidea atrobrunnea",900073,0
"Nephroma arcticum",860664,0
"Nephroma arcticum",1041496,0
"Lecanora polytropa",1159091,0
"Porpidia flavicunda",1159091,0
"Cetraria nivalis",860370,0
"Cetraria nivalis",860477,0
"Cetraria nivalis",899279,0
"Parmelia omphalodes",796838,0
"Cladonia uncialis",685148,0
"Cladonia uncialis",685409,0
"Cladonia uncialis",686934,0
"Cladonia uncialis",796831,0
"Cladonia uncialis",899606,0
"Cladonia uncialis",1042070,0
"Thamnolia subuliformis",899279,0
"Cladonia grayi",684217,0
"Ochrolechia frigida",860355,0
"Ophioparma lapponica",860574,0
"Ophioparma lapponica",1041991,0
"Bryoria nitidula",860275,0
"Cetraria islandica",684733,0
"Cetraria islandica",899158,0
"Cetraria islandica",899410,0
"Cetraria islandica",899461,0
"Cetraria islandica",1344241,0
"Cladonia stellaris",683348,0
"Cladonia stellaris",860385,0
"Cladonia stellaris",685487,0
"Cladonia stellaris",685740,0
"Cladonia stellaris",688606,0
"Cladonia stellaris",689532,0
"Cladonia stellaris",684258,0
"Cladonia stellaris",796838,0
"Cladonia stellaris",892953,0
"Cladonia stellaris",1042070,0
"Cladonia stellaris",1042040,0
"Cladonia stellaris",1042030,0
"Cladonia stellaris",1344241,0
"Flavocetraria cucullata",860275,0
"Flavocetraria cucullata",1042080,0
"Flavocetraria cucullata",1042090,0
"Flavocetraria cucullata",1344241,0
"Cladonia robbinsii",684217,0
"Alectoria sarmentosa",1041496,0
"Cladonia cristatella",685098,0
"Cladonia cristatella",686569,0
"Cladonia cristatella",685409,0
"Fuscidea recensa",684783,0
"Fuscidea recensa",796831,0
"Fuscidea recensa",796838,0
"Parmelina obsessa",687510,0
"Cladonia evansii",683948,0
"Cladonia evansii",683175,0
"Cladonia evansii",686107,0
"Cladonia evansii",685342,0
"Cladonia evansii",689187,0
"Cladonia evansii",687342,0
"Cladonia evansii",688350,0
"Cladonia evansii",687937,0
"Cladonia evansii",687757,0
"Cladonia evansii",689857,0
"Cladonia evansii",720774,0
"Cladonia evansii",684985,0
"Cladonia evansii",821785,0
"Cladonia evansii",899246,0
"Cladonia evansii",899741,0
"Cladonia evansii",899017,0
"Cladonia evansii",899027,0
"Umbilicaria polyphylla",1159091,0
"Coccocarpia palmicola",685143,0
"Xanthoparmelia plittii",688719,0
"Xanthoparmelia plittii",796831,0
"Xanthoparmelia plittii",835732,0
"Lecanora melaena",860792,0
"Lecanora melaena",860807,0
"Cladonia mateocyatha",685146,0
"Parmelia hypoleucites",685233,0
"Parmelia hypoleucites",689330,0
"Parmelia hypoleucites",688929,0
"Ophioparma ventosa",900054,0
"Ophioparma ventosa",1159091,0
"Lepraria lobificans",684346,0
"Lecidea granulosa",899461,0
"Circinaria hispida",857182,0
"Cladonia squamosa",684346,0
"Cladonia squamosa",688719,0
