"classificationCode","databaseCode","PARENT_ID","ELEMENT_GLOBAL_ID","hierarchyLevel","colloquialName","scientificName","taxon","indicator"
"MB1.a2.Ua.3.a","CEGL007061",898959,683794,"Association","Florida Keys Black Mangrove Basin Forest","Avicennia germinans - (Rhizophora mangle) / Batis maritima Basin Forest","Avicennia germinans",1
"MB1.a2.Ua.3.a","CEGL007061",898959,683794,"Association","Florida Keys Black Mangrove Basin Forest","Avicennia germinans - (Rhizophora mangle) / Batis maritima Basin Forest","Batis maritima",1
"MB1.a2.Ua.3.a","CEGL007061",898959,683794,"Association","Florida Keys Black Mangrove Basin Forest","Avicennia germinans - (Rhizophora mangle) / Batis maritima Basin Forest","Rhizophora mangle",1
"MB1.a2.Ua.3.a","CEGL003802",898993,687516,"Association","","Avicennia germinans / Sarcocornia perennis Scrub","Avicennia germinans",1
"MB1.a2.Ua.3.a","CEGL003802",898993,687516,"Association","","Avicennia germinans / Sarcocornia perennis Scrub","Sarcocornia perennis",1
"MB1.a2.Ua.3.a","CEGL003802",898993,687516,"Association","","Avicennia germinans / Sarcocornia perennis Scrub","Conocarpus erectus",0
"MB1.a2.Ua.3.a","CEGL003802",898993,687516,"Association","","Avicennia germinans / Sarcocornia perennis Scrub","Laguncularia racemosa",0
"MB1.a2.Ua.3.a","CEGL003802",898993,687516,"Association","","Avicennia germinans / Sarcocornia perennis Scrub","Monanthochloe littoralis",0
"MB1.a2.Ua.3.a","CEGL003802",898993,687516,"Association","","Avicennia germinans / Sarcocornia perennis Scrub","Rhizophora mangle",0
"MB1.a2.Ua.3.a","CEGL004827",899312,684352,"Association","","Avicennia germinans Forest","Avicennia germinans",1
"MB1.a2.Ua.3.a","CEGL004827",899312,684352,"Association","","Avicennia germinans Forest","Baccharis halimifolia",0
"MB1.a2.Ua.3.a","CEGL004827",899312,684352,"Association","","Avicennia germinans Forest","Batis maritima",0
"MB1.a2.Ua.3.a","CEGL004827",899312,684352,"Association","","Avicennia germinans Forest","Distichlis spicata",0
"MB1.a2.Ua.3.a","CEGL004827",899312,684352,"Association","","Avicennia germinans Forest","Heliotropium curassavicum",0
"MB1.a2.Ua.3.a","CEGL004827",899312,684352,"Association","","Avicennia germinans Forest","Iva cheiranthifolia",0
"MB1.a2.Ua.3.a","CEGL004827",899312,684352,"Association","","Avicennia germinans Forest","Salicornia perennis",0
"MB1.a2.Ua.3.a","CEGL004827",899312,684352,"Association","","Avicennia germinans Forest","Sarcocornia perennis",0
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Batis maritima",1
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Borrichia frutescens",1
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Conocarpus erectus",1
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Laguncularia racemosa",1
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Suaeda linearis",1
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Avicennia germinans",0
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Blutaparon vermiculare",0
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Salicornia depressa",0
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Salicornia virginica",0
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Sesuvium portulacastrum",0
"MB1.a2.Ua.3.a","CEGL003806",898959,688326,"Association","Florida Keys Rubble Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Batis maritima - Borrichia frutescens / Suaeda linearis Scrub","Thespesia populnea",0
"MB1.a2.Ua.3.a","CEGL003798",898959,686343,"Association","Florida Keys Basin Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Cladium mariscus ssp. jamaicense Scrub","Cladium mariscus",1
"MB1.a2.Ua.3.a","CEGL003798",898959,686343,"Association","Florida Keys Basin Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Cladium mariscus ssp. jamaicense Scrub","Cladium mariscus ssp. jamaicense",1
"MB1.a2.Ua.3.a","CEGL003798",898959,686343,"Association","Florida Keys Basin Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Cladium mariscus ssp. jamaicense Scrub","Conocarpus erectus",1
"MB1.a2.Ua.3.a","CEGL003798",898959,686343,"Association","Florida Keys Basin Mangrove Scrub","Conocarpus erectus - (Laguncularia racemosa) / Cladium mariscus ssp. jamaicense Scrub","Laguncularia racemosa",1
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Conocarpus erectus",1
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Laguncularia racemosa",1
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Metopium toxiferum",1
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Rhizophora mangle",1
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Avicennia germinans",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Encyclia tampensis",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Persea palustris",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Phlebodium aureum",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Pleopeltis polypodioides",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Pleopeltis polypodioides ssp. michauxiana",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Sabal palmetto",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Taxodium ascendens",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Tillandsia balbisiana",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Tillandsia fasciculata",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Tillandsia flexuosa",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Tillandsia paucifolia",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Tillandsia utriculata",0
"MB1.a2.Ua.3.a","CEGL003505",898993,689067,"Association","","Conocarpus erectus - Rhizophora mangle - Laguncularia racemosa - Metopium toxiferum / Tillandsia spp. Woodland","Vanilla barbellata",0
"MB1.a2.Ua.3.a","CEGL003506",898993,687339,"Association","","Conocarpus erectus / Sporobolus virginicus - Spartina spartinae Woodland","Conocarpus erectus",1
"MB1.a2.Ua.3.a","CEGL003506",898993,687339,"Association","","Conocarpus erectus / Sporobolus virginicus - Spartina spartinae Woodland","Spartina spartinae",1
"MB1.a2.Ua.3.a","CEGL003506",898993,687339,"Association","","Conocarpus erectus / Sporobolus virginicus - Spartina spartinae Woodland","Sporobolus virginicus",1
"MB1.a2.Ua.3.a","CEGL003506",898993,687339,"Association","","Conocarpus erectus / Sporobolus virginicus - Spartina spartinae Woodland","Borrichia arborescens",0
"MB1.a2.Ua.3.a","CEGL003506",898993,687339,"Association","","Conocarpus erectus / Sporobolus virginicus - Spartina spartinae Woodland","Borrichia frutescens",0
"MB1.a2.Ua.3.a","CEGL003506",898993,687339,"Association","","Conocarpus erectus / Sporobolus virginicus - Spartina spartinae Woodland","Eustoma exaltatum",0
"MB1.a2.Ua.3.a","CEGL003506",898993,687339,"Association","","Conocarpus erectus / Sporobolus virginicus - Spartina spartinae Woodland","Panicum virgatum",0
"MB1.a2.Ua.3.a","CEGL003506",898993,687339,"Association","","Conocarpus erectus / Sporobolus virginicus - Spartina spartinae Woodland","Sarcocornia pacifica",0
"MB1.a2.Ua.3.a","CEGL003506",898993,687339,"Association","","Conocarpus erectus / Sporobolus virginicus - Spartina spartinae Woodland","Sporobolus pyramidatus",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Conocarpus erectus",1
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Acrostichum aureum",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Acrostichum danaeifolium",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Baccharis halimifolia",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Batis maritima",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Borrichia frutescens",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Cladium mariscus",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Cladium mariscus ssp. jamaicense",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Eleocharis cellulosa",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Fimbristylis spadicea",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Laguncularia racemosa",0
"MB1.a2.Ua.3.a","CEGL007600",898993,688074,"Association","","Conocarpus erectus Forest","Schoenoplectus americanus",0
"MB1.a2.Ua.3.a","CEGL007063",898959,685458,"Association","","Laguncularia racemosa Basin Forest","Laguncularia racemosa",1
"MB1.a2.Ua.3.a","CEGL007063",898959,685458,"Association","","Laguncularia racemosa Basin Forest","Cephalanthus occidentalis",0
"MB1.a2.Ua.3.a","CEGL007063",898959,685458,"Association","","Laguncularia racemosa Basin Forest","Conocarpus erectus",0
"MB1.a2.Ua.3.a","CEGL007067",898959,688005,"Association","","Rhizophora mangle - (Avicennia germinans, Laguncularia racemosa) / Acrostichum spp. Forest","Avicennia germinans",1
"MB1.a2.Ua.3.a","CEGL007067",898959,688005,"Association","","Rhizophora mangle - (Avicennia germinans, Laguncularia racemosa) / Acrostichum spp. Forest","Laguncularia racemosa",1
"MB1.a2.Ua.3.a","CEGL007067",898959,688005,"Association","","Rhizophora mangle - (Avicennia germinans, Laguncularia racemosa) / Acrostichum spp. Forest","Rhizophora mangle",1
"MB1.a2.Ua.3.a","CEGL007066",899312,685926,"Association","Riverine Mangrove Forest","Rhizophora mangle - (Avicennia germinans, Laguncularia racemosa) Riverine Forest","Avicennia germinans",1
"MB1.a2.Ua.3.a","CEGL007066",899312,685926,"Association","Riverine Mangrove Forest","Rhizophora mangle - (Avicennia germinans, Laguncularia racemosa) Riverine Forest","Laguncularia racemosa",1
"MB1.a2.Ua.3.a","CEGL007066",899312,685926,"Association","Riverine Mangrove Forest","Rhizophora mangle - (Avicennia germinans, Laguncularia racemosa) Riverine Forest","Rhizophora mangle",1
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Avicennia germinans",1
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Conocarpus erectus",1
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Jacquinia keyensis",1
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Laguncularia racemosa",1
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Rhizophora mangle",1
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Cladium mariscus",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Cladium mariscus ssp. jamaicense",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Encyclia tampensis",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Ipomoea violacea",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Lycium carolinianum",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Rhabdadenia biflora",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Sideroxylon celastrinum",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Tillandsia balbisiana",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Tillandsia bartramii",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Tillandsia fasciculata",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Tillandsia flexuosa",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Tillandsia paucifolia",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Tillandsia utriculata",0
"MB1.a2.Ua.3.a","CEGL007053",898959,689985,"Association","","Rhizophora mangle - Laguncularia racemosa - Avicennia germinans - Conocarpus erectus / Jacquinia keyensis Forest","Vanilla barbellata",0
"MB1.a2.Ua.3.a","CEGL004764",899312,685072,"Association","Red Mangrove Fringe Forest","Rhizophora mangle Fringe Forest","Rhizophora mangle",1
"MB1.a2.Ua.3.a","CEGL004764",899312,685072,"Association","Red Mangrove Fringe Forest","Rhizophora mangle Fringe Forest","Avicennia germinans",0
"MB1.a2.Ua.3.a","CEGL004764",899312,685072,"Association","Red Mangrove Fringe Forest","Rhizophora mangle Fringe Forest","Laguncularia racemosa",0
"MB1.a2.Ua.3.a","CEGL007603",899312,684640,"Association","","Rhizophora mangle Medium Island Forest","Rhizophora mangle",1
"MB1.a2.Ua.3.a","CEGL004765",899312,683224,"Association","Overwash Island Red Mangrove Forest","Rhizophora mangle Overwash Island Forest","Rhizophora mangle",1
"MB1.a2.Ua.3.a","CEGL003803",899312,689888,"Association","Florida Keys Red Mangrove Scrub","Rhizophora mangle Scrub","Rhizophora mangle",1
"MB1.a2.Ua.3.a","CEGL003803",899312,689888,"Association","Florida Keys Red Mangrove Scrub","Rhizophora mangle Scrub","Avicennia germinans",0
"MB1.a2.Ua.3.a","CEGL003803",899312,689888,"Association","Florida Keys Red Mangrove Scrub","Rhizophora mangle Scrub","Cladium mariscus",0
"MB1.a2.Ua.3.a","CEGL003803",899312,689888,"Association","Florida Keys Red Mangrove Scrub","Rhizophora mangle Scrub","Cladium mariscus ssp. jamaicense",0
"MB1.a2.Ua.3.a","CEGL003803",899312,689888,"Association","Florida Keys Red Mangrove Scrub","Rhizophora mangle Scrub","Sarcocornia pacifica",0
"MB1.a2.Wa.1.a","CEGL008119",1285854,858734,"Association","","Bruguiera sexangula Forest","Bruguiera sexangula",1
"MB1.a3.Ed.1.a","CEGL004899",1269138,688025,"Association","Leatherfern Tidal Salt Flat","Acrostichum aureum - (Acrostichum danaeifolium) Tidal Salt Flat","Acrostichum aureum",1
"MB1.a3.Ed.1.a","CEGL004899",1269138,688025,"Association","Leatherfern Tidal Salt Flat","Acrostichum aureum - (Acrostichum danaeifolium) Tidal Salt Flat","Acrostichum danaeifolium",1
"MB1.a3.Na.1.a","CEGL007757",1281902,684404,"Association","","Avicennia germinans / Batis maritima Saline Shrubland","Avicennia germinans",1
"MB1.a3.Na.1.a","CEGL007757",1281902,684404,"Association","","Avicennia germinans / Batis maritima Saline Shrubland","Batis maritima",1
"MB1.a3.Na.1.a","CEGL007757",1281902,684404,"Association","","Avicennia germinans / Batis maritima Saline Shrubland","Borrichia frutescens",0
"MB1.a3.Na.1.a","CEGL003801",1176975,685825,"Association","Black Mangrove Shrubland","Avicennia germinans / Spartina alterniflora Saline Shrubland","Avicennia germinans",1
"MB1.a3.Na.1.a","CEGL003801",1176975,685825,"Association","Black Mangrove Shrubland","Avicennia germinans / Spartina alterniflora Saline Shrubland","Spartina alterniflora",1
"MB1.a3.Na.1.a","CEGL003801",1176975,685825,"Association","Black Mangrove Shrubland","Avicennia germinans / Spartina alterniflora Saline Shrubland","Batis maritima",0
"MB1.a3.Na.1.a","CEGL003801",1176975,685825,"Association","Black Mangrove Shrubland","Avicennia germinans / Spartina alterniflora Saline Shrubland","Borrichia frutescens",0
"MB1.a3.Na.1.a","CEGL003801",1176975,685825,"Association","Black Mangrove Shrubland","Avicennia germinans / Spartina alterniflora Saline Shrubland","Distichlis spicata",0
"MB1.a3.Na.1.a","CEGL003801",1176975,685825,"Association","Black Mangrove Shrubland","Avicennia germinans / Spartina alterniflora Saline Shrubland","Iva frutescens",0
"MB1.a3.Na.1.a","CEGL003801",1176975,685825,"Association","Black Mangrove Shrubland","Avicennia germinans / Spartina alterniflora Saline Shrubland","Salicornia depressa",0
"MB1.a3.Na.1.a","CEGL003801",1176975,685825,"Association","Black Mangrove Shrubland","Avicennia germinans / Spartina alterniflora Saline Shrubland","Salicornia virginica",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Baccharis halimifolia",1
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Ilex vomitoria",1
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Iva frutescens",1
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Morella cerifera",1
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Baccharis angustifolia",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Borrichia frutescens",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Fimbristylis castanea",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Iva frutescens ssp. frutescens",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Juniperus virginiana",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Juniperus virginiana var. silicicola",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Limonium carolinianum",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Lycium carolinianum",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Myrica cerifera",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Solidago sempervirens",0
"MB1.a3.Na.1.a","CEGL003920",1281876,685427,"Association","Coastal Salt Shrub Thicket","Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Saline Shrubland","Yucca gloriosa",0
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Batis maritima",1
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Sarcocornia pacifica",1
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Blutaparon vermiculare",0
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Borrichia frutescens",0
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Lycium carolinianum",0
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Sesuvium portulacastrum",0
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Spartina spartinae",0
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Sporobolus virginicus",0
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Suaeda conferta",0
"MB1.a3.Na.1.a","CEGL003956",1281874,686230,"Association","","Batis maritima - Sarcocornia pacifica Saline Dwarf-shrubland","Suaeda linearis",0
"MB1.a3.Na.1.a","CEGL003923",1281876,687914,"Association","","Borrichia arborescens Saline Shrubland","Borrichia arborescens",1
"MB1.a3.Na.1.a","CEGL003924",1281876,687750,"Association","Seaside-tansy Tidal Shrub Flat","Borrichia frutescens / (Spartina patens, Juncus roemerianus) Saline Shrubland","Borrichia frutescens",1
"MB1.a3.Na.1.a","CEGL003924",1281876,687750,"Association","Seaside-tansy Tidal Shrub Flat","Borrichia frutescens / (Spartina patens, Juncus roemerianus) Saline Shrubland","Juncus roemerianus",1
"MB1.a3.Na.1.a","CEGL003924",1281876,687750,"Association","Seaside-tansy Tidal Shrub Flat","Borrichia frutescens / (Spartina patens, Juncus roemerianus) Saline Shrubland","Spartina patens",1
"MB1.a3.Na.1.a","CEGL003924",1281876,687750,"Association","Seaside-tansy Tidal Shrub Flat","Borrichia frutescens / (Spartina patens, Juncus roemerianus) Saline Shrubland","Batis maritima",0
"MB1.a3.Na.1.a","CEGL003924",1281876,687750,"Association","Seaside-tansy Tidal Shrub Flat","Borrichia frutescens / (Spartina patens, Juncus roemerianus) Saline Shrubland","Bolboschoenus robustus",0
"MB1.a3.Na.1.a","CEGL003924",1281876,687750,"Association","Seaside-tansy Tidal Shrub Flat","Borrichia frutescens / (Spartina patens, Juncus roemerianus) Saline Shrubland","Distichlis spicata",0
