"ELEMENT_GLOBAL_ID","LINKAGE","SUBNATION_ID","stateCode","stateName","stateName2","stateRank","REL_STD_TO_NONSTD_CD","REL_NONSTD_TO_STD_CD","CONFIDENCEDESC","crosswalkNote"
687410,"3 none",59,"","[not crosswalked]","n/a","SNA","","","",""
1302632,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
878775,"3 none",42,"","[not crosswalked]","n/a","SNR","","","",""
1159111,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
907585,"3 none",58,"","[not crosswalked]","n/a","SNR","","","",""
860696,"3 none",44,"","[not crosswalked]","n/a","SNR","","","",""
688189,"3 none",11,"","[not crosswalked]","n/a","SNA","","","",""
835948,"3 none",61,"","[not crosswalked]","n/a","SNR","","","",""
871069,"3 none",24,"","[not crosswalked]","n/a","SNR","","","",""
860641,"3 none",383,"","[not crosswalked]","n/a","SNR","","","",""
899023,"3 none",12,"","[not crosswalked]","n/a","SNA","","","",""
1159109,"3 none",24,"","[not crosswalked]","n/a","SNR","","","",""
972137,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
684776,"3 none",35,"","[Present]","n/a","SNA","","","",""
860839,"3 none",62,"","[not crosswalked]","n/a","SNR","","","",""
1269132,"3 none",72,"","[not crosswalked]","n/a","SNR","","","",""
1302523,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
899497,"3 none",25,"","[not crosswalked]","n/a","SNR","","","",""
686709,"3 none",63,"","[not crosswalked]","n/a","SNR","","","",""
871240,"3 none",14,"","[not crosswalked]","n/a","SNR","","","",""
899881,"3 none",69,"","[not crosswalked]","n/a","SNR","","","",""
877318,"3 none",63,"","[not crosswalked]","n/a","SNR","","","",""
687722,"3 none",29,"","[not crosswalked]","n/a","SNA","","","",""
948485,"3 none",9,"","[not crosswalked]","n/a","SNR","","","",""
900115,"3 none",53,"","[not crosswalked]","n/a","SNR","","","",""
899753,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
948011,"3 none",44,"","[not crosswalked]","n/a","SNR","","","",""
860604,"3 none",10,"","[not crosswalked]","n/a","SNR","","","",""
877354,"3 none",9,"","[not crosswalked]","n/a","SNR","","","",""
833287,"3 none",55,"","[not crosswalked]","n/a","SNR","","","",""
688942,"3 none",39,"","[not crosswalked]","n/a","S5","","","",""
1345193,"3 none",55,"","[not crosswalked]","n/a","SNA","","","",""
689582,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
688942,"3 none",6,"","[not crosswalked]","n/a","S4","","","",""
688367,"3 none",52,"","[not crosswalked]","n/a","S2S4","","","",""
899684,"3 none",14,"","[not crosswalked]","n/a","SNR","","","",""
833244,"3 none",30,"","[not crosswalked]","n/a","SNR","","","",""
686382,"3 none",7,"","[not crosswalked]","n/a","SNA","","","",""
899588,"3 none",36,"","[not crosswalked]","n/a","SNR","","","",""
686164,"3 none",52,"","[not crosswalked]","n/a","S3?","","","",""
860526,"3 none",19,"","[not crosswalked]","n/a","SNR","","","",""
900073,"3 none",61,"","[not crosswalked]","n/a","SNR","","","",""
899942,"3 none",44,"","[not crosswalked]","n/a","SNR","","","",""
685146,"3 none",28,"","[Present]","n/a","SNA","","","",""
878975,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
898986,"3 none",12,"","[not crosswalked]","n/a","SNR","","","",""
860694,"3 none",60,"","[not crosswalked]","n/a","SNR","","","",""
837757,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
931854,"3 none",26,"","[not crosswalked]","n/a","SNR","","","",""
684591,"3 none",14,"","[not crosswalked]","n/a","SNA","","","",""
686527,"3 none",26,"","[not crosswalked]","n/a","SNR","","","",""
686761,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
684082,"3 none",69,"","[not crosswalked]","n/a","SNA","","","",""
838433,"3 none",80,"","[not crosswalked]","n/a","SNR","","","",""
1225584,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
687617,"3 none",1,"","[not crosswalked]","n/a","SNR","","","",""
1225195,"3 none",1,"","[not crosswalked]","n/a","SNR","","","",""
1277790,"3 none",40,"","[not crosswalked]","n/a","SNA","","","",""
1159121,"3 none",20,"","[not crosswalked]","n/a","SNR","","","",""
1146910,"3 none",29,"","[not crosswalked]","n/a","SNR","","","",""
687745,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
899170,"3 none",56,"","[not crosswalked]","n/a","SNR","","","",""
689538,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
900116,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
907223,"3 none",17,"","[not crosswalked]","n/a","SNA","","","",""
899314,"3 none",82,"","[not crosswalked]","n/a","SNA","","","",""
687251,"3 none",52,"","[not crosswalked]","n/a","S3S4","","","",""
1270934,"3 none",6,"","[not crosswalked]","n/a","SNR","","","",""
688761,"3 none",39,"","[not crosswalked]","n/a","S3S4","","","",""
686672,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
1279626,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
690032,"3 none",39,"","[not crosswalked]","n/a","SNR","","","",""
684348,"3 none",2,"","[not crosswalked]","n/a","SNA","","","",""
689612,"3 none",38,"","[not crosswalked]","n/a","SNR","","","",""
688798,"3 none",80,"","[not crosswalked]","n/a","SNR","","","",""
899390,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
1041632,"3 none",227,"","[not crosswalked]","n/a","SNR","","","",""
686627,"3 none",7,"","[not crosswalked]","n/a","S2?","","","",""
899456,"3 none",61,"","[not crosswalked]","n/a","SNA","","","",""
899686,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
683469,"3 none",379,"","[not crosswalked]","n/a","SNA","","","",""
833283,"3 none",38,"","[not crosswalked]","n/a","SNR","","","",""
1042153,"3 none",91,"","[not crosswalked]","n/a","SNA","","","",""
688400,"3 none",22,"","[not crosswalked]","n/a","SNR","","","",""
1275229,"3 none",35,"","[not crosswalked]","n/a","SNA","","","",""
685892,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
684130,"3 none",4,"","[not crosswalked]","n/a","SNR","","","",""
833240,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
899827,"3 none",33,"","[not crosswalked]","n/a","SNR","","","",""
860504,"3 none",6,"","[not crosswalked]","n/a","SNR","","","",""
942428,"3 none",44,"","[not crosswalked]","n/a","SNR","","","",""
1302632,"3 none",82,"","[not crosswalked]","n/a","SNR","","","",""
835830,"3 none",62,"","[not crosswalked]","n/a","SNR","","","",""
932908,"3 none",61,"","[not crosswalked]","n/a","SNR","","","",""
689454,"3 none",22,"","[not crosswalked]","n/a","SNA","","","",""
939247,"3 none",38,"","[not crosswalked]","n/a","SNA","","","",""
899531,"3 none",12,"","[not crosswalked]","n/a","SNR","","","",""
860685,"3 none",16,"","[not crosswalked]","n/a","SNR","","","",""
1150931,"3 none",68,"","[not crosswalked]","n/a","SNR","","","",""
942445,"3 none",61,"","[not crosswalked]","n/a","SNR","","","",""
859991,"3 none",34,"","[not crosswalked]","n/a","SNA","","","",""
728663,"3 none",33,"","[not crosswalked]","n/a","SNR","","","",""
899046,"3 none",53,"","[not crosswalked]","n/a","SNR","","","",""
1361915,"3 none",36,"","[not crosswalked]","n/a","SNA","","","",""
687511,"3 none",6,"","[not crosswalked]","n/a","S3?","","","",""
686789,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
685077,"3 none",43,"","[not crosswalked]","n/a","SNA","","","",""
899849,"3 none",8,"","[not crosswalked]","n/a","SNR","","","",""
899356,"3 none",48,"","[not crosswalked]","n/a","SNA","","","",""
689184,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
899307,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
1179665,"3 none",38,"","[not crosswalked]","n/a","SNR","","","",""
866624,"3 none",14,"","[not crosswalked]","n/a","SNA","","","",""
1278501,"3 none",49,"","[not crosswalked]","n/a","SNR","","","",""
899122,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
769594,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
687235,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
935251,"3 none",4,"","[not crosswalked]","n/a","SNA","","","",""
1159167,"3 none",63,"","[not crosswalked]","n/a","SNA","","","",""
686777,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
899684,"3 none",11,"","[not crosswalked]","n/a","SNR","","","",""
933367,"3 none",82,"","[not crosswalked]","n/a","SNA","","","",""
899521,"3 none",11,"","[not crosswalked]","n/a","SNR","","","",""
737599,"3 none",6,"","[not crosswalked]","n/a","SNA","","","",""
1159129,"3 none",11,"","[not crosswalked]","n/a","SNR","","","",""
683740,"3 none",17,"","[not crosswalked]","n/a","SNA","","","",""
877688,"3 none",4,"","[not crosswalked]","n/a","SNR","","","",""
860604,"3 none",9,"","[not crosswalked]","n/a","SNR","","","",""
877354,"3 none",37,"","[not crosswalked]","n/a","SNR","","","",""
1344237,"3 none",1,"","[not crosswalked]","n/a","SNR","","","",""
690006,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
900054,"3 none",37,"","[not crosswalked]","n/a","SNR","","","",""
900114,"3 none",45,"","[not crosswalked]","n/a","SNR","","","",""
686108,"3 none",377,"","[not crosswalked]","n/a","SNA","","","",""
899597,"3 none",22,"","[not crosswalked]","n/a","SNR","","","",""
806376,"3 none",379,"","[not crosswalked]","n/a","SNR","","","",""
899964,"3 none",45,"","[not crosswalked]","n/a","SNR","","","",""
899888,"3 none",29,"","[not crosswalked]","n/a","SNR","","","",""
941848,"3 none",8,"","[not crosswalked]","n/a","SNR","","","",""
827827,"3 none",39,"","[not crosswalked]","n/a","SNR","","","",""
1344246,"3 none",61,"","[not crosswalked]","n/a","SNA","","","",""
769486,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
894143,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
899641,"3 none",56,"","[not crosswalked]","n/a","SNR","","","",""
899693,"3 none",34,"","[not crosswalked]","n/a","SNR","","","",""
1094002,"3 none",69,"","[not crosswalked]","n/a","SNR","","","",""
769233,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
1041690,"3 none",69,"","[not crosswalked]","n/a","SNA","","","",""
899673,"3 none",8,"","[not crosswalked]","n/a","SNR","","","",""
899134,"3 none",60,"","[not crosswalked]","n/a","SNA","","","",""
833285,"3 none",32,"","[not crosswalked]","n/a","SNR","","","",""
1225590,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
857017,"3 none",20,"","[not crosswalked]","n/a","SNR","","","",""
848861,"3 none",33,"","[not crosswalked]","n/a","SNR","","","",""
1238797,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
1042070,"3 none",69,"","[not crosswalked]","n/a","SNA","","","",""
801776,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
943954,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
1041965,"3 none",65,"","[not crosswalked]","n/a","SNR","","","",""
689019,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
899877,"3 none",62,"","[not crosswalked]","n/a","SNR","","","",""
683570,"3 none",70,"","[not crosswalked]","n/a","SNA","","","",""
1159115,"3 none",55,"","[not crosswalked]","n/a","SNR","","","",""
860526,"3 none",22,"","[not crosswalked]","n/a","SNR","","","",""
860466,"3 none",33,"","[not crosswalked]","n/a","SNR","","","",""
688652,"3 none",58,"","[not crosswalked]","n/a","SNA","","","",""
899321,"3 none",44,"","[not crosswalked]","n/a","SNA","","","",""
856728,"3 none",377,"","[not crosswalked]","n/a","SNR","","","",""
899036,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
1256086,"3 none",55,"","[not crosswalked]","n/a","SNR","","","",""
686005,"3 none",18,"","[not crosswalked]","n/a","SNR","","","",""
1146912,"3 none",42,"","[not crosswalked]","n/a","SNR","","","",""
1353056,"3 none",29,"","[not crosswalked]","n/a","SNR","","","",""
684630,"3 none",2,"","[not crosswalked]","n/a","SNA","","","",""
1270986,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
899625,"3 none",48,"","[not crosswalked]","n/a","SNR","","","",""
899687,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
860473,"3 none",49,"","[not crosswalked]","n/a","SNA","","","",""
1285408,"3 none",21,"","[not crosswalked]","n/a","SNR","","","",""
1176975,"3 none",82,"","[not crosswalked]","n/a","SNR","","","",""
689720,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
1146928,"3 none",28,"","[not crosswalked]","n/a","SNR","","","",""
899552,"3 none",22,"","[not crosswalked]","n/a","SNR","","","",""
684734,"3 none",59,"","[not crosswalked]","n/a","SNA","","","",""
685892,"3 none",39,"","[not crosswalked]","n/a","S2","","","",""
689215,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
971573,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
686134,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
786248,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
899509,"3 none",56,"","[not crosswalked]","n/a","SNR","","","",""
685692,"3 none",51,"","[not crosswalked]","n/a","SNA","","","",""
959215,"3 none",52,"","[not crosswalked]","n/a","S4?","","","",""
686533,"3 none",66,"","[not crosswalked]","n/a","SNA","","","",""
683195,"3 none",39,"","[not crosswalked]","n/a","S5","","","",""
971941,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
860501,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
689623,"3 none",45,"","[not crosswalked]","n/a","SNR","","","",""
898993,"3 none",12,"","[not crosswalked]","n/a","SNR","","","",""
684178,"3 none",39,"","[not crosswalked]","n/a","SNR","","","",""
856756,"3 none",21,"","[not crosswalked]","n/a","SNR","","","",""
1277565,"3 none",44,"","[not crosswalked]","n/a","SNA","","","",""
685984,"3 none",44,"","[not crosswalked]","n/a","S1","","","",""
856717,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
684327,"3 none",52,"","[not crosswalked]","n/a","S4S5","","","",""
899826,"3 none",33,"","[not crosswalked]","n/a","SNR","","","",""
899011,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
900118,"3 none",48,"","[not crosswalked]","n/a","SNA","","","",""
684368,"3 none",6,"","[not crosswalked]","n/a","S3","","","",""
932236,"3 none",34,"","[not crosswalked]","n/a","SNR","","","",""
833240,"3 none",14,"","[not crosswalked]","n/a","SNR","","","",""
841935,"3 none",38,"","[not crosswalked]","n/a","SNR","","","",""
899761,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
900015,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
887169,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
684439,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
688021,"3 none",6,"","[not crosswalked]","n/a","S4","","","",""
860501,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
879239,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
972037,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
685279,"3 none",6,"","[not crosswalked]","n/a","S2","","","",""
933897,"3 none",63,"","[not crosswalked]","n/a","SNA","","","",""
948589,"3 none",91,"","[not crosswalked]","n/a","SNR","","","",""
899698,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
835329,"3 none",39,"","[not crosswalked]","n/a","SNR","","","",""
791624,"3 none",9,"","[not crosswalked]","n/a","SNA","","","",""
689577,"3 none",63,"","[not crosswalked]","n/a","SNR","","","",""
688107,"3 none",92,"","[not crosswalked]","n/a","SNA","","","",""
899746,"3 none",42,"","[not crosswalked]","n/a","SNR","","","",""
860693,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
689335,"3 none",49,"","[Present]","n/a","SNR","","","",""
1375143,"3 none",41,"","[not crosswalked]","n/a","SNA","","","",""
899756,"3 none",49,"","[not crosswalked]","n/a","SNR","","","",""
1315503,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
899804,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
1345194,"3 none",34,"","[not crosswalked]","n/a","SNA","","","",""
899648,"3 none",49,"","[not crosswalked]","n/a","SNR","","","",""
690077,"3 none",39,"","[not crosswalked]","n/a","S3S4","","","",""
683769,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
893248,"3 none",69,"","[not crosswalked]","n/a","SNR","","","",""
1238789,"3 none",44,"","[not crosswalked]","n/a","SNR","","","",""
860656,"3 none",227,"","[not crosswalked]","n/a","SNR","","","",""
879104,"3 none",45,"","[not crosswalked]","n/a","SNR","","","",""
1279628,"3 none",9,"","[not crosswalked]","n/a","SNR","","","",""
685044,"3 none",42,"","[not crosswalked]","n/a","SNA","","","",""
1279624,"3 none",19,"","[not crosswalked]","n/a","SNR","","","",""
899173,"3 none",7,"","[not crosswalked]","n/a","SNA","","","",""
1279634,"3 none",50,"","[not crosswalked]","n/a","SNR","","","",""
899587,"3 none",8,"","[not crosswalked]","n/a","SNR","","","",""
899390,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
684246,"3 none",39,"","[not crosswalked]","n/a","S4","","","",""
860585,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
899353,"3 none",26,"","[not crosswalked]","n/a","SNA","","","",""
899498,"3 none",9,"","[not crosswalked]","n/a","SNR","","","",""
1345193,"3 none",24,"","[not crosswalked]","n/a","SNA","","","",""
687728,"3 none",7,"","[not crosswalked]","n/a","S4?","","","",""
729658,"3 none",33,"","[not crosswalked]","n/a","SNR","","","",""
687618,"3 none",38,"","[not crosswalked]","n/a","SNR","","","",""
870954,"3 none",11,"","[not crosswalked]","n/a","SNR","","","",""
1151269,"3 none",14,"","[not crosswalked]","n/a","SNR","","","",""
899327,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
688158,"3 none",32,"","[not crosswalked]","n/a","SNA","","","",""
800164,"3 none",45,"","[not crosswalked]","n/a","SNR","","","",""
684037,"3 none",51,"","[not crosswalked]","n/a","SNA","","","",""
1302660,"3 none",4,"","[not crosswalked]","n/a","SNA","","","",""
849347,"3 none",53,"","[not crosswalked]","n/a","SNA","","","",""
1268579,"3 none",16,"","[not crosswalked]","n/a","SNR","","","",""
907407,"3 none",377,"","[not crosswalked]","n/a","SNR","","","",""
806343,"3 none",39,"","[not crosswalked]","n/a","SNA","","","",""
685270,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
687663,"3 none",34,"","[not crosswalked]","n/a","SNR","","","",""
685312,"3 none",34,"","[not crosswalked]","n/a","SNA","","","",""
860485,"3 none",60,"","[not crosswalked]","n/a","SNR","","","",""
860590,"3 none",56,"","[not crosswalked]","n/a","SNR","","","",""
1041546,"3 none",1,"","[not crosswalked]","n/a","SNR","","","",""
688678,"3 none",61,"","[not crosswalked]","n/a","SNR","","","",""
1353056,"3 none",67,"","[not crosswalked]","n/a","SNR","","","",""
789543,"3 none",42,"","[not crosswalked]","n/a","SNA","","","",""
1171247,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
686740,"3 none",33,"","[not crosswalked]","n/a","SNA","","","",""
900068,"3 none",11,"","[not crosswalked]","n/a","SNR","","","",""
1352338,"3 none",43,"","[not crosswalked]","n/a","SNR","","","",""
899899,"3 none",44,"","[not crosswalked]","n/a","SNA","","","",""
931839,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
838402,"3 none",12,"","[not crosswalked]","n/a","SNR","","","",""
685615,"3 none",43,"","[not crosswalked]","n/a","SNR","","","",""
899008,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
685312,"3 none",32,"","[not crosswalked]","n/a","SNA","","","",""
860499,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
1268555,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
900121,"3 none",33,"","[not crosswalked]","n/a","SNR","","","",""
1222783,"3 none",44,"","[not crosswalked]","n/a","SNA","","","",""
837334,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
860783,"3 none",1,"","[not crosswalked]","n/a","SNR","","","",""
689467,"3 none",7,"","[not crosswalked]","n/a","SNA","","","",""
902981,"3 none",29,"","[not crosswalked]","n/a","SNA","","","",""
860512,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
683981,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
870256,"3 none",14,"","[not crosswalked]","n/a","SNR","","","",""
1013684,"3 none",35,"","[not crosswalked]","n/a","SNA","","","",""
899805,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
860604,"3 none",32,"","[not crosswalked]","n/a","SNR","","","",""
1281864,"3 none",12,"","[not crosswalked]","n/a","SNR","","","",""
730795,"3 none",33,"","[not crosswalked]","n/a","SNR","","","",""
836893,"3 none",61,"","[not crosswalked]","n/a","SNA","","","",""
899384,"3 none",4,"","[not crosswalked]","n/a","SNR","","","",""
907535,"3 none",19,"","[not crosswalked]","n/a","SNR","","","",""
836772,"3 none",45,"","[not crosswalked]","n/a","SNR","","","",""
1041080,"3 none",93,"","[not crosswalked]","n/a","SNR","","","",""
1302630,"3 none",62,"","[not crosswalked]","n/a","SNR","","","",""
1159097,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
683409,"3 none",7,"","[not crosswalked]","n/a","SNA","","","",""
683464,"3 none",39,"","[not crosswalked]","n/a","SNR","","","",""
1233786,"3 none",30,"","[not crosswalked]","n/a","SNR","","","",""
899410,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
689280,"3 none",379,"","[not crosswalked]","n/a","SNR","","","",""
1270970,"3 none",8,"","[not crosswalked]","n/a","SNR","","","",""
686466,"3 none",38,"","[not crosswalked]","n/a","SNR","","","",""
689170,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
860473,"3 none",10,"","[not crosswalked]","n/a","SNA","","","",""
959597,"3 none",45,"","[not crosswalked]","n/a","SNA","","","",""
1176975,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
860501,"3 none",69,"","[not crosswalked]","n/a","SNR","","","",""
1150937,"3 none",26,"","[not crosswalked]","n/a","SNR","","","",""
687044,"3 none",8,"","[not crosswalked]","n/a","SNA","","","",""
899664,"3 none",7,"","[not crosswalked]","n/a","SNA","","","",""
1159167,"3 none",47,"","[not crosswalked]","n/a","SNR","","","",""
683121,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
955170,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
1302640,"3 none",49,"","[not crosswalked]","n/a","SNA","","","",""
683739,"3 none",49,"","[Present]","n/a","SNR","","","",""
689859,"3 none",82,"","[not crosswalked]","n/a","SNR","","","",""
899674,"3 none",6,"","[not crosswalked]","n/a","SNA","","","",""
894270,"3 none",61,"","[not crosswalked]","n/a","SNR","","","",""
900053,"3 none",8,"","[not crosswalked]","n/a","SNR","","","",""
688429,"3 none",61,"","[not crosswalked]","n/a","SNR","","","",""
794996,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
969564,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
899052,"3 none",39,"","[not crosswalked]","n/a","SNR","","","",""
1159137,"3 none",11,"","[not crosswalked]","n/a","SNR","","","",""
688219,"3 none",7,"","[not crosswalked]","n/a","S2?","","","",""
686591,"3 none",6,"","[not crosswalked]","n/a","SNR","","","",""
899899,"3 none",51,"","[not crosswalked]","n/a","SNA","","","",""
860744,"3 none",60,"","[not crosswalked]","n/a","SNR","","","",""
899216,"3 none",44,"","[not crosswalked]","n/a","SNR","","","",""
860569,"3 none",43,"","[not crosswalked]","n/a","SNR","","","",""
840630,"3 none",6,"","[not crosswalked]","n/a","SNR","","","",""
873846,"3 none",44,"","[not crosswalked]","n/a","SNA","","","",""
1302654,"3 none",26,"","[not crosswalked]","n/a","SNA","","","",""
689938,"3 none",53,"","[not crosswalked]","n/a","SNA","","","",""
857182,"3 none",60,"","[not crosswalked]","n/a","SNR","","","",""
688130,"3 none",39,"","[not crosswalked]","n/a","S4","","","",""
900101,"3 none",8,"","[not crosswalked]","n/a","SNR","","","",""
1344244,"3 none",69,"","[not crosswalked]","n/a","SNR","","","",""
900114,"3 none",47,"","[not crosswalked]","n/a","SNR","","","",""
860473,"3 none",43,"","[not crosswalked]","n/a","SNA","","","",""
926862,"3 none",62,"","[not crosswalked]","n/a","SNR","","","",""
1044262,"3 none",1,"","[not crosswalked]","n/a","SNR","","","",""
878639,"3 none",14,"","[not crosswalked]","n/a","SNR","","","",""
836926,"3 none",39,"","[not crosswalked]","n/a","SNR","","","",""
899083,"3 none",8,"","[not crosswalked]","n/a","SNR","","","",""
1093904,"3 none",26,"","[not crosswalked]","n/a","SNR","","","",""
1041901,"3 none",227,"","[not crosswalked]","n/a","SNR","","","",""
684803,"3 none",52,"","[not crosswalked]","n/a","SNA","","","",""
1344278,"3 none",93,"","[not crosswalked]","n/a","SNR","","","",""
838855,"3 none",2,"","[not crosswalked]","n/a","SNR","","","",""
835887,"3 none",18,"","[not crosswalked]","n/a","SNR","","","",""
689056,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
1041701,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
687583,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
793483,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
899113,"3 none",18,"","[not crosswalked]","n/a","SNR","","","",""
1283090,"3 none",18,"","[not crosswalked]","n/a","SNR","","","",""
938463,"3 none",26,"","[not crosswalked]","n/a","SNR","","","",""
685223,"3 none",6,"","[not crosswalked]","n/a","SNR","","","",""
899294,"3 none",82,"","[not crosswalked]","n/a","SNR","","","",""
860591,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
769209,"3 none",6,"","[not crosswalked]","n/a","SNA","","","",""
686383,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
899030,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
1345193,"3 none",30,"","[not crosswalked]","n/a","SNA","","","",""
942424,"3 none",61,"","[not crosswalked]","n/a","SNA","","","",""
687076,"3 none",227,"","[not crosswalked]","n/a","SNR","","","",""
690096,"3 none",76,"","[not crosswalked]","n/a","SNR","","","",""
1044259,"3 none",69,"","[not crosswalked]","n/a","SNR","","","",""
836789,"3 none",57,"","[not crosswalked]","n/a","SNR","","","",""
685096,"3 none",36,"","[not crosswalked]","n/a","S1","","","",""
1225169,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
688286,"3 none",39,"","[not crosswalked]","n/a","SU","","","",""
878975,"3 none",34,"","[not crosswalked]","n/a","SNR","","","",""
1222843,"3 none",61,"","[not crosswalked]","n/a","SNA","","","",""
1222849,"3 none",61,"","[not crosswalked]","n/a","SNA","","","",""
685424,"3 none",32,"","[not crosswalked]","n/a","SNA","","","",""
687087,"3 none",49,"","[not crosswalked]","n/a","SNR","","","",""
684552,"3 none",52,"","[not crosswalked]","n/a","SNR","","","",""
838433,"3 none",51,"","[not crosswalked]","n/a","SNR","","","",""
899130,"3 none",8,"","[not crosswalked]","n/a","SNR","","","",""
688568,"3 none",59,"","[not crosswalked]","n/a","SNR","","","",""
899461,"3 none",7,"","[not crosswalked]","n/a","SNR","","","",""
948589,"3 none",62,"","[not crosswalked]","n/a","SNR","","","",""
934901,"3 none",20,"","[not crosswalked]","n/a","SNR","","","",""
1283116,"3 none",60,"","[not crosswalked]","n/a","SNR","","","",""
899893,"3 none",82,"","[not crosswalked]","n/a","SNR","","","",""
887169,"3 none",47,"","[not crosswalked]","n/a","SNR","","","",""
971958,"3 none",40,"","[not crosswalked]","n/a","SNR","","","",""
942435,"3 none",44,"","[not crosswalked]","n/a","SNR","","","",""
858379,"3 none",41,"","[not crosswalked]","n/a","SNR","","","",""
