"ELEMENT_GLOBAL_ID","LINKAGE","SUBNATION_ID","stateCode","stateName","stateName2","stateRank","REL_STD_TO_NONSTD_CD","REL_NONSTD_TO_STD_CD","CONFIDENCEDESC","crosswalkNote"
684707,"2 crosswalk",23,"CPC5000000","Bottomland hardwood forest","Bottomland hardwood forest","S4","F",">","",""
690014,"2 crosswalk",24,"CT2A3A0000","Riverside Rock Outcrop Community","Riverside Rock Outcrop Community","S3","E","=","",""
690014,"2 crosswalk",55,"CT1A1A00VT","Riverside Outcrop","Riverside Outcrop","S3","F",">","Somewhat certain",""
690014,"2 crosswalk",41,"CTEROC0F01","Shoreline outcrop","Shoreline outcrop","S3S4","F",">","Certain",""
690014,"2 crosswalk",37,"CP00000028","Circumneutral riverbank outcrop","Circumneutral riverbank outcrop","S1","E","=","",""
690014,"2 crosswalk",26,"CVCU300000","Bluebell - balsam ragwort shoreline outcrop","Bluebell - balsam ragwort shoreline outcrop","S2","F",">","",""
686351,"2 crosswalk",28,"CEMI0053","Poor Fen","Poor Fen","S3","F",">","",""
686351,"2 crosswalk",67,"CEON000324","FEO1-7 Graminoid Open Poor Fen Type","FEO1-7 Graminoid Open Poor Fen Type","S5","B","<","",""
686351,"2 crosswalk",67,"CEON000108","FEO1-5 Beaked Sedge Graminoid Fen Type","FEO1-5 Beaked Sedge Graminoid Fen Type","S4S5","B","<","",""
686351,"2 crosswalk",67,"CEON000107","FEO1-4 Bog Buckbean Graminoid Fen Type","FEO1-4 Bog Buckbean Graminoid Fen Type","S3S4","B","<","",""
686351,"2 crosswalk",67,"CEON200924","W20 Poor fen: Ericaceous Shrub/Wire Sedge/Sphagnum","W20 Poor fen: Ericaceous Shrub/Wire Sedge/Sphagnum","S5","I","><","","(W20) Description may include both the shrub poor fen (but see W18) and the graminoid poor fen."
686351,"2 crosswalk",29,"CDAAA91BOO","<i>Graminoid Poor Fen (Basin) Type</i>","<i>Graminoid Poor Fen (Basin) Type</i>","S3","E","=","",""
686351,"2 crosswalk",57,"CPHER069WI","Poor fen","Poor fen","S3","F",">","",""
687700,"2 crosswalk",30,"CTEZZ18320","Prairie fen","Prairie fen","S1","E","=","",""
683437,"2 crosswalk",26,"CWCU400000","Black spruce woodland","Black spruce woodland","S3","E","=","",""
793063,"2 crosswalk",62,"CEMBLM2","<i>Hesperostipa curtiseta</i> - <i>Nassella viridula</i> - <i>Pascopyrum smithii</i>","<i>Hesperostipa curtiseta</i> - <i>Nassella viridula</i> - <i>Pascopyrum smithii</i>","SNR","U","?","",""
687642,"2 crosswalk",67,"CEON005172","TAT1-2 White Cedar Dry Treed Limestone Talus Type","TAT1-2 White Cedar Dry Treed Limestone Talus Type","S3","E","=","",""
687642,"2 crosswalk",28,"CEMI0033","Limestone Cliff","Limestone Cliff","S2","F",">","",""
687642,"2 crosswalk",55,"CT2C505000","Oak-Maple Limestone Talus Woodland","Oak-Maple Limestone Talus Woodland","S3","F",">","Certain",""
1176993,"2 crosswalk",37,"CP00000101","Montane sloping fen","Montane sloping fen","S1","B","<","",""
1176993,"2 crosswalk",37,"CP00000105","Montane heath woodland","Montane heath woodland","S2","I","><","",""
873824,"2 crosswalk",4,"XXNCTS.F16","Upland Hydric Oak Forest","Upland Hydric Oak Forest","SNR","F",">","",""
933729,"2 crosswalk",69,"CEQC000764","<i>Pinus strobus - Acer saccharum / Corylus cornuta</i>","<i>Pinus strobus - Acer saccharum / Corylus cornuta</i>","SNR","B","<","",""
933729,"2 crosswalk",69,"CEQC000763","<i>Pinus strobus - Quercus rubra / Diervilla lonicera - Pteridium aquilinum</i>","<i>Pinus strobus - Quercus rubra / Diervilla lonicera - Pteridium aquilinum</i>","SNR","B","<","",""
933729,"2 crosswalk",69,"CEQC000762","<i>Pinus strobus - Acer rubrum - Abies balsamea</i>","<i>Pinus strobus - Acer rubrum - Abies balsamea</i>","SNR","B","<","",""
933729,"2 crosswalk",28,"CEMI0011","Dry-mesic Northern Forest","Dry-mesic Northern Forest","S3","E","=","",""
683281,"2 crosswalk",38,"CPW00000NJ","Freshwater tidal marsh complex","Freshwater tidal marsh complex","S3?","I","><","","12/21: Rel to Nonstd is calculated. lower intertidal flat"
683281,"2 crosswalk",34,"CNP9266058","Tidal Mud Flat","Tidal Mud Flat","S3?","E","=","",""
683281,"2 crosswalk",24,"CE2D00000A","Seagrass Community","Seagrass Community","S3","F",">","",""
683281,"2 crosswalk",41,"CESTIT0I00","Freshwater intertidal mudflats","Freshwater intertidal mudflats","S2","F",">","","2/22: Rel to Nonstd is calculated."
856878,"2 crosswalk",48,"CTCXX00050","Maritime forest","Maritime forest","S2","F",">","Not certain",""
689594,"2 crosswalk",12,"CTH00000FL","Pine rockland","Pine rockland","S1","F",">","",""
690000,"2 crosswalk",12,"CTB0000000","Sandhill","Sandhill","S2","U","?","",""
684730,"2 crosswalk",42,"C053.52000","Appalachian oak forest","Appalachian oak forest","S4","F",">","",""
687891,"2 crosswalk",34,"CNP7693663","Wet Piedmont Longleaf Pine Forest","Wet Piedmont Longleaf Pine Forest","S1","E","=","Somewhat certain",""
687891,"2 crosswalk",48,"CPCXX00040","Pine savanna","Pine savanna","S2","F",">","Not certain",""
932249,"2 crosswalk",12,"CTB0000000","Sandhill","Sandhill","S2","U","?","",""
688099,"2 crosswalk",67,"CECSON2045","Open Sandstone Cliff Ecosite","Open Sandstone Cliff Ecosite","S1","E","=","",""
688099,"2 crosswalk",28,"CEMI0061","Sandstone Lakeshore Cliff","Sandstone Lakeshore Cliff","S2","E","=","",""
688099,"2 crosswalk",57,"CTGEO082WI","Dry cliff","Dry cliff","S4","F",">","","Don't appear to be tracking Great Lakes separately"
685966,"2 crosswalk",30,"CTPRT14120","Dry-mesic loess/glacial till prairie","Dry-mesic loess/glacial till prairie","S1","E","=","","3/26: Rel to Nonstd is calculated."
685966,"2 crosswalk",19,"CTPAB00000","Dry-mesic prairie","Dry-mesic prairie","S1","B","<","","(N) & (S)"
685966,"2 crosswalk",20,"CPRAPRADME","Prairie - dry-mesic","Prairie - dry-mesic","S2","F",">","",""
685966,"2 crosswalk",57,"CTHER072WI","Dry-mesic prairie","Dry-mesic prairie","S2","E","=","",""
685966,"2 crosswalk",28,"CEMI0023","Hillside Prairie","Hillside Prairie","S1","E","=","",""
685966,"2 crosswalk",29,"CCEPE13D00","<i>Dry Hill Prairie (Southern) Type</i>","<i>Dry Hill Prairie (Southern) Type</i>","S2","F",">","",""
685966,"2 crosswalk",42,"C031.13000","Little bluestem prairie","Little bluestem prairie","S2","F",">","",""
900068,"2 crosswalk",24,"CE2A100000","Estuarine intertidal: saline/brackish flats","Estuarine intertidal: saline/brackish flats","S3","U","?","",""
686685,"2 crosswalk",12,"CTLO000000","Limestone outcrop","Limestone outcrop","S2","U","?","",""
683528,"2 crosswalk",23,"CTD2000000","Mixed hardwood-loblolly forest","Mixed hardwood-loblolly forest","S3","F",">","",""
817806,"2 crosswalk",30,"CTWRB12810","Dry-mesic bottomland woodland","Dry-mesic bottomland woodland","S3","B","<","","3/26: Rel to Nonstd is calculated."
817806,"2 crosswalk",30,"CTFRS11410","Dry-mesic sandstone forest","Dry-mesic sandstone forest","S3","I","><","","3/26: Rel to Nonstd is calculated."
817806,"2 crosswalk",30,"CTFRI11610","Dry-mesic igneous forest","Dry-mesic igneous forest","S4","I","><","","3/26: Rel to Nonstd is calculated."
817806,"2 crosswalk",30,"CTFRC11310","Dry-mesic chert forest","Dry-mesic chert forest","S4","I","><","","3/26: Rel to Nonstd is calculated."
817806,"2 crosswalk",30,"CTFRB11710","Dry-mesic bottomland forest","Dry-mesic bottomland forest","S4","B","<","","3/26: Rel to Nonstd is calculated."
899237,"2 crosswalk",24,"CT2A1C0000","Calcareous Rocky Summit/Rock Outcrop Community","Calcareous Rocky Summit/Rock Outcrop Community","S2","B","<","",""
899237,"2 crosswalk",24,"CT2A1B0000","Circumneutral Rocky Summit/Rock Outcrop Community","Circumneutral Rocky Summit/Rock Outcrop Community","S2S3","B","<","",""
683533,"2 crosswalk",24,"CT2B1F0000","Pitch Pine - Scrub Oak Community","Pitch Pine - Scrub Oak Community","S2","F",">","",""
683533,"2 crosswalk",37,"CT0000173a","Pitch pine - scrub oak woodland: Merrimack Valley variant","Pitch pine - scrub oak woodland: Merrimack Valley variant","SNR","E","=","",""
683533,"2 crosswalk",41,"CTERBW0J01","Pitch pine-scrub oak barrens","Pitch pine-scrub oak barrens","S1","U","?","",""
683533,"2 crosswalk",9,"CT053CT","<i>Pinus rigida / Quercus ilicifolia</i> community","<i>Pinus rigida / Quercus ilicifolia</i> community","SNR","I","><","","11/21: Rel to Nonstd is calculated."
683533,"2 crosswalk",9,"CT1A2A00CT","Acidic rocky summit/outcrop","Acidic rocky summit/outcrop","S3S4","I","><","","11/21: Rel to Nonstd is calculated."
683533,"2 crosswalk",47,"CERI000324","Pitch Pine / Scrub Oak Barrens","Pitch Pine / Scrub Oak Barrens","SNR","F",">","",""
683533,"2 crosswalk",37,"CT0000173u","Pitch pine - scrub oak woodland","Pitch pine - scrub oak woodland","S1S2","F",">","",""
688464,"2 crosswalk",41,"CPALFM0E00","Perched swamp white oak swamp","Perched swamp white oak swamp","S1S2","E","=","",""
683412,"2 crosswalk",67,"CEON005141","FES1-01 Sweet Gale Shrub Fen Type","FES1-01 Sweet Gale Shrub Fen Type","S5","I","><","",""
683412,"2 crosswalk",67,"CEON005140","FES1-03 Shrubby Cinquefoil Shrub Fen Type","FES1-03 Shrubby Cinquefoil Shrub Fen Type","S4","E","=","",""
683412,"2 crosswalk",41,"CPALOP0H00","Medium fen","Medium fen","S2S3","F",">","",""
683412,"2 crosswalk",67,"CEON200919","W15 Low shrub shore fen: Leatherleaf-Sweet Gale/Graminoid","W15 Low shrub shore fen: Leatherleaf-Sweet Gale/Graminoid","S5","B","<","",""
683412,"2 crosswalk",29,"CDBPA81B00","<i>Leatherleaf - Sweet Gale Shore Fen Type</i>","<i>Leatherleaf - Sweet Gale Shore Fen Type</i>","S5","E","=","",""
684209,"2 crosswalk",48,"CTMPX00030","Granitic dome","Granitic dome","S3","F",">","",""
684209,"2 crosswalk",34,"CNT3054523","Low Elevation Acidic Glade (Biltmore Sedge Subtype)","Low Elevation Acidic Glade (Biltmore Sedge Subtype)","S2","E","=","Certain",""
777940,"2 crosswalk",61,"C1A9CTHGS3","<i>Tsuga heterophylla - Thuja plicata / Gaultheria shallon</i> Very Wet Maritime","<i>Tsuga heterophylla - Thuja plicata / Gaultheria shallon</i> Very Wet Maritime","S3","U","?","",""
685102,"2 crosswalk",12,"CTA000000","Scrub","Scrub","S2","U","?","",""
686977,"2 crosswalk",34,"CNT2054074","High Elevation Rocky Summit (Little Bluestem Basic Subtype)","High Elevation Rocky Summit (Little Bluestem Basic Subtype)","S1","E","=","Somewhat certain",""
1150953,"2 crosswalk",69,"CEQC000812","<i>Picea rubens - Acer rubrum - Abies balsamea / Nemopanthus mucronatus - Sphagnum sp.</i>","<i>Picea rubens - Acer rubrum - Abies balsamea / Nemopanthus mucronatus - Sphagnum sp.</i>","SNR","B","<","",""
1150953,"2 crosswalk",69,"CEQC000810","<i>Picea rubens - Abies balsamea / Alnus rugosa var. americana - Viburnum cassinoides</i>","<i>Picea rubens - Abies balsamea / Alnus rugosa var. americana - Viburnum cassinoides</i>","SNR","B","<","",""
1150953,"2 crosswalk",69,"CEQC000807","<i>Picea rubens - Abies balsamea / Cornus canadensis</i>","<i>Picea rubens - Abies balsamea / Cornus canadensis</i>","SNR","B","<","",""
1150953,"2 crosswalk",69,"CEQC000805","<i>Picea rubens - Abies balsamea / Pleurozium schreberi</i>","<i>Picea rubens - Abies balsamea / Pleurozium schreberi</i>","SNR","B","<","",""
1150953,"2 crosswalk",69,"CEQC000804","<i>Picea rubens - Betula papyrifera (Abies balsamea) / Cornus canadensisn</i>","<i>Picea rubens - Betula papyrifera (Abies balsamea) / Cornus canadensisn</i>","SNR","B","<","",""
1150953,"2 crosswalk",55,"CT2A200000","Montane Spruce-Fir Forest","Montane Spruce-Fir Forest","S3","E","=","Certain","This VT type is cleanly equivalent to alliance A4443, which resolves the VT type/variant complexity at the association level."
689621,"2 crosswalk",48,"CTSCX00020","Xeric sandhill scrub","Xeric sandhill scrub","S3","F",">","",""
1176999,"2 crosswalk",37,"CT0000202b","Northern hardwood - spruce - fir forest: yellow birch variant","Northern hardwood - spruce - fir forest: yellow birch variant","SNR","E","=","",""
1176999,"2 crosswalk",41,"CTERFC0N00","Spruce-northern hardwood forest","Spruce-northern hardwood forest","S3S4","U","?","",""
1176999,"2 crosswalk",37,"CT0000202u","Northern hardwood - spruce - fir forest","Northern hardwood - spruce - fir forest","S4","F",">","",""
1176999,"2 crosswalk",55,"CT2A400000","Montane Yellow Birch-Red Spruce Forest","Montane Yellow Birch-Red Spruce Forest","S3","E","=","Certain",""
686898,"2 crosswalk",28,"CEMI0040","Muskeg","Muskeg","S3","F",">","",""
686898,"2 crosswalk",67,"CEON002485","BOT1-1 Black Spruce Treed Bog Type","BOT1-1 Black Spruce Treed Bog Type","S5","B","<","",""
686898,"2 crosswalk",67,"CEON200967","NEV27 Black Spruce - Labrador Tea - Feathermoss - Sphagnum Forest","NEV27 Black Spruce - Labrador Tea - Feathermoss - Sphagnum Forest","S5","B","<","",""
686898,"2 crosswalk",67,"CEON200966","NEV26 Black Spruce - Leatherleaf - Sphagnum Forest","NEV26 Black Spruce - Leatherleaf - Sphagnum Forest","S5","E","=","",""
686898,"2 crosswalk",67,"CEON200930","W26 Treed Bog: Black Spruce/Ericaceous Shrub/Sphagnum","W26 Treed Bog: Black Spruce/Ericaceous Shrub/Sphagnum","S5","B","<","",""
686898,"2 crosswalk",29,"CBDAA80A01","<i>Black Spruce Bog; Treed Subtype</i>","<i>Black Spruce Bog; Treed Subtype</i>","S4","E","=","",""
686898,"2 crosswalk",57,"CPSHR051WI","Muskeg","Muskeg","S4","F",">","","Added March 2020, from WI peer review"
686898,"2 crosswalk",29,"CBDAA80A00","<i>Black Spruce Bog Type</i>","<i>Black Spruce Bog Type</i>","S4","F",">","",""
686898,"2 crosswalk",55,"CP1C000000","Black Spruce Woodland Bog","Black Spruce Woodland Bog","S2","F",">","Certain",""
686898,"2 crosswalk",41,"CPALFP0G00","Black spruce-tamarack bog","Black spruce-tamarack bog","S3","F",">","",""
686898,"2 crosswalk",26,"CWCS200000","Spruce - larch wooded bog","Spruce - larch wooded bog","S4","F",">","","Primary association."
907665,"2 crosswalk",23,"CPA1000000","Freshwater marsh","Freshwater marsh","S2","F",">","",""
686291,"2 crosswalk",30,"CTPZA14500","Sand prairie","Sand prairie","S1","F",">","",""
686291,"2 crosswalk",19,"CTPCA0000B","Dry sand prairie","Dry sand prairie","S1","F",">","","D. Faber-Langendoen proposes creating a ""central subtype"" to be = to global type."
686291,"2 crosswalk",20,"CPRASANDRY","Prairie - sand dry","Prairie - sand dry","S2","F",">","",""
686291,"2 crosswalk",28,"CEMI0009","Dry Sand Prairie","Dry Sand Prairie","S2","E","=","",""
686291,"2 crosswalk",57,"CTHER073WI","Sand prairie","Sand prairie","S2","F",">","",""
686291,"2 crosswalk",29,"CCEPE13A00","<i>Dry Barrens Prairie (Southern) Type</i>","<i>Dry Barrens Prairie (Southern) Type</i>","S1S2","F",">","",""
685491,"2 crosswalk",29,"CAAFF34B00","<i>Aspen - (Beaked Hazel) Woodland Type</i>","<i>Aspen - (Beaked Hazel) Woodland Type</i>","S4","E","=","","12/21: Rel to Nonstd is calculated."
899742,"2 crosswalk",14,"CIC2A00000","Maritime dune shrub thicket","Maritime dune shrub thicket","SNR","U","?","",""
1159115,"2 crosswalk",37,"ET00000018","Rich mesic forest system","Rich mesic forest system","S2S3","B","<","",""
1159115,"2 crosswalk",37,"ET00000004","Northern hardwood - conifer forest system","Northern hardwood - conifer forest system","S5","B","<","",""
687188,"2 crosswalk",57,"CTSAV006WI","Pine barrens","Pine barrens","S2","F",">","",""
689788,"2 crosswalk",12,"CTG0000000","Dry prairie","Dry prairie","S2","E","=","",""
899117,"2 crosswalk",60,"CEABMGA19","MGA19 <i>Distichlis stricta</i> - <i>Agropyron smithii</i> - Carex","MGA19 <i>Distichlis stricta</i> - <i>Agropyron smithii</i> - Carex","SNR","U","?","",""
899117,"2 crosswalk",60,"CEABNFA35","NFA35 <i>Agropyron smithii</i> - <i>Poa</i> spp.","NFA35 <i>Agropyron smithii</i> - <i>Poa</i> spp.","SNR","U","?","",""
899117,"2 crosswalk",60,"CEABMGA6","MGA6 <i>Distichlis stricta</i> - Carex - <i>Agropyron smithii</i>","MGA6 <i>Distichlis stricta</i> - Carex - <i>Agropyron smithii</i>","SNR","U","?","",""
899117,"2 crosswalk",60,"CEABDMGC1","DMGC1 <i>Artemisia cana</i> - <i>Agropyron smithii</i> and dasystachyum","DMGC1 <i>Artemisia cana</i> - <i>Agropyron smithii</i> and dasystachyum","SNR","U","?","",""
899117,"2 crosswalk",70,"CESK000020","AP-SUBSA-A <i>Elymus trachycaulus ssp. trachycaulus</i> - <i>Distichlis spicata var. stricta</i>","AP-SUBSA-A <i>Elymus trachycaulus ssp. trachycaulus</i> - <i>Distichlis spicata var. stricta</i>","SNR","U","?","",""
899117,"2 crosswalk",70,"CESK000082","MG-SUB-B <i>Artemisia frigida</i> - <i>Pascopyrum smithii</i>","MG-SUB-B <i>Artemisia frigida</i> - <i>Pascopyrum smithii</i>","SNR","U","?","",""
899117,"2 crosswalk",70,"CESK000087","MG-SUBSA-A <i>Carex</i> spp. - <i>Pascopyrum smithii</i> - <i>Hesperostipa comata</i>","MG-SUBSA-A <i>Carex</i> spp. - <i>Pascopyrum smithii</i> - <i>Hesperostipa comata</i>","SNR","U","?","",""
899117,"2 crosswalk",70,"CESK000022","AP-SUBSA-C <i>Distichlis spicata var. stricta</i> - <i>Elymus trachycaulus ssp. trachycaulus</i>","AP-SUBSA-C <i>Distichlis spicata var. stricta</i> - <i>Elymus trachycaulus ssp. trachycaulus</i>","SNR","U","?","",""
899117,"2 crosswalk",70,"CESK000023","AP-SUBSA-D <i>Distichlis spicata var. stricta</i>","AP-SUBSA-D <i>Distichlis spicata var. stricta</i>","SNR","U","?","",""
683359,"2 crosswalk",22,"CTFOR40000","Hemlock-mixed forest","Hemlock-mixed forest","S4S5","F",">","",""
689763,"2 crosswalk",23,"CTD2000000","Mixed hardwood-loblolly forest","Mixed hardwood-loblolly forest","S3","F",">","Not certain",""
687330,"2 crosswalk",12,"CTW0000000","Coastal berm","Coastal berm","S2","U","?","",""
687275,"2 crosswalk",23,"CPC5000000","Bottomland hardwood forest","Bottomland hardwood forest","S4","F",">","Not certain",""
684257,"2 crosswalk",34,"CNT1117100","White Pine Forest","White Pine Forest","S2","E","=","Somewhat certain",""
683341,"2 crosswalk",24,"CT1A2A2000","Coastal Forest/Woodland","Coastal Forest/Woodland","S4","F",">","",""
683341,"2 crosswalk",24,"CT1A2A1000","Maritime Forest/Woodland","Maritime Forest/Woodland","S2","F",">","",""
683341,"2 crosswalk",41,"CTERFC0A04","Coastal oak-holly forest","Coastal oak-holly forest","S1","E","=","",""
684324,"2 crosswalk",23,"CTD2000000","Mixed hardwood-loblolly forest","Mixed hardwood-loblolly forest","S3","I","><","",""
684324,"2 crosswalk",23,"CTC5000000","Hardwood slope forest","Hardwood slope forest","S3","I","><","",""
687504,"2 crosswalk",23,"CPA1000000","Freshwater marsh","Freshwater marsh","S2","F",">","",""
686134,"2 crosswalk",32,"CF223M0000","Sweetgum - mixed oak bottomland forest","Sweetgum - mixed oak bottomland forest","S2","F",">","",""
685203,"2 crosswalk",34,"CNP6557697","High Elevation Boggy Seep","High Elevation Boggy Seep","S2","E","=","Certain",""
899750,"2 crosswalk",4,"XXNCTS.F10","River Front Forest","River Front Forest","S3","I","><","",""
689878,"2 crosswalk",41,"CESTST0C00","Freshwater subtidal aquatic bed","Freshwater subtidal aquatic bed","S3","F",">","",""
899939,"2 crosswalk",26,"CFDF300000","Balsam poplar floodplain forest","Balsam poplar floodplain forest","S2","E","=","","2/22: Rel to Nonstd is calculated."
686890,"2 crosswalk",55,"CT2A30000a","Well-Drained Lowland Spruce-Fir Forest","Well-Drained Lowland Spruce-Fir Forest","S2","F",">","Certain",""
686890,"2 crosswalk",26,"CWCU110000","Spruce - heath barren","Spruce - heath barren","S2","E","=","",""
689433,"2 crosswalk",23,"CPC5000000","Bottomland hardwood forest","Bottomland hardwood forest","S4","I","><","",""
689433,"2 crosswalk",23,"CPC1200000","Small stream forest","Small stream forest","S2","I","><","",""
933878,"2 crosswalk",41,"CTERFC0J0b","Maple-basswood rich mesic forest_northern subtype","Maple-basswood rich mesic forest_northern subtype","SNR","U","?","",""
933878,"2 crosswalk",24,"CT1C2A0000","Rich, Mesic Forest","Rich, Mesic Forest","S3","F",">","",""
933878,"2 crosswalk",41,"CTERFC0J00","Maple-basswood rich mesic forest","Maple-basswood rich mesic forest","S3","F",">","",""
933878,"2 crosswalk",26,"CFDU200000","Maple - basswood - ash forest","Maple - basswood - ash forest","S3","E","=","",""
933878,"2 crosswalk",55,"CT2B1A0VT0","Rich Northern Hardwood Forest","Rich Northern Hardwood Forest","S4","E","=","Certain",""
933878,"2 crosswalk",37,"CT00000214","Rich mesic forest","Rich mesic forest","S3","E","=","",""
685138,"2 crosswalk",34,"CNT1997022","Swamp Island Evergreen Forest","Swamp Island Evergreen Forest","S2S3","E","=","Somewhat certain",""
685138,"2 crosswalk",48,"CTCXX00120","Southern mixed hardwood forest","Southern mixed hardwood forest","S1","F",">","",""
689133,"2 crosswalk",26,"CWCS300000","Atlantic white cedar bog","Atlantic white cedar bog","S1","E","=","",""
689133,"2 crosswalk",37,"CP00000062","Atlantic white cedar - leatherleaf swamp","Atlantic white cedar - leatherleaf swamp","S1","E","=","",""
689133,"2 crosswalk",24,"CP1B1B2000","Atlantic White Cedar Bog","Atlantic White Cedar Bog","S2","E","=","",""
689133,"2 crosswalk",47,"CERI000300","Atlantic White Cedar Swamp","Atlantic White Cedar Swamp","SNR","F",">","","<i>Chamaecyparis thyoides/Chamaedaphne calyculata</i> Woodland variant"
689133,"2 crosswalk",41,"CPALFP0B00","Coastal plain Atlantic white cedar swamp","Coastal plain Atlantic white cedar swamp","S1","F",">","","2/22: Rel to Nonstd is calculated."
689133,"2 crosswalk",9,"CT033CT","<i>Chamaecyparis thyoides / Chamaedaphne calyculata</i> community","<i>Chamaecyparis thyoides / Chamaedaphne calyculata</i> community","SNR","E","=","",""
894270,"2 crosswalk",67,"CEON200908","W04 Open water marsh: floating-leaved plants","W04 Open water marsh: floating-leaved plants","S5","I","><","",""
684174,"2 crosswalk",37,"CP00000139","Alpine herbaceous snowbank/rill","Alpine herbaceous snowbank/rill","S1","B","<","",""
684174,"2 crosswalk",55,"CP1A000000","Alpine Peatland","Alpine Peatland","S1","F",">","Somewhat certain",""
684174,"2 crosswalk",41,"CTEROC0N00","Open alpine community","Open alpine community","S1","F",">","",""
684174,"2 crosswalk",37,"CT00000138","Moist alpine herb - heath meadow","Moist alpine herb - heath meadow","S1","B","<","",""
684174,"2 crosswalk",26,"CDEU300000","Bilberry - mountain-heath alpine snowbank","Bilberry - mountain-heath alpine snowbank","S1","F",">","",""
688641,"2 crosswalk",12,"CPW0000000","Coastal interdunal swale","Coastal interdunal swale","S2","U","?","",""
688641,"2 crosswalk",23,"CPA1000000","Freshwater marsh","Freshwater marsh","S2","F",">","Not certain",""
687750,"2 crosswalk",12,"CMSM00000a","<i>Salt flat</i>","<i>Salt flat</i>","SNR","U","?","",""
687750,"2 crosswalk",23,"CPB1000000","Scrub/shrub swamp","Scrub/shrub swamp","S4S5","F",">","Not certain",""
687750,"2 crosswalk",34,"CNE9833924","Salt Shrub (Low Subtype)","Salt Shrub (Low Subtype)","S4?","E","=","Somewhat certain",""
687750,"2 crosswalk",48,"CMCXX00030","Intertidal mud/sand flat","Intertidal mud/sand flat","S5","F",">","",""
684289,"2 crosswalk",23,"CTE1200000","Western upland longleaf pine forest","Western upland longleaf pine forest","S3","F",">","","Very Gently Rolling Mesic Variant"
899761,"2 crosswalk",4,"XXNCTS.F12","Sugarberry-Elm-Ash Forest","Sugarberry-Elm-Ash Forest","SNR","F",">","",""
687760,"2 crosswalk",24,"CT2A1A1200","Maritime Pitch Pine Woodland on Dunes","Maritime Pitch Pine Woodland on Dunes","S1","F",">","",""
687760,"2 crosswalk",38,"CTQ00000NJ","Coastal dune woodland","Coastal dune woodland","S1","I","><","","12/21: Rel to Nonstd is calculated."
687760,"2 crosswalk",41,"CTERBW0J04","Maritime pitch pine dune woodland","Maritime pitch pine dune woodland","S1","U","?","",""
687760,"2 crosswalk",47,"CERI000325","Pitch Pine Cover Type","Pitch Pine Cover Type","SNR","E","=","","11/21: Rel to Nonstd is calculated. dry sandy barrens subtype"
687760,"2 crosswalk",26,"CWCU100000","Pitch pine dune woodland","Pitch pine dune woodland","S1","F",">","","Primary association."
688732,"2 crosswalk",12,"CPW0000000","Coastal interdunal swale","Coastal interdunal swale","S2","U","?","",""
689365,"2 crosswalk",24,"CE2B100000","Salt Marsh","Salt Marsh","S3","F",">","",""
689365,"2 crosswalk",41,"CESTIT0B03","Low salt marsh","Low salt marsh","S1S2","E","=","",""
689365,"2 crosswalk",47,"CERI000901","Low Salt Marsh","Low Salt Marsh","SNR","E","=","",""
689365,"2 crosswalk",37,"CE00000030","Low salt marsh","Low salt marsh","S3","E","=","",""
689365,"2 crosswalk",26,"CHGT200000","Mixed graminoid - forb saltmarsh","Mixed graminoid - forb saltmarsh","S3","E","=","",""
686768,"2 crosswalk",67,"CEON201355","RBS2-2 Common Juniper Basic Shrub Rock Barren Type","RBS2-2 Common Juniper Basic Shrub Rock Barren Type","S4","B","<","",""
686768,"2 crosswalk",28,"CEMI0016","Granite Bedrock Glade","Granite Bedrock Glade","S2","F",">","",""
686768,"2 crosswalk",67,"CEON201354","RBS2-1 Chokecherry Basic Shrub Rock Barren Type","RBS2-1 Chokecherry Basic Shrub Rock Barren Type","S3","B","<","",""
686768,"2 crosswalk",67,"CEON201353","RBO2-1 Dry Basic Open Rock Barren Type","RBO2-1 Dry Basic Open Rock Barren Type","S4","B","<","",""
686768,"2 crosswalk",29,"CCBOA23B00","<i>Bedrock Shrubland (Lake Superior) Type</i>","<i>Bedrock Shrubland (Lake Superior) Type</i>","S1","B","<","",""
686768,"2 crosswalk",29,"CCBOA23A00","<i>Bedrock Shrubland (Inland) Type</i>","<i>Bedrock Shrubland (Inland) Type</i>","S3","B","<","",""
685173,"2 crosswalk",19,"CTPCA0000B","Dry sand prairie","Dry sand prairie","S1","U","?","","D. Faber-Langendoen proposes creating a ""northern sand barrens subtype"" to be = to global type."
685173,"2 crosswalk",20,"CPRASANDRY","Prairie - sand dry","Prairie - sand dry","S2","U","?","",""
685173,"2 crosswalk",57,"CTMIX088WI","Sand barrens","Sand barrens","SU","E","=","",""
685173,"2 crosswalk",42,"C031.13000","Little bluestem prairie","Little bluestem prairie","S2","F",">","",""
683628,"2 crosswalk",23,"CTB1000000","Coastal dune grassland","Coastal dune grassland","S1","F",">","",""
687886,"2 crosswalk",23,"CPC5700000","Wet hardwood flatwoods","Wet hardwood flatwoods","S2S3","F",">","",""
899672,"2 crosswalk",7,"83.100.00","<i>Picea engelmannii</i> Alliance","<i>Picea engelmannii</i> Alliance","SNR","U","?","",""
899672,"2 crosswalk",7,"88.400.00","<i>Abies lasiocarpa</i> Alliance","<i>Abies lasiocarpa</i> Alliance","SNR","U","?","",""
899672,"2 crosswalk",56,"CWWA000381","Picea engelmannii / Gymnocarpium dryopteris Riparian Forest [Provisional]","Picea engelmannii / Gymnocarpium dryopteris Riparian Forest [Provisional]","SNR","B","<","","parent"
