"ELEMENT_GLOBAL_ID","REFERENCE_ID"
683371,196085
683371,667966
683371,957846
689522,181869
689522,678070
721963,641997
687799,182314
687799,194762
687799,200957
721960,176422
721960,195433
721960,196085
731174,848333
686567,488832
686567,619527
686567,659468
689865,176422
689865,848333
685636,176422
685636,671224
684410,177280
684410,182314
684410,678064
684410,848333
686266,722044
732406,671258
731316,678064
731316,722044
686617,179683
686617,181869
686617,189933
686617,201243
689052,646792
689052,722044
684386,177280
684386,182314
684386,287719
684386,792456
686127,183070
686127,753906
686127,757412
688411,178519
688411,192986
688411,198964
688411,199024
688411,508413
685511,186267
685511,287719
685511,659461
685511,671258
685511,678064
687092,508413
687910,186267
687910,191500
687000,645701
687000,646792
687000,678064
687000,722044
687000,792456
685367,176422
685367,195433
685367,619562
686338,181896
686338,464528
686338,659479
688013,678064
758564,381413
758564,510831
758564,659443
685570,176422
685570,182100
684554,671258
685246,646792
685246,678064
685246,678289
685735,477774
685735,678290
685735,722044
685735,848333
687571,176422
687571,678064
684294,176422
684294,182283
688436,176422
688436,181869
688455,176422
688455,235189
688455,722044
687351,181985
687351,668107
738472,513412
738472,668107
758635,179594
758635,194773
758635,510768
758635,667966
758662,199167
685098,178443
687748,176422
687748,678064
687748,678078
687748,1006938
684722,190221
684722,667966
758658,201615
689144,477774
687776,179765
687776,183454
738589,621271
684369,287719
684369,645701
684369,722044
687006,190221
685381,176422
685381,181869
685381,189933
685381,659453
685381,659470
685381,671241
685381,792456
683450,181985
683450,619562
683450,678278
688945,957846
683438,191046
689764,649736
689764,667971
689764,957846
768704,176422
768704,177280
768704,185669
768704,187712
768704,509997
790558,660668
689133,181869
689133,649776
689133,678070
683227,756930
683227,810389
683904,722044
791002,513768
791002,619527
791002,671258
791002,848333
684398,182100
684398,196085
684398,668107
689661,477774
689661,671260
689877,176422
688128,176288
688128,196523
683324,468699
685057,235187
685057,508413
687973,645701
687973,646792
687973,848333
687578,619562
687578,792456
684198,176422
685318,179683
687568,176422
687881,287719
687881,645701
685525,176422
685525,181869
685525,200957
685525,468708
685525,678160
685525,848333
686109,176422
688056,181928
688056,287719
684840,178708
684840,758022
685772,182283
685772,646792
685772,671235
687008,176422
687008,194762
687008,195875
685272,200957
685272,848333
689868,191862
690011,182100
690011,187712
690011,513257
686082,176422
686082,195433
787695,177280
787695,184008
787695,792456
787699,668107
858384,179683
791579,176422
791579,513257
791579,619527
791579,659453
791579,659479
791580,509997
791580,957846
791626,518138
791626,668638
791626,668639
791626,792456
858375,667348
858375,667349
795056,510010
793415,510010
793415,510011
793415,510012
793418,649677
794875,620869
795520,667968
794876,668107
797768,477774
797768,510768
797768,667970
797768,957846
802169,176422
802169,199167
802169,510768
802169,667968
802169,957846
802033,668107
798401,176422
802087,199167
802017,477774
802090,641997
802090,667969
688278,177817
688278,181233
688278,182283
684576,468699
685030,182283
685030,645701
685030,646792
685030,722044
684839,194471
685540,177446
685616,177280
685616,645701
686717,177280
686717,196085
686717,667966
685339,509997
685339,510002
688068,192205
688068,513183
689744,513257
689744,671241
685029,201888
731010,177280
731010,181896
731010,678064
731010,678123
731010,792456
802182,176422
802182,195433
802185,201888
873603,707534
802175,667966
802175,678070
802175,1006890
800161,509997
800164,176422
800164,187712
686841,619562
686841,668107
689632,667325
689603,176422
689603,667966
689603,668107
686195,191024
686195,477774
686195,668107
835678,510010
835678,1014533
790975,176422
950088,176422
683165,189934
683165,197684
683165,508413
897923,957846
721925,668107
721904,235003
801957,176422
801957,179683
801957,508413
801957,1006890
685866,181886
685866,340423
685121,667216
685717,195309
859991,181492
866803,672914
689320,196432
867537,181492
867540,194660
867410,181492
885454,181492
867409,181492
946361,183792
946361,759487
946476,957846
949675,177984
874287,181492
683834,181060
683834,184747
683834,190253
683834,198284
683834,1014530
689515,182314
685507,182647
685507,183488
688240,198812
907656,649591
907665,753693
907665,754122
907668,287180
907668,753426
907668,753903
907668,757888
688156,181492
688156,671244
687715,176573
687715,194773
687715,649736
685343,195065
685343,196203
685343,198905
685343,200303
685343,671244
689950,182803
689938,188403
689938,191130
689938,659466
684307,186267
686071,185934
686071,188905
684919,181724
684919,186267
684919,188403
683975,190173
683975,196086
683975,215532
684868,181492
687396,181060
683918,188004
689433,182314
689433,194149
685739,200406
686407,189536
686407,200406
689714,184462
689019,182803
685675,176422
685094,668107
689018,190173
685672,180399
685672,200942
685713,182314
685713,194660
686827,191130
686827,199497
689198,181492
689198,667216
689198,957846
687810,645764
685452,181932
685452,195972
683613,196085
689725,194660
689588,181060
689588,645764
685179,181932
685179,191558
685179,195757
683682,176254
683682,181492
683682,182970
688349,810389
687114,182314
687114,188432
687114,192021
687114,707495
685214,182314
684749,181060
689336,196203
689336,645700
689336,957846
684402,185532
689061,198808
689569,183488
687783,181160
684674,181492
685725,194773
685725,667330
685726,181492
685726,188403
685727,196203
685727,215532
685727,649735
685727,667968
690058,198808
690058,810389
683408,668151
685827,180817
687855,192289
687357,181492
688371,196203
687603,181492
689300,198135
686057,182970
686723,760836
688971,181492
688971,753306
686214,181492
684285,671266
686826,659471
683125,194660
683125,645764
689461,181492
686687,192289
686687,810389
689460,196364
685257,200406
683497,198377
683872,181060
688732,184573
685911,810389
689899,201888
689899,510010
688846,513110
688846,513180
688846,513302
685302,200815
684324,194660
684324,645765
683782,181492
684545,181492
688951,668151
688951,753693
686089,198746
686089,756086
687504,668151
687504,753902
687504,753903
687295,668151
688847,181492
688847,195954
686711,181492
687496,182970
689158,194660
683511,181492
687911,181492
689263,753306
687199,183709
688434,187091
688434,189275
683278,178947
688592,181492
687430,181492
689701,188004
685745,188224
687922,188123
687922,201888
687922,667968
689612,182314
689612,194773
689612,477774
689612,619562
689612,667968
684296,181492
683393,707498
687619,181060
684217,197621
684217,198072
684217,667970
685400,201888
685400,667970
685400,957846
686221,181492
686221,200391
685040,649735
683363,678069
689392,187652
687039,180672
683724,181492
683724,185676
689217,181492
685741,181060
685741,181492
689839,181492
684133,1014528
685669,175406
685669,177120
685669,194773
685669,477774
688917,659476
688917,667971
686672,181060
685980,181492
689370,181060
688175,181492
686469,181492
685546,193117
686983,646797
683164,185610
683164,194894
686401,176315
686401,185610
686401,722172
685000,473037
684340,185610
683231,181797
683848,646797
948002,181797
948014,181797
948172,181797
952549,760820
683513,181492
683513,619562
685609,182970
685125,619562
688133,182314
685044,181492
685044,194660
685044,194773
685896,175406
685896,619562
685896,659480
687941,181492
683544,198101
899648,191341
899649,751275
899666,194666
899666,194894
899666,751275
899674,177525
899674,751275
899682,650141
899682,751275
899686,197958
899698,199142
899699,751275
899702,187315
899703,751275
899709,188490
899709,758030
899712,178774
899712,187421
899712,188844
898985,671068
898991,194840
898993,720796
898995,177406
898995,182743
898995,1006896
898996,186670
898996,756776
898996,758488
898996,759068
871069,178708
871069,183036
943948,190381
943948,646797
943948,671227
899008,182314
899008,469490
899008,756775
899015,194893
899015,200303
899017,183514
899019,190499
899019,192879
899019,377437
899019,759064
944004,194894
944004,757835
899022,199605
899026,185146
899026,187651
899026,197561
899027,181019
899027,188688
899027,199430
899029,757835
899031,175344
899031,179402
899031,646797
899031,757988
899031,766568
899032,181705
899032,183291
899032,188223
899032,469489
899032,473033
899034,758356
899036,186670
899036,188295
899036,189246
899036,190590
899036,193529
899036,195504
899036,197090
899036,757835
899037,177406
899037,180311
899037,185640
899037,187188
899037,192847
899037,192998
899037,194894
899037,199794
899037,646797
899037,671099
899037,756776
899037,758979
902362,195504
899044,758488
899050,198172
899054,197649
899054,751275
899064,177406
943954,194367
866470,178987
866470,183636
866470,185037
866470,188611
866470,190666
866470,196309
866470,198732
866470,377437
899075,178549
899075,191237
899075,192847
899076,182375
899080,751275
899083,176330
899083,178191
899083,181043
899083,191229
899083,199491
899083,200000
899084,177165
899084,197620
899085,192731
899085,751275
899087,758965
899104,179357
899107,758763
899110,192411
899110,195890
899112,176175
899112,182442
899112,185037
899112,197745
899112,200428
899112,515033
899114,196227
899114,756775
899114,757835
899122,185078
899130,176396
899130,180848
899134,187002
899134,751275
871240,178774
871240,192542
899137,183709
899137,186012
899144,181043
899146,180632
899146,181043
899154,198726
899579,189946
899579,758650
899579,758722
905001,469489
905001,761515
881483,181043
899164,178332
899164,195450
899164,198452
899166,186573
899168,177266
899168,751275
899171,178404
899172,179801
899172,183964
899172,197650
899175,751275
899188,187255
1284787,1131641
899192,182803
899192,641997
899192,751275
878797,187255
878797,198212
943938,190499
899197,757835
899205,194894
899205,758285
905005,756775
905005,758622
899220,751275
907407,469514
907407,751275
899260,177794
899260,180317
899262,187426
899262,188295
899269,186670
899269,196183
899269,201502
899269,756776
899270,186670
899272,182743
899272,758622
899272,758811
899273,177406
899273,177776
899273,671052
899273,671091
899273,757835
899277,192879
899278,192879
899278,198134
899279,342651
899287,177794
899287,180581
899287,182314
899287,195038
899287,198731
899288,197650
899295,185145
899295,190499
899295,473033
899296,195504
899296,195542
899296,200849
899296,201517
899296,646797
899296,758351
899298,190499
899299,186053
899299,751275
899301,176018
899301,200808
899311,187046
899312,182314
899312,184751
899312,198081
899312,199843
899312,720797
899319,751275
899319,757835
899320,196363
899326,196363
899326,646797
899326,671099
899326,756776
899326,757835
899380,178774
899383,181394
899383,377436
899429,175667
899429,182314
899429,191414
899429,192662
899430,178241
899430,181884
899430,506855
899430,751275
899470,469489
899470,758361
899470,759004
899470,766568
899471,510589
899471,646797
899471,758622
899471,758991
899471,759038
899471,759040
899485,659460
899486,178277
899486,189355
899488,195997
899488,469491
899489,758361
899489,758622
899497,177280
899498,181043
899499,181932
899521,751275
899537,753760
899537,756086
899560,190298
899560,200235
899560,200487
899565,177485
899582,194894
899583,757988
899584,469514
899584,758622
899597,751275
899745,184573
899745,192988
899751,182314
899751,199680
899751,645700
899751,751275
899759,751275
899761,176330
899761,183709
899761,195954
899771,182841
899811,180848
899811,182304
899811,184507
899811,186871
899811,189277
899811,189420
899812,192296
899812,198318
899812,200235
899821,178332
899821,180391
899821,197242
899821,197815
899821,200899
899822,180391
899822,181345
899822,181950
899822,194646
899822,200487
899826,646797
899841,182143
899841,646797
899854,182314
899854,182848
899854,190618
899854,192905
899854,196810
899854,751275
899888,178774
899888,182314
899892,178774
899900,193079
899909,757598
899912,194894
899913,194894
899916,176120
899916,646797
899917,192167
899917,195504
899917,469489
899917,667302
899918,190499
899919,761492
899920,182813
899920,192167
899920,200385
899920,758622
899921,469490
899921,469514
899921,646797
899921,791776
899928,176119
899928,180268
899928,189828
899929,473033
899929,756775
899929,757835
899930,185186
899930,646797
899935,751275
899935,757988
899938,757988
899944,185833
899944,192035
899944,199816
899944,751275
899953,757988
899956,177527
899956,185037
899956,190666
899956,195187
899956,200273
899956,200821
899956,201835
899957,184877
899964,191500
899973,751275
899974,756775
899977,646797
899977,751275
899978,179801
899978,195997
899978,200749
899981,175696
899981,182375
899981,182424
899981,188404
900019,179984
900019,659455
900024,179169
900024,200273
900073,186283
900073,751275
900083,180118
900083,180719
900083,185037
900083,187771
900085,176721
900085,762742
900090,183276
900090,192236
900090,193000
900091,194512
900093,182798
905184,215408
907404,194894
907404,756774
926624,178241
926624,191414
926624,199179
926624,667283
932968,721178
934751,751275
934811,758009
941843,473036
941843,619517
941843,646797
941843,758791
941843,766568
941891,757835
941912,186670
941918,646797
943181,190499
943181,199315
943181,646797
943181,751275
943195,646797
943202,753337
943208,753904
943214,515030
943214,619517
943220,510589
943220,619533
943220,757618
943220,758628
943223,190499
943240,194894
943240,758619
943240,758643
943240,761515
943240,766568
943243,758622
943287,469490
943287,646797
943287,758682
943929,189173
943964,177406
943964,194894
943964,756776
943964,759153
943974,189173
943974,195888
943974,473033
948753,645540
950065,182806
950065,758022
685673,671244
685239,181802
685239,189277
685239,200256
685239,235914
685239,344657
758364,659465
688579,181696
688579,184462
688579,194149
685755,181492
688862,181492
688862,184573
683138,619562
686051,645765
687830,176422
685667,181492
959184,178740
959222,181797
959222,192649
959226,189420
959235,184460
959235,193911
959235,197745
959241,178328
959241,181797
959241,671345
959249,180014
959249,193494
959249,671251
959258,186192
959258,190360
959258,197746
959258,659486
959267,178045
959267,199240
959276,181521
959276,197760
959276,659463
959276,707494
959283,722171
959283,1009323
959307,808468
959310,657112
959327,179924
959327,182032
959327,189505
959327,190917
959327,659458
959340,175696
959340,178332
959346,184460
959346,200750
959346,200873
959346,321625
959346,659467
959470,668189
959512,646797
959512,677448
959597,751275
959770,751275
960957,211972
960957,751275
684064,200303
860727,650511
860766,447564
860766,642313
860726,642313
860804,642387
860804,642388
860793,642312
860774,447564
860774,642313
860764,642312
860757,642312
860792,447564
860792,650511
860807,643345
860825,187759
860825,642312
860773,758139
860826,197356
860826,222384
860826,235484
860826,761285
769206,657112
769206,667322
687864,671250
687864,994680
738000,180145
738000,994680
964081,757988
964084,761512
964087,761514
964103,191206
964103,195997
964103,759091
964103,761507
964193,766582
964196,757598
964199,766582
964211,766582
964217,181797
964223,766582
964229,646797
964239,757598
964242,766582
964245,766585
964248,181797
964251,671239
964261,181797
964264,181797
964282,181797
964298,994680
964322,181797
964338,994680
878873,181797
859980,994680
971554,186670
971564,186670
971573,178158
971573,201517
971579,671226
971583,671226
971583,757835
971592,187368
971592,646797
971598,181797
971676,181797
971676,757835
971684,186670
971702,176024
971706,757835
971710,181797
971710,757835
971721,671240
971732,646797
971736,671227
971743,758351
971747,181797
971750,758351
971754,757835
971760,181797
971760,757835
971763,671226
971766,473033
971776,757835
971786,757835
971913,181797
899934,757598
899934,761503
971941,190499
971941,758622
971948,646797
971948,758351
971958,181797
971985,646797
972017,186670
972029,473033
972044,181797
972048,646797
972058,757835
972066,646797
972072,758351
972076,757835
972076,1006896
972087,646797
972087,758351
972098,757835
972104,757835
972110,186670
972147,181797
972206,757835
972814,756775
972817,181797
972824,757835
972831,181797
972833,181797
972850,181797
972850,619910
683987,196183
686128,176024
972869,646797
878906,181797
841504,757835
972890,181797
683696,186670
683696,757835
689866,188854
688678,178050
688678,190564
688678,197636
688678,342646
688678,344658
688678,671251
689383,181797
687994,186670
687994,192978
689538,181797
684036,181797
943971,758488
899931,646797
973855,185864
969555,662622
969555,766568
687392,181797
687392,199780
979442,463797
979481,178713
979481,181797
899268,751275
899048,194894
899048,756775
687432,182397
687432,184460
687702,175357
687702,181797
687702,184460
687702,195666
684731,176873
684731,181873
684731,184460
684731,192661
684661,182397
684661,184461
687857,181797
893476,667764
878657,707500
900049,751275
686978,176838
688460,192738
684174,646792
689882,176315
685123,181873
689913,195417
685951,287719
899410,200169
899410,646792
899079,182424
899079,192266
685296,184460
685296,478087
683955,181797
683955,646797
683955,722172
688728,344658
728657,183275
728657,659455
728663,179532
728663,183275
731466,179190
731884,181797
731884,342651
688777,185610
688777,722172
899594,193464
899594,751275
689647,183085
683765,342646
687906,179440
687906,194646
689048,175696
689048,178332
689048,181797
689048,184460
689048,186871
689048,189582
689048,193079
689048,197745
689048,200235
689048,235914
689048,994683
688459,176018
688459,176968
688459,180848
688459,181184
688459,181865
688459,184460
688459,187850
688459,340416
689243,180848
689243,181797
684568,646797
685575,181797
687250,181873
684809,181797
684809,294077
685195,181797
688581,176288
688581,659453
687593,187769
687593,194661
899271,186670
899271,190381
899271,200849
899271,646797
899283,181885
899283,183291
899283,197650
899936,198133
684300,646797
684300,757835
790198,646797
971793,646797
683874,181852
683874,183626
688415,176120
688415,181797
687258,176120
687258,184460
687183,181797
687183,181852
687183,1034531
689501,181797
689945,184460
942434,195666
886897,182314
886897,646799
885459,182647
885459,707495
899899,646797
899899,761325
684365,178050
684365,180462
684365,197242
684365,197636
684365,200439
684365,200873
684365,468721
684365,671251
684365,752574
899241,183997
899241,198651
899241,200145
899476,194894
899476,751296
899478,646797
689377,199165
689377,200145
686781,190360
686781,1009341
686632,197666
686632,646797
833204,192898
899663,175855
899663,182240
899776,751275
899779,182314
899779,185492
899779,193070
899779,196809
899779,200094
683129,645575
788005,178713
788005,463797
685009,184460
688776,182397
688776,463797
687191,184460
683665,181797
684669,184460
684669,195852
683147,184460
688751,178713
688751,185492
688751,310942
688751,463797
687967,184460
687967,190578
686048,190544
686048,374772
686132,179683
686132,181869
686132,287719
686132,468699
686132,513257
686132,668626
683072,187712
866624,672497
721881,196928
721881,199253
721881,234998
683233,182647
688744,668151
685944,641997
688985,189716
688053,810389
685613,193995
685613,194149
689404,200406
686572,181060
687507,175667
833285,180952
833285,187750
833285,646860
899020,751275
689454,645700
688968,181492
688968,810389
688441,182647
688441,187541
688441,189229
688845,756899
685522,382360
686476,182803
689740,181492
1010032,758313
689966,182970
837265,650027
687882,178160
687882,180848
687882,184460
687882,184605
687882,189184
687882,201226
687882,342651
687882,344658
685889,176794
685889,181873
802992,175696
802992,473037
1010050,758313
899716,200258
899716,751275
683828,187720
686366,176838
686366,177795
686366,200873
683475,190617
683475,374772
683475,659449
687407,191625
689870,181852
689870,515035
689870,678082
689870,992763
686421,182841
686421,197212
686421,201420
686421,645701
684235,181492
689421,181886
689421,193272
689421,195433
689421,792456
683192,176422
683192,184703
683192,200046
860836,187759
848835,185460
848835,197650
848835,766568
688285,195490
688285,503093
688285,659469
900013,176324
686965,182798
685233,199046
686150,186330
689667,183488
684636,176330
684024,810389
899264,671250
685705,181797
685705,184460
837244,190381
899167,518141
688612,194894
788795,190499
788789,756824
788792,469502
788792,756827
686281,756824
686281,756827
686851,711645
686790,756824
686790,756827
688895,469514
686149,181321
686149,185073
686149,189623
686149,195511
686149,196203
685700,181492
687246,181932
687246,722176
687867,194894
687898,712642
687511,181797
687511,191191
683846,190387
689604,181797
689604,190387
684847,667690
860787,447564
935251,678069
935251,751275
686508,181932
686508,761034
686751,181492
868471,820419
868486,643345
868486,820419
686220,177280
687493,180690
688458,646797
686879,722172
684472,201501
688090,201501
685327,194660
686064,181797
686064,194894
686064,646797
687620,180495
687620,182827
687620,198104
687620,200873
684497,181797
685733,646792
689631,620605
814166,184649
686364,177165
686364,194447
684031,667216
686482,181492
686482,667216
683461,181873
684941,722172
688618,668192
688166,182792
688166,199046
686394,190544
948005,650541
868467,181797
868467,642312
688315,181797
900051,177185
900051,183554
900051,184460
900051,195205
900051,753664
686786,176078
686786,182970
686786,187471
686786,189356
686786,190652
686786,198464
686786,200233
686786,657120
684895,656662
685041,189357
688409,181492
687521,620605
687521,671244
720826,671244
821455,182647
685991,196203
689571,181492
689582,707496
689838,181492
685190,181060
685190,641997
685190,649736
689973,176838
684421,182647
684421,659446
684421,667966
684421,707495
687377,181797
684653,192661
684653,193026
686303,181797
686303,181852
686303,184460
686303,194894
684435,181852
836893,192898
836893,194894
899481,751275
689805,992768
683273,183626
684367,181797
684367,181852
685853,182314
685853,187524
685853,194660
683177,190544
683177,620627
758559,957846
688391,198830
686991,194894
833267,187660
877314,646792
870290,190681
870290,195350
870290,645700
879104,201605
899396,262765
900011,179426
687627,182818
687627,200819
798678,182647
687004,182809
685025,181492
690009,187712
836330,957846
836338,187712
859797,810389
687624,182314
687624,201888
687624,621271
687624,649735
688482,178277
688482,181356
688482,182818
688482,187435
688482,190629
688482,191186
683617,199680
683617,201888
683617,463885
686512,182647
687462,181492
687462,182314
687462,707495
687537,464220
687537,646792
687537,848333
688277,181060
688277,194660
688277,641997
688277,649677
688277,707490
688277,1014525
689528,199572
689528,235865
689528,287719
728821,667970
688806,176422
802102,340423
802102,513445
802079,619562
683249,176422
683249,382377
683249,1014527
685271,510768
685271,620461
685271,621271
685271,659476
683683,176422
683683,235816
683683,758022
684865,183288
684865,215532
684865,707490
684865,756936
688719,176128
688719,181492
688719,182818
688719,183001
688719,190253
688719,196203
688719,198426
688719,629783
683502,707490
907201,624811
685442,645764
687868,620869
687787,645764
685177,181060
685180,194660
688748,182647
688748,183488
684621,678069
687856,181492
687856,957846
683394,181060
684808,178860
684808,181492
684808,182228
689504,187134
689504,194660
689504,760697
689504,810389
688054,667971
686973,667968
686973,667971
684700,175406
684700,176422
684700,642231
684700,667325
684700,668509
686143,181315
686143,186736
686143,187712
686143,201888
686934,177120
686934,649677
686934,649735
687809,187712
683786,177120
683786,667968
686116,477774
686116,507664
686116,510010
686116,667325
686116,957846
686117,667966
686117,667968
686117,957846
899251,185396
899251,751275
687536,194660
732722,181492
932248,667283
932248,757910
932248,757916
833196,667216
684733,176422
800167,176422
684853,185116
972037,473033
972037,671226
972037,671240
685823,473037
685823,646797
1041632,1051160
1041643,1051160
899875,181345
899875,199156
899875,200487
899875,464506
1041811,751275
1041815,1000993
1041837,751275
1041837,1051160
1041843,751275
1041861,1000993
1041861,1051160
1041885,751275
860574,1152770
860574,1152773
1041901,650511
858291,761247
858291,761254
860740,190578
686148,176120
686148,181852
686608,176120
686608,181797
687217,191139
687217,196477
687435,184460
687435,192574
687436,191139
899726,188871
899726,751324
688150,191139
688428,177346
688506,177346
688993,181797
688993,722172
689443,646797
689443,678099
899724,177346
899724,178277
899724,182314
899724,192661
899724,194894
899724,646797
899724,650576
689467,181797
689619,191139
899729,187315
683079,184460
683641,646797
683210,473037
686330,181852
688736,177346
688736,184460
833254,192898
683484,181797
684228,181797
685106,184460
685140,759540
685687,181797
688911,176120
690079,184460
898969,183626
686147,181797
686147,200929
686726,1034531
686043,192266
686075,646797
979564,181797
1013684,751275
1013712,751275
1013730,758313
1013732,758313
686076,184460
687516,756825
687516,756826
688486,192574
689662,184460
688097,176995
688097,711647
685446,757923
899777,182314
1044241,751275
1044250,751275
1044262,1051160
1044274,1051160
1044283,1051160
685594,645937
833261,642223
688064,463797
1150945,188126
1150953,182314
1150955,195978
1150957,1056553
1150959,848333
687779,181932
687779,189476
687779,195782
687779,196203
687779,199046
687779,707492
687779,707497
736399,176162
736399,313816
736392,313816
688334,179683
688334,181765
688334,182100
688334,659479
899532,181043
736389,176422
736389,181869
688756,182826
688756,667321
899046,176940
899530,176162
899530,183036
899530,753883
1159087,193002
1159087,1148640
1159089,1062981
1159089,1128242
1159091,197836
1159091,1128190
1159091,1128192
1159095,185627
1159095,197818
1159095,757867
1159097,650174
1159097,650511
1159115,1128189
1159117,1062981
1159135,1062981
1159155,513107
1159159,1062981
1159165,178733
1159167,190172
1159185,1062981
1159189,191140
1159197,848333
1159203,1062981
1159203,1104639
689997,183144
689997,659456
730852,190602
730866,179532
730866,659455
689427,176068
689427,178045
689427,181797
689427,184460
687884,185145
689953,183097
689953,187315
683986,176749
683986,181797
683986,183958
683986,643102
737495,180145
728669,659455
684797,181873
684797,181956
684797,342646
684797,503093
684797,662599
979533,488934
979533,1149509
730893,196788
684073,181873
979558,505319
979549,1146901
688052,1010187
688212,197356
1132400,1040180
685079,189324
1161738,447564
1161743,1063744
1161748,447564
1089409,751275
1089409,1055532
683709,667970
688918,649735
685100,957846
689765,649735
900098,185960
900108,181503
900108,187471
899737,176422
899737,184009
899737,185669
1093954,182826
1093978,182818
1093978,199046
858623,620605
686869,199046
1094185,187435
1094208,182970
1110213,181797
1110224,1034531
1110245,181797
688664,194471
688664,646792
686866,187712
686101,185724
933779,722044
686817,181492
686817,182647
688864,181492
688864,1006897
1151293,181492
1151293,182647
1151293,641997
1151293,707497
683283,183964
683283,199164
683283,199222
687037,199164
689623,177280
689623,181869
689508,848333
685899,468511
685899,659456
685760,184203
685760,659469
899053,178332
899053,182848
899053,196830
685552,198152
686912,184460
686912,190298
686912,195491
686912,196830
686912,379746
728788,342651
685677,176838
686708,181060
686708,659466
686708,678069
686708,756899
687321,756936
802084,957846
687981,189425
687981,191514
687981,668151
684506,180979
684506,182100
684506,194773
684506,513445
684506,667968
684506,667970
686662,196203
684117,181492
684117,184680
687226,187255
688138,645700
688183,184665
684944,181060
688844,181492
688844,188123
688844,193900
683173,667966
683735,678069
683214,188403
684371,178277
684371,187435
686507,181492
686507,645764
899234,182814
683411,342651
683411,503093
689809,181797
899462,189102
1117391,1040180
1125704,1040180
1125712,751275
688444,810389
1127122,179481
1127122,182827
1127122,187315
1127122,192935
1127122,342646
1127122,503093
1127122,659451
1127128,198274
1127128,199046
1127128,667322
1127130,1040180
1127132,176721
1127132,200429
1127134,671250
1041041,751275
1041047,627378
1041047,627409
1041047,627418
1041047,629322
1041047,650143
1041062,627367
1041062,627379
1041062,676873
1041072,1051160
1041080,751275
1041088,1051160
1041093,1000993
1041098,751275
1041103,751275
1041353,751275
1041359,751275
1041374,1000993
1041374,1051160
1041477,751275
1041597,650511
1041487,751275
1041490,178713
1041490,185492
1041501,1051160
1041506,194563
1041506,464506
1041552,751275
1041581,1000993
1041586,1051160
1041589,1051160
1041615,195840
1041617,1051160
685084,667216
899631,183452
899631,185652
899631,189420
899631,195107
899630,178045
899630,179360
899630,186192
899630,196768
899620,193463
899620,194894
899620,200223
899620,201226
899620,201539
866494,179068
866494,182326
866494,184890
866494,190441
866494,196309
866494,197262
866494,200390
866494,201226
866494,201517
858280,186877
858280,189320
858280,193529
899628,176175
899628,178757
899628,186191
899628,187001
899632,178045
899632,180886
899632,183997
899632,193737
899632,194111
899632,199753
899632,200390
899632,201114
899634,176602
899634,192879
899634,196363
899634,196864
899634,198829
687631,619562
687631,678068
687631,678070
687631,848333
683149,178575
683149,178951
683149,468735
683149,668107
1085027,751275
1085027,1056553
1085078,186670
969494,181797
969499,766568
969513,181797
969534,181797
969543,761517
969552,761492
969573,181797
969585,181797
969585,469514
969585,766568
1127120,1040180
899004,182314
687746,190544
687746,200819
687746,620605
687746,659449
687746,943946
899765,188887
899765,751275
690040,187045
690040,190544
689156,178520
689156,195890
1225019,508413
1225019,1157945
1225201,1104915
1225203,1104915
1225223,1104915
687029,181873
687029,659455
689526,186871
689526,200235
689526,465858
683547,175357
683195,179532
683195,189355
683195,190298
683195,194484
683195,200873
683195,478087
688656,671251
686622,181345
686622,200256
686622,464500
684737,184460
684344,181797
684344,184460
684344,478087
685863,182424
685863,184460
685863,342646
685290,181873
684210,176273
684210,177053
684210,187770
684210,189184
684210,194112
684210,195450
684210,195491
684210,199586
684210,235734
684210,342646
684210,379746
684210,469365
687111,473037
687111,505300
686447,178332
686447,503093
688758,195450
687905,181873
687905,182304
687905,195890
1225582,469494
1225582,646797
1225584,196649
1225584,198172
1225584,646797
1225586,1107708
1225590,178045
1227875,1104915
689236,181873
942422,181797
836566,175855
836566,196788
836566,374765
836566,650575
835765,187771
835765,189420
835765,191139
835765,196788
835793,179148
835811,183144
835811,192661
835811,199751
835811,200935
835811,722199
1233808,1112210
1233812,1112210
1233816,182553
1233816,184029
683102,185187
683102,196203
683102,678069
688187,181503
688187,181932
688187,185914
688187,189324
688187,190544
687045,180424
687045,181932
687045,182314
687045,200021
683810,190544
683810,199046
683810,668165
685137,181492
689799,181932
689799,200021
689799,201003
686441,190544
1151291,707499
686741,671244
1238779,1104915
1238779,1115308
689545,182803
685169,187524
685852,196523
684358,194149
684821,641997
688412,182803
686125,189454
686125,192588
686125,199046
686125,199164
686125,645701
686125,667764
684612,943946
688058,178774
688058,199046
688058,646784
688058,659481
688617,374772
689666,182841
689666,185988
689666,200819
689666,645701
686898,187184
686898,645701
686898,646784
686898,792456
1202417,182826
1202419,1055532
687513,176422
683445,181869
893408,187712
893408,190544
893408,509997
893408,667764
893408,668107
893408,848333
1159181,1056553
689771,177280
1217339,1104639
1222785,1104915
1222787,503945
1222803,1147333
1222813,188943
1222813,1147333
1222821,182294
1222825,1147333
1222835,1104915
1222849,1104915
1222851,1104915
1222863,1104915
1268477,235203
1268497,235203
1268501,235203
1268529,235203
1268531,235203
1268539,235203
1268579,181797
1268948,222384
1268527,235203
900094,191372
899086,176227
899086,185146
899086,187491
899086,188065
899086,193433
899086,199760
899086,200000
1275212,762735
1275214,1124057
1275222,1125915
1275227,1125915
899586,178990
899586,180719
899586,181380
899586,186191
899586,190602
685837,191341
686887,820428
899149,189600
899149,200273
898956,180817
1278505,1125916
685122,181797
