"ELEMENT_GLOBAL_ID","REFERENCE_ID"
728730,342651
728730,662599
728762,503093
687197,182283
684493,179683
730800,181797
730812,659455
730817,181797
730833,179190
730833,181797
730833,198889
730833,503093
730842,187240
730879,181797
730886,187240
730886,198889
730886,215407
730907,179190
730907,179532
730907,196788
730915,196788
730923,196788
730931,179190
689036,195765
689036,195954
689165,198101
689165,211981
730946,181797
730946,181852
689216,667216
684667,188313
684667,215532
684667,810389
731082,194660
731362,189355
731424,215407
731424,215520
731454,215520
731473,215520
731473,659455
731481,262922
689815,181789
689815,195450
689815,342646
731502,181797
731502,215407
731502,659455
689154,181797
689154,195450
684337,179532
684337,184460
731791,182147
731791,659456
731800,196788
684450,477774
684450,659476
684450,667966
732459,181797
683330,176182
683330,178630
683330,181764
683330,181797
683330,189355
683330,192928
683330,194789
686486,198603
732554,659455
732554,711669
687020,183488
687904,181492
687904,187134
732797,187134
735327,198452
735986,310942
684348,340423
684348,659476
684348,722173
686742,175855
686742,179532
686742,196788
686742,659456
686949,176138
686949,184460
686949,189290
686949,189355
686949,200235
684495,190602
683687,182147
683687,183275
683687,183958
683687,190505
683687,194127
683687,198664
683687,199568
683687,200873
683687,340416
683687,463888
683687,659469
683146,181797
683146,181852
683146,182147
683146,183144
683146,189355
683146,193911
688007,180848
688007,189355
689686,180543
689686,189355
689686,197586
689686,200337
689686,200873
689686,201031
684138,184203
684138,189355
684138,200591
688910,198603
688910,342646
688910,342651
686484,199513
742092,346791
742092,346793
683856,176422
683856,678070
684643,287719
684643,671241
684643,848333
755371,176422
757438,198274
757438,659447
757450,659447
757450,659458
757450,722175
758071,198274
758071,650541
758071,662455
687554,262842
758172,659447
758193,659444
758193,752574
758221,659447
758356,181797
758371,181797
758472,650542
758472,659447
758477,181797
687075,198274
687075,722175
685470,181492
686886,182487
686886,186267
686886,187712
686886,641997
686495,752574
686495,994680
769074,994680
769077,181797
769077,722175
769080,657112
769159,657112
769159,662455
769179,198274
769197,181797
685062,671250
769215,181797
769215,722175
757454,198274
757454,659447
757454,667322
757454,671250
769230,198274
769230,671262
769230,671345
769233,198274
769253,722175
769470,181797
683691,187315
683691,198274
770490,181797
689068,469058
689068,501210
689068,707494
770570,667322
770570,994680
770580,659458
770580,707494
770588,181797
770588,650542
770588,667322
783931,645764
784066,659469
784066,752574
689535,266597
684269,184583
785208,667322
785226,181797
785230,181797
785235,181797
785242,657112
785242,671254
684422,181797
785308,181797
689837,197586
689837,478087
689890,197586
689890,200873
689890,478087
686096,178045
686096,178990
686096,179532
686096,181627
686096,659469
683723,191891
683723,194665
683723,200591
683723,201058
683723,712642
683585,194840
758367,181797
758367,659444
787600,468732
787680,176422
787680,178377
787680,184255
787680,185361
787680,792456
787691,176422
787691,468733
787691,468734
787691,477774
787691,668107
787718,1006890
787722,671233
787973,200500
787981,185492
787997,463878
788011,190544
688289,659467
769483,659444
769483,659467
788698,200660
788698,469489
788698,469494
788701,646797
788707,469514
788707,646797
686755,657112
788724,200660
788727,200660
933897,176422
789784,473036
789784,667302
789815,185675
789829,194894
789829,469489
789852,473035
789861,469514
789861,473035
789861,758488
789923,181797
687932,469053
687932,646797
687932,667302
686915,181797
686915,195241
686915,469514
686915,473037
789931,757988
789934,469514
789937,200385
789951,646797
789956,469514
789957,469489
789957,646797
789963,469514
790051,181797
790054,646797
790060,469489
790063,181797
790063,469514
790069,646797
790144,181797
790144,646797
790154,469490
790154,469514
790201,181797
790201,469514
790205,194894
790205,469490
790205,473035
790220,181797
790224,469514
790230,646797
790233,469514
790236,195241
790246,646797
769209,198274
786252,181797
683777,722171
791578,507665
684724,200873
791624,619527
791624,659480
791646,513257
791945,181797
791945,469347
791954,752574
791958,181797
791964,657112
793474,181797
685791,198274
793663,179594
793663,182314
794107,181797
684955,182397
684955,184460
794980,757835
795006,667323
769467,659463
769467,752574
686859,707499
795478,642243
686267,181492
686267,477774
683622,507666
683622,649677
683622,951071
687365,620461
688921,182314
688921,196203
731357,189355
688599,641997
689304,181869
799291,667302
799317,181797
799317,757988
799323,646797
799342,646797
684156,707500
801757,182970
801776,182970
801786,181492
689384,175406
689384,507662
790988,178708
802059,176422
802059,477774
802194,182970
685990,182803
806361,671253
806399,181797
806420,671253
790527,199835
790527,469490
790527,473037
790527,646797
790527,667302
688478,181797
686406,200385
686539,194894
790536,646797
801770,182970
807522,184521
807522,620414
684085,178395
687220,198274
687220,659463
814710,180014
814710,712642
684819,186807
684819,671250
684819,752574
685315,186191
689159,177606
815363,671262
684988,184460
684988,190360
684988,190387
684469,188457
684469,197938
688818,194894
685022,186670
685022,671259
689793,646797
689658,182340
687425,181797
687425,194894
687425,200053
685516,191236
820818,181797
820828,181797
820834,642058
820840,643102
685335,196523
685335,1006890
803021,196309
821379,671246
821425,671246
687340,181797
687340,671246
898967,182340
827827,671247
685297,176187
685297,190387
684393,752574
688449,181797
685028,179018
685028,201588
689733,668107
689733,1014530
684381,181492
684381,196203
685498,181492
690048,182803
690048,194660
690048,194773
690048,196203
688949,667968
688949,668107
686483,177280
686483,621400
689739,178774
689739,620627
833108,279896
833194,490471
833194,501597
833194,667216
833201,201513
833201,650511
833206,182813
833207,182314
833207,650511
833208,199335
833222,192879
833222,197650
833223,192879
833223,377437
833231,190381
833231,192565
833231,192898
833231,664845
833233,182314
833233,646784
833234,186617
833234,646797
833234,758488
833235,646797
833235,646799
833235,749428
833235,766568
833237,199335
