"ELEMENT_GLOBAL_ID","PREDECESSOR_ID","predecessorCode","predecessorName","predecessorSciName","predecessorColloquialName","lineageDate","lineageNote","lineageAuthorizedBy"
979410,687544,"CEGL000330","Abies lasiocarpa / Rhododendron albiflorum Woodland","<i>Abies lasiocarpa / Rhododendron albiflorum</i> Woodland","",2017-01-14 12:00:00,"","Coastal Correlation"
979417,687544,"CEGL000330","Abies lasiocarpa / Rhododendron albiflorum Woodland","<i>Abies lasiocarpa / Rhododendron albiflorum</i> Woodland","",2017-01-14 12:00:00,"","Coastal Correlation"
1085061,833245,"G246","Colorado Plateau-Great Basin Juniper Open Woodland","<i>Juniperus osteosperma</i> Open Woodland Group","Colorado Plateau-Great Basin Juniper Open Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
1085055,833245,"G246","Colorado Plateau-Great Basin Juniper Open Woodland","<i>Juniperus osteosperma</i> Open Woodland Group","Colorado Plateau-Great Basin Juniper Open Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
1085061,833246,"G247","Great Basin Pinyon - Juniper Woodland","<i>Pinus monophylla - Juniperus osteosperma</i> Woodland Group","Great Basin Pinyon - Juniper Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
1085055,833246,"G247","Great Basin Pinyon - Juniper Woodland","<i>Pinus monophylla - Juniperus osteosperma</i> Woodland Group","Great Basin Pinyon - Juniper Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
1085055,833249,"G250","Colorado Plateau Pinyon - Juniper Woodland","<i>Pinus edulis - Juniperus osteosperma</i> Woodland Group","Colorado Plateau Pinyon - Juniper Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
1085061,833249,"G250","Colorado Plateau Pinyon - Juniper Woodland","<i>Pinus edulis - Juniperus osteosperma</i> Woodland Group","Colorado Plateau Pinyon - Juniper Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
1041490,833266,"G245","North Pacific Mountain Hemlock - Silver Fir Forest & Tree Island","<i>Tsuga mertensiana - Abies amabilis - Callitropsis nootkatensis</i> Forest Group","North Pacific Mountain Hemlock - Silver Fir Forest & Tree Island",2018-05-15 12:00:00,"","D. Faber-Langendoen"
1041496,833266,"G245","North Pacific Mountain Hemlock - Silver Fir Forest & Tree Island","<i>Tsuga mertensiana - Abies amabilis - Callitropsis nootkatensis</i> Forest Group","North Pacific Mountain Hemlock - Silver Fir Forest & Tree Island",2018-05-15 12:00:00,"","D. Faber-Langendoen"
1298937,860211,"C02","Shrub & Herb Vegetation","Mesomorphic Shrub & Herb Vegetation Class","Shrub & Herb Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298934,860211,"C02","Shrub & Herb Vegetation","Mesomorphic Shrub & Herb Vegetation Class","Shrub & Herb Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298930,860211,"C02","Shrub & Herb Vegetation","Mesomorphic Shrub & Herb Vegetation Class","Shrub & Herb Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298935,860211,"C02","Shrub & Herb Vegetation","Mesomorphic Shrub & Herb Vegetation Class","Shrub & Herb Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298939,860211,"C02","Shrub & Herb Vegetation","Mesomorphic Shrub & Herb Vegetation Class","Shrub & Herb Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298929,860211,"C02","Shrub & Herb Vegetation","Mesomorphic Shrub & Herb Vegetation Class","Shrub & Herb Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298938,860214,"C05","Aquatic Vegetation","Hydromorphic Vegetation Class","Aquatic Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298934,860214,"C05","Aquatic Vegetation","Hydromorphic Vegetation Class","Aquatic Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298937,860217,"C01","Forest & Woodland","Mesomorphic Tree Vegetation Class","Forest & Woodland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298934,860217,"C01","Forest & Woodland","Mesomorphic Tree Vegetation Class","Forest & Woodland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298928,860217,"C01","Forest & Woodland","Mesomorphic Tree Vegetation Class","Forest & Woodland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298927,860217,"C01","Forest & Woodland","Mesomorphic Tree Vegetation Class","Forest & Woodland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298963,860222,"S13","Freshwater Aquatic Vegetation","Freshwater Aquatic Vegetation Subclass","Freshwater Aquatic Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298943,860224,"S06","Warm Desert & Semi-Desert Woodland, Scrub & Grassland","Warm Desert & Semi-Desert Woodland, Scrub & Grassland Subclass","Warm Desert & Semi-Desert Woodland, Scrub & Grassland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298953,860224,"S06","Warm Desert & Semi-Desert Woodland, Scrub & Grassland","Warm Desert & Semi-Desert Woodland, Scrub & Grassland Subclass","Warm Desert & Semi-Desert Woodland, Scrub & Grassland",2024-01-23 12:00:00,"largely equivalent","D. Faber-Langendoen"
1298944,860227,"S15","Temperate & Boreal Forest & Woodland","Temperate &amp; Boreal Forest &amp; Woodland Subclass","Temperate & Boreal Forest & Woodland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298945,860227,"S15","Temperate & Boreal Forest & Woodland","Temperate &amp; Boreal Forest &amp; Woodland Subclass","Temperate & Boreal Forest & Woodland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1333041,860227,"S15","Temperate & Boreal Forest & Woodland","Temperate &amp; Boreal Forest &amp; Woodland Subclass","Temperate & Boreal Forest & Woodland",2024-12-06 12:00:00,"","D. Faber-Langendoen"
1298960,860227,"S15","Temperate & Boreal Forest & Woodland","Temperate &amp; Boreal Forest &amp; Woodland Subclass","Temperate & Boreal Forest & Woodland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298928,860227,"S15","Temperate & Boreal Forest & Woodland","Temperate &amp; Boreal Forest &amp; Woodland Subclass","Temperate & Boreal Forest & Woodland",2024-01-23 12:00:00,"largely equivalent","D. Faber-Langendoen"
1298952,860228,"S11","Cool Semi-Desert Scrub & Grassland","Cool Semi-Desert Scrub & Grassland Subclass","Cool Semi-Desert Scrub & Grassland",2024-01-23 12:00:00,"largely equivalent","D. Faber-Langendoen"
1298955,860229,"S12","Temperate to Polar Alpine & Tundra Vegetation","Temperate to Polar Alpine &amp; Tundra Vegetation Subclass","Temperate to Polar Alpine & Tundra Vegetation",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1298951,860230,"S04","Temperate & Boreal Open Rock Vegetation","Temperate &amp; Boreal Open Rock Vegetation Subclass","Temperate & Boreal Open Rock Vegetation",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1299005,860237,"F036","Boreal Flooded & Swamp Forest","Boreal Flooded & Swamp Forest Formation","Boreal Flooded & Swamp Forest",2024-01-23 12:00:00,"merge of 1.B.3 and 1.B.5","D. Faber-Langendoen"
1299015,860239,"F006","Mangrove","Mangrove Ecobiome","Mangrove",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1085069,838641,"M027","Southern Rocky Mountain-Colorado Plateau Two-needle Pinyon - Juniper Woodland","<i>Pinus edulis - Juniperus monosperma</i> Southern Rocky Mountain-Colorado Plateau Woodland Macrogroup","Southern Rocky Mountain-Colorado Plateau Two-needle Pinyon - Juniper Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
1298985,860244,"F011","Tropical Cliff, Scree & Other Rock Vegetation","Tropical Cliff, Scree & Other Rock Vegetation Formation","Tropical Cliff, Scree & Other Rock Vegetation",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1298984,860246,"F019","Tropical Lowland Grassland, Savanna & Shrubland","Tropical Lowland Grassland, Savanna & Shrubland Formation","Tropical Lowland Grassland, Savanna & Shrubland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298983,860246,"F019","Tropical Lowland Grassland, Savanna & Shrubland","Tropical Lowland Grassland, Savanna & Shrubland Formation","Tropical Lowland Grassland, Savanna & Shrubland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298996,860248,"F031","Polar Tundra & Barrens","Polar Tundra &amp; Barrens Formation","Polar Tundra & Barrens",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298992,860252,"F015","Warm Desert & Semi-Desert Scrub & Grassland","Warm Desert & Semi-Desert Scrub & Grassland Formation","Warm Desert & Semi-Desert Scrub & Grassland",2024-01-23 12:00:00,"split of 3.A.2","D. Faber-Langendoen"
1298971,860256,"F020","Tropical Lowland Humid Forest","Tropical Lowland Humid Forest Formation","Tropical Lowland Humid Forest",2024-01-23 12:00:00,"essentially the same concept","D. Faber-Langendoen"
1298998,860258,"F022","Tropical High Montane Scrub & Grassland","Tropical High Montane Scrub & Grassland Formation","Tropical High Montane Scrub & Grassland",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1299005,860261,"F026","Temperate Flooded & Swamp Forest","Temperate Flooded & Swamp Forest Formation","Temperate Flooded & Swamp Forest",2024-01-23 12:00:00,"merge of 1.B.3 and 1.B.5","D. Faber-Langendoen"
1298972,860262,"F004","Tropical Montane Humid Forest","Tropical Montane Humid Forest Formation","Tropical Montane Humid Forest",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1298990,860263,"F034","Temperate & Boreal Cliff, Scree & Other Rock Vegetation","Temperate & Boreal Cliff, Scree & Other Rock Vegetation Formation","Temperate & Boreal Cliff, Scree & Other Rock Vegetation",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1299004,860267,"F029","Tropical Flooded & Swamp Forest","Tropical Flooded & Swamp Forest Formation","Tropical Flooded & Swamp Forest",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1299016,860269,"F035","Salt Marsh","Salt Marsh Formation","Salt Marsh",2024-01-23 12:00:00,"split of 2.C.5","D. Faber-Langendoen"
1299008,860269,"F035","Salt Marsh","Salt Marsh Formation","Salt Marsh",2024-01-23 12:00:00,"split of 2.C.5","D. Faber-Langendoen"
1298974,860270,"F003","Tropical Dry Forest & Woodland","Tropical Dry Forest &amp; Woodland Formation","Tropical Dry Forest & Woodland",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1298987,860273,"F038","Mediterranean Scrub & Grassland","Mediterranean Scrub & Grassland Formation","Mediterranean Scrub & Grassland",2024-01-23 12:00:00,"largely equivalent","D. Faber-Langendoen"
1159091,837077,"G087","Eastern Subalpine Shrub - Herb Vegetation","<i>Kalmia angustifolia - Rhododendron canadense - Vaccinium uliginosum</i> Shrub - Herb Vegetation Group","Eastern Subalpine Shrub - Herb Vegetation",2021-01-19 12:00:00,"","D. Faber-Langendoen"
1041514,849268,"G254","North Pacific Lowland Riparian Forest & Woodland","<i>Picea sitchensis - Populus balsamifera ssp. trichocarpa - Alnus rubra</i> Lowland Riparian Forest & Woodland Group","North Pacific Lowland Riparian Forest & Woodland",2018-05-15 12:00:00,"","D. Faber-Langendoen"
1041506,849268,"G254","North Pacific Lowland Riparian Forest & Woodland","<i>Picea sitchensis - Populus balsamifera ssp. trichocarpa - Alnus rubra</i> Lowland Riparian Forest & Woodland Group","North Pacific Lowland Riparian Forest & Woodland",2018-05-15 12:00:00,"","D. Faber-Langendoen"
1093904,836850,"G167","Eastern North American Shrub Swamp","<i>Alnus incana - Cornus</i> spp. - <i>Cephalanthus occidentalis</i> Shrub Swamp Group","Eastern North American Shrub Swamp",2019-02-05 12:00:00,"","D. Faber-Langendoen"
1093866,836850,"G167","Eastern North American Shrub Swamp","<i>Alnus incana - Cornus</i> spp. - <i>Cephalanthus occidentalis</i> Shrub Swamp Group","Eastern North American Shrub Swamp",2019-02-05 12:00:00,"","D. Faber-Langendoen"
858623,836850,"G167","Eastern North American Shrub Swamp","<i>Alnus incana - Cornus</i> spp. - <i>Cephalanthus occidentalis</i> Shrub Swamp Group","Eastern North American Shrub Swamp",2019-02-05 12:00:00,"","D. Faber-Langendoen"
1344241,860763,"G371","North American Arctic & Subarctic Tussock Tundra","<i>Eriophorum vaginatum - Carex bigelowii</i> Arctic &amp; Subarctic Tussock Tundra Group","North American Arctic & Subarctic Tussock Tundra",2025-03-05 12:00:00,"","D. Faber-Langendoen"
860776,860788,"G441","Hawaiian Ruderal Dry-Site Lava Flow","Hawaiian Ruderal Dry-Site Lava Flow Group","Hawaiian Ruderal Dry-Site Lava Flow",2016-05-26 12:00:00,"","G. Kittel"
1042040,860771,"G365","North American Arctic & Subarctic Lichen - Sparse Dwarf-shrub Tundra","Lichen - <i>Dryas octopetala - Empetrum nigrum</i> Tundra Group","North American Arctic & Subarctic Lichen - Sparse Dwarf-shrub Tundra",2018-05-17 12:00:00,"","D. Faber-Langendoen"
1042030,860771,"G365","North American Arctic & Subarctic Lichen - Sparse Dwarf-shrub Tundra","Lichen - <i>Dryas octopetala - Empetrum nigrum</i> Tundra Group","North American Arctic & Subarctic Lichen - Sparse Dwarf-shrub Tundra",2018-05-17 12:00:00,"","D. Faber-Langendoen"
1042070,860821,"G367","North American Arctic & Subarctic Ericaceous Dwarf-shrub Tundra","<i>Ledum palustre ssp. decumbens - Cassiope tetragona - Vaccinium vitis-idaea</i> Dwarf-shrub Tundra Group","North American Arctic & Subarctic Ericaceous Dwarf-shrub Tundra",2018-05-17 12:00:00,"","D. Faber-Langendoen"
1042125,860794,"G369","North American Arctic & Subarctic Low Shrub Tundra","<i>Betula nana - Salix pulchra - Vaccinium uliginosum</i> Tundra Group","North American Arctic & Subarctic Low Shrub Tundra",2018-05-17 12:00:00,"sole successor of G828","D. Faber-Langendoen"
1042120,860794,"G369","North American Arctic & Subarctic Low Shrub Tundra","<i>Betula nana - Salix pulchra - Vaccinium uliginosum</i> Tundra Group","North American Arctic & Subarctic Low Shrub Tundra",2018-05-17 12:00:00,"one of two successors of G827","D. Faber-Langendoen"
1042115,860794,"G369","North American Arctic & Subarctic Low Shrub Tundra","<i>Betula nana - Salix pulchra - Vaccinium uliginosum</i> Tundra Group","North American Arctic & Subarctic Low Shrub Tundra",2018-05-17 12:00:00,"one of two successors of G827","D. Faber-Langendoen"
1041616,860819,"G612","Arctic Dune & Coastal Beach","<i>Leymus mollis - Honckenya peploides - Lathyrus japonicus var. maritimus</i> Beach &amp; Dune Group","Arctic Dune & Coastal Beach",2018-05-15 12:00:00,"","D. Faber-Langendoen"
1041615,860819,"G612","Arctic Dune & Coastal Beach","<i>Leymus mollis - Honckenya peploides - Lathyrus japonicus var. maritimus</i> Beach &amp; Dune Group","Arctic Dune & Coastal Beach",2018-05-15 12:00:00,"","D. Faber-Langendoen"
1042090,860853,"G614","North American Arctic & Subarctic Dwarf Willow Tundra","<i>Salix polaris - Salix reticulata - Salix phlebophylla</i> Dwarf-shrubland Tundra Group","North American Arctic & Subarctic Dwarf Willow Tundra",2018-05-17 12:00:00,"","D. Faber-Langendoen"
1042080,860853,"G614","North American Arctic & Subarctic Dwarf Willow Tundra","<i>Salix polaris - Salix reticulata - Salix phlebophylla</i> Dwarf-shrubland Tundra Group","North American Arctic & Subarctic Dwarf Willow Tundra",2018-05-17 12:00:00,"","D. Faber-Langendoen"
860858,860855,"G608","Micronesian Coastal Herbaceous Vegetation","Micronesian Coastal Herbaceous Vegetation Group","Micronesian Coastal Herbaceous Vegetation",2020-09-14 12:00:00,"","P. Comer"
1041526,860830,"G256","North Pacific Maritime Swamp Forest","<i>Tsuga heterophylla - Alnus rubra / Lysichiton americanus</i> Swamp Forest Group","North Pacific Maritime Swamp Forest",2018-05-21 12:00:00,"","D. Faber-Langendoen"
1041519,860830,"G256","North Pacific Maritime Swamp Forest","<i>Tsuga heterophylla - Alnus rubra / Lysichiton americanus</i> Swamp Forest Group","North Pacific Maritime Swamp Forest",2018-05-21 12:00:00,"","D. Faber-Langendoen"
1041047,860865,"G350","Alaskan-Yukon Boreal Mesic-Moist Black Spruce Forest","<i>Picea mariana</i> Alaskan-Yukon Boreal Forest Group","Alaskan-Yukon Boreal Mesic-Moist Black Spruce Forest",2018-05-23 12:00:00,"","D. Faber-Langendoen"
1041062,860865,"G350","Alaskan-Yukon Boreal Mesic-Moist Black Spruce Forest","<i>Picea mariana</i> Alaskan-Yukon Boreal Forest Group","Alaskan-Yukon Boreal Mesic-Moist Black Spruce Forest",2018-05-23 12:00:00,"","D. Faber-Langendoen"
1042060,860886,"G366","North American Arctic & Subarctic Dryas Dwarf-shrub Tundra","<i>Dryas octopetala - Dryas integrifolia</i> Dwarf-shrub Tundra Group","North American Arctic & Subarctic Dryas Dwarf-shrub Tundra",2018-05-17 12:00:00,"","D. Faber-Langendoen"
1042050,860886,"G366","North American Arctic & Subarctic Dryas Dwarf-shrub Tundra","<i>Dryas octopetala - Dryas integrifolia</i> Dwarf-shrub Tundra Group","North American Arctic & Subarctic Dryas Dwarf-shrub Tundra",2018-05-17 12:00:00,"","D. Faber-Langendoen"
860870,860873,"G444","Hawaiian Ruderal High Montane Cliff, Scree & Rock Vegetation","Hawaiian Ruderal High Montane Cliff, Scree &amp; Rock Vegetation Group","Hawaiian Ruderal High Montane Cliff, Scree & Rock Vegetation",2016-05-26 12:00:00,"","K.A. Schulz"
1299006,860268,"F013","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow &amp; Shrubland Formation","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2024-01-23 12:00:00,"merge of 2.C.3 and 2.C.4","D. Faber-Langendoen"
1041730,860781,"G547","Western Boreal Alkaline Swamp","<i>Alnus incana ssp. tenuifolia</i> Alkaline Swamp Group","Western Boreal Alkaline Swamp",2018-05-16 12:00:00,"","D. Faber-Langendoen"
1041719,860781,"G547","Western Boreal Alkaline Swamp","<i>Alnus incana ssp. tenuifolia</i> Alkaline Swamp Group","Western Boreal Alkaline Swamp",2018-05-16 12:00:00,"","D. Faber-Langendoen"
1041690,860610,"M075","Western North American Montane-Subalpine-Boreal Marsh, Wet Meadow & Shrubland","<i>Alnus viridis ssp. sinuata / Carex utriculata</i> Marsh, Wet Meadow &amp; Shrubland Macrogroup","Western North American Montane-Subalpine-Boreal Marsh, Wet Meadow & Shrubland",2018-05-22 12:00:00,"","D. Faber-Langendoen"
1041701,860610,"M075","Western North American Montane-Subalpine-Boreal Marsh, Wet Meadow & Shrubland","<i>Alnus viridis ssp. sinuata / Carex utriculata</i> Marsh, Wet Meadow &amp; Shrubland Macrogroup","Western North American Montane-Subalpine-Boreal Marsh, Wet Meadow & Shrubland",2018-05-22 12:00:00,"","D. Faber-Langendoen"
1041901,860747,"G375","North American Arctic Cliff, Scree & Rock Vegetation","<i>Draba</i> spp. - <i>Saxifraga</i> spp. Arctic Cliff, Scree &amp; Rock Vegetation Group","North American Arctic Cliff, Scree & Rock Vegetation",2018-05-16 12:00:00,"","D. Faber-Langendoen"
1299011,877233,"F057","Temperate to Polar Freshwater Aquatic Vegetation","Temperate to Polar Freshwater Aquatic Vegetation Formation","Temperate to Polar Freshwater Aquatic Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1299020,877237,"F055","Benthic Lichen Saltwater Vegetation","Benthic Lichen Saltwater Vegetation Formation","Benthic Lichen Saltwater Vegetation",2024-01-23 12:00:00,"split of 5.A","D. Faber-Langendoen"
1299019,877237,"F055","Benthic Lichen Saltwater Vegetation","Benthic Lichen Saltwater Vegetation Formation","Benthic Lichen Saltwater Vegetation",2024-01-23 12:00:00,"split of 5.A","D. Faber-Langendoen"
1299018,877237,"F055","Benthic Lichen Saltwater Vegetation","Benthic Lichen Saltwater Vegetation Formation","Benthic Lichen Saltwater Vegetation",2024-01-23 12:00:00,"split of 5.A","D. Faber-Langendoen"
1299017,877237,"F055","Benthic Lichen Saltwater Vegetation","Benthic Lichen Saltwater Vegetation Formation","Benthic Lichen Saltwater Vegetation",2024-01-23 12:00:00,"split of 5.A","D. Faber-Langendoen"
926768,871297,"A1386","Scirpus cyperinus Wet Meadow Alliance","<i>Scirpus cyperinus</i> Wet Meadow Alliance","Woolgrass Wet Meadow",2019-02-05 12:00:00,"","D. Faber-Langendoen"
1299011,877231,"F056","Tropical Freshwater Aquatic Vegetation","Tropical Freshwater Aquatic Vegetation Formation","Tropical Freshwater Aquatic Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
769486,878879,"CEPS009682","Cercis orbiculata Seep Shrubland [Park Special]","<i>Cercis orbiculata</i> Seep Shrubland [Park Special]","",2016-09-20 12:00:00,"CEPS009682 is covered by (merged into) CEGL002359","M. Reid"
971941,899265,"A3140","Ephedra nevadensis Scrub Alliance","<i>Ephedra nevadensis</i> Scrub Alliance","Nevada Joint-fir Scrub",2016-11-11 12:00:00,"","K.A. Schulz"
971941,899266,"A3141","Ephedra viridis Mojave Desert Shrubland Alliance","<i>Ephedra viridis</i> Mojave Desert Shrubland Alliance","Mormon-tea Mojave Desert Shrubland",2016-11-11 12:00:00,"","K. Schulz"
971941,899267,"A3142","Lycium andersonii - Lycium cooperi Scrub Alliance","<i>Lycium andersonii - Lycium cooperi</i> Scrub Alliance","Water Jacket - Peach-thorn Scrub",2016-11-11 12:00:00,"","K. Schulz"
1171239,898988,"A0378","Magnolia virginiana - Nyssa biflora - Quercus laurifolia Southeast Swamp Alliance","<i>Magnolia virginiana</i> - <i>Nyssa biflora</i> - <i>Quercus laurifolia</i> Southeast Swamp Alliance","Southeastern Coastal Plain Sweetbay - Mixed Hardwood Swamp",2020-12-09 12:00:00,"split off (NVC128)","D. Faber-Langendoen"
1094025,899713,"A3656","Cornus sericea - Salix spp. Shrub Swamp Alliance","<i>Cornus sericea - Salix</i> spp. Shrub Swamp Alliance","Red-osier Dogwood - Willow Shrub Swamp",2019-02-05 12:00:00,"","D. Faber-Langendoen"
1093954,899713,"A3656","Cornus sericea - Salix spp. Shrub Swamp Alliance","<i>Cornus sericea - Salix</i> spp. Shrub Swamp Alliance","Red-osier Dogwood - Willow Shrub Swamp",2019-02-05 12:00:00,"","D. Faber-Langendoen"
1093954,899736,"A3684","Alnus incana - Cornus amomum Alluvial & Tidal Shrub Swamp Alliance","<i>Alnus incana - Cornus amomum</i> Alluvial &amp; Tidal Shrub Swamp Alliance","Alluvial & Tidal Alder - Dogwood Shrub Swamp",2019-02-05 12:00:00,"","D. Faber-Langendoen"
1093938,899736,"A3684","Alnus incana - Cornus amomum Alluvial & Tidal Shrub Swamp Alliance","<i>Alnus incana - Cornus amomum</i> Alluvial &amp; Tidal Shrub Swamp Alliance","Alluvial & Tidal Alder - Dogwood Shrub Swamp",2019-02-05 12:00:00,"","D. Faber-Langendoen"
1085089,899619,"A3496","Juniperus osteosperma Shrubby Woodland Alliance","<i>Juniperus osteosperma</i> Shrubby Woodland Alliance","Utah Juniper Shrubby Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
1085078,899619,"A3496","Juniperus osteosperma Shrubby Woodland Alliance","<i>Juniperus osteosperma</i> Shrubby Woodland Alliance","Utah Juniper Shrubby Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
1041534,899808,"A3756","Tsuga heterophylla - Picea sitchensis / Lysichiton americanus Swamp Forest Alliance","<i>Tsuga heterophylla - Picea sitchensis / Lysichiton americanus</i> Swamp Forest Alliance","Northern Pacific Western Hemlock - Sitka Spruce Lowland Swamp Forest",2018-05-15 12:00:00,"","D. Faber-Langendoen"
1041531,899808,"A3756","Tsuga heterophylla - Picea sitchensis / Lysichiton americanus Swamp Forest Alliance","<i>Tsuga heterophylla - Picea sitchensis / Lysichiton americanus</i> Swamp Forest Alliance","Northern Pacific Western Hemlock - Sitka Spruce Lowland Swamp Forest",2018-05-15 12:00:00,"","D. Faber-Langendoen"
1093904,894451,"G771","Laurentian-Northeastern Wet Meadow","<i>Carex</i> spp. - <i>Calamagrostis canadensis - Scirpus cyperinus</i> Wet Meadow Group","Laurentian-Northeastern Wet Meadow",2019-02-05 12:00:00,"","D. Faber-Langendoen"
1093866,894451,"G771","Laurentian-Northeastern Wet Meadow","<i>Carex</i> spp. - <i>Calamagrostis canadensis - Scirpus cyperinus</i> Wet Meadow Group","Laurentian-Northeastern Wet Meadow",2019-02-05 12:00:00,"","D. Faber-Langendoen"
1298982,860241,"F008","Cool Temperate Forest & Woodland","Cool Temperate Forest &amp; Woodland Formation","Cool Temperate Forest & Woodland",2024-01-23 12:00:00,"split of 1.B.2","D. Faber-Langendoen"
1298978,860241,"F008","Cool Temperate Forest & Woodland","Cool Temperate Forest &amp; Woodland Formation","Cool Temperate Forest & Woodland",2024-01-23 12:00:00,"split of 1.B.2","D. Faber-Langendoen"
1298977,860241,"F008","Cool Temperate Forest & Woodland","Cool Temperate Forest &amp; Woodland Formation","Cool Temperate Forest & Woodland",2024-01-23 12:00:00,"split of 1.B.2","D. Faber-Langendoen"
1333041,860241,"F008","Cool Temperate Forest & Woodland","Cool Temperate Forest &amp; Woodland Formation","Cool Temperate Forest & Woodland",2024-12-06 12:00:00,"largely equivalent","D. Faber-Langendoen"
1298989,860266,"F028","Boreal Grassland & Shrubland","Boreal Grassland &amp; Shrubland Formation","Boreal Grassland & Shrubland",2024-01-23 12:00:00,"same concept","D. Faber-Langendoen"
1042143,860724,"G615","North American Arctic & Subarctic Mesic Herb Tundra","<i>Carex microchaeta ssp. nesophila - Carex bigelowii - Festuca altaica</i> Tundra Group","North American Arctic & Subarctic Mesic Herb Tundra",2018-05-17 12:00:00,"","D. Faber-Langendoen"
1298967,926082,"S44","Shrub & Herb Wetland","Shrub &amp; Herb Wetland Subclass","Shrub & Herb Wetland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298962,926082,"S44","Shrub & Herb Wetland","Shrub &amp; Herb Wetland Subclass","Shrub & Herb Wetland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1298961,926082,"S44","Shrub & Herb Wetland","Shrub &amp; Herb Wetland Subclass","Shrub & Herb Wetland",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1299012,860238,"F005","Temperate to Polar Scrub & Herb Coastal Vegetation","Temperate to Polar Scrub &amp; Herb Coastal Vegetation Formation","Temperate to Polar Scrub & Herb Coastal Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1299022,860238,"F005","Temperate to Polar Scrub & Herb Coastal Vegetation","Temperate to Polar Scrub &amp; Herb Coastal Vegetation Formation","Temperate to Polar Scrub & Herb Coastal Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1299021,860238,"F005","Temperate to Polar Scrub & Herb Coastal Vegetation","Temperate to Polar Scrub &amp; Herb Coastal Vegetation Formation","Temperate to Polar Scrub & Herb Coastal Vegetation",2024-01-23 12:00:00,"","D. Faber-Langendoen"
1085042,838628,"M026","Intermountain Singleleaf Pinyon - Juniper Woodland","<i>Pinus monophylla - Juniperus osteosperma - Juniperus occidentalis</i> Intermountain Woodland Macrogroup","Intermountain Singleleaf Pinyon - Juniper Woodland",2019-01-10 12:00:00,"","D. Faber-Langendoen"
