"ELEMENT_GLOBAL_ID","PREDECESSOR_ID","predecessorCode","predecessorName","predecessorSciName","predecessorColloquialName","lineageDate","lineageNote","lineageAuthorizedBy"
979465,687721,"CEGL000060","Picea sitchensis / Rubus spectabilis Riparian Forest","<i>Picea sitchensis / Rubus spectabilis</i> Riparian Forest","",2017-01-17 12:00:00,"CEGL000060 (part with PSME) split into CEGL007309 (PNWCOAST_067) (OR) &amp; CEGL007297 (PNWCOAST_317) (BC, OR, WA)","Coastal Correlation"
979558,687735,"CEGL000505","Tsuga mertensiana / Luzula glabrata var. hitchcockii Forest","<i>Tsuga mertensiana / Luzula glabrata var. hitchcockii</i> Forest","",2017-02-03 12:00:00,"","G. Kittel"
979552,687943,"CEGL003214","Tsuga mertensiana - Chamaecyparis nootkatensis / Gaultheria shallon Woodland","<i>Tsuga mertensiana - Chamaecyparis nootkatensis / Gaultheria shallon</i> Woodland","",2017-02-02 12:00:00,"","Coastal Correlation"
687100,688528,"CEGL002959","Forestiera pubescens Mojave Desert Wet Shrubland","<i>Forestiera pubescens</i> Mojave Desert Wet Shrubland","",2017-01-20 12:00:00,"CEGL002959 merged into CEGL001168","K. Schulz"
971702,687871,"CEGL001263","Larrea tridentata - Atriplex confertifolia Shrubland","<i>Larrea tridentata - Atriplex confertifolia</i> Shrubland","",2016-11-30 12:00:00,"CEGL001263 is a duplicate of CEGL005757","K. Schulz"
1131907,688756,"CEGL002257","Carex utriculata - Carex stricta - Carex lacustris - Carex vesicaria Wet Meadow","<i>Carex utriculata</i> - <i>Carex stricta</i> - <i>Carex lacustris</i> - <i>Carex vesicaria</i> Wet Meadow","Laurentian-Acadian Sedge Meadow",2020-02-10 12:00:00,"NVC117 WV VA carex types: the WV portions of CEGL002256 and CEGL002257 were removed and used to create CEGL008287.","D. Faber-Langendoen"
942470,689180,"CEGL000499","Tsuga heterophylla / Xerophyllum tenax Forest","<i>Tsuga heterophylla / Xerophyllum tenax</i> Forest","",2017-01-12 12:00:00,"","Coastal Correlation"
979451,689874,"CEGL000116","Tsuga heterophylla / Tiarella trifoliata - Gymnocarpium dryopteris Forest","<i>Tsuga heterophylla / Tiarella trifoliata - Gymnocarpium dryopteris</i> Forest","",2017-01-17 12:00:00,"","Coastal Correlation"
979430,689874,"CEGL000116","Tsuga heterophylla / Tiarella trifoliata - Gymnocarpium dryopteris Forest","<i>Tsuga heterophylla / Tiarella trifoliata - Gymnocarpium dryopteris</i> Forest","",2017-01-17 12:00:00,"","Coastal Correlation"
979541,689378,"CEGL002616","Pseudotsuga menziesii / Corylus cornuta / Polystichum munitum Forest","<i>Pseudotsuga menziesii / Corylus cornuta / Polystichum munitum</i> Forest","",2017-02-02 12:00:00,"","Coastal Correlation"
979517,689955,"CEGL000425","Pseudotsuga menziesii / Arctostaphylos uva-ursi Cascadian Forest","<i>Pseudotsuga menziesii / Arctostaphylos uva-ursi</i> Cascadian Forest","",2017-02-06 12:00:00,"","Coastal Correlation"
685319,792000,"CEGL003780","Salix lutea Wet Shrubland","<i>Salix lutea</i> Wet Shrubland","",2018-03-20 12:00:00,"","K. Schulz"
