"kingdom","phylum","class","order","family","genus","type"
"Bacteria","Cyanobacteria","","","Aphralysiaceae","Archaeolithoporella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","","Marpolia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aerosakkonemataceae","Aerosakkonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aerosakkonemataceae","Cephalothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aerosakkonemataceae","Microseira","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aphanizomenonaceae","Aphanizomenon","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aphanizomenonaceae","Cyanomargarita","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aphanizomenonaceae","Cylindrospermopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aphanizomenonaceae","Dolichospermum","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aphanizomenonaceae","Gloeotrichia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aphanizomenonaceae","Hydrocoryne","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Aphanizomenonaceae","Wollea","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Calotrichaceae","Fulbrightiella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Calotrichaceae","Sherwoodiella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Symploca","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Limnothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Garwoodiaceae","Ortonella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Geitleriaceae","Geitleria","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Girvanellaceae","Girvanella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Hapalosiphonaceae","Fischerellopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Hapalosiphonaceae","Hapalosiphon","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Hapalosiphonaceae","Mastigocladus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Hapalosiphonaceae","Neowestiellopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Hapalosiphonaceae","Nostochopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Hapalosiphonaceae","Pelatocladus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Heteroscytonemataceae","Heteroscytonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Leptobasaceae","Camptylonemopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microchaetaceae","Fremyella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Affixifilum","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Ancylothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Annamia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Arthrospira","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Blennothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Capilliphycus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Dapis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Dasygloea","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Homoeothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Hydrocoleum","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Kamptonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Leibleinia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Leptochromothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Limnoraphis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Limnospira","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Lyngbya","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Lyngbyopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Microcoleus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Neolyngbya","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Okeania","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Ophiophycus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Planktothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Porphyrosiphon","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Sirenicapillaria","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Symplocastrum","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Tenebriella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Tigrinifilum","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Trichodesmium","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Tychonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nodulariaceae","Desikacharya","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nodulariaceae","Goleter","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nodulariaceae","Halotia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Aetokthonos","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Anabaena","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Anabaenopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Atlanticothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Aulosira","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Brasilonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Chlorogloeopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Compactonostoc","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cuspidothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermum","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Dendronalium","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Desmonostoc","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Fischerella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Fortiea","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Hassallia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Hormothamnion","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Hormothamnium","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Iningainema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Isocystis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Komarekiella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Mastigocladopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Mojavia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nodularia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Raphidiopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Richelia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Rivularia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Roholtiella","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Spermosira","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Sphaerozyga","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Trichormus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Umezakia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Hapalosiphonaceae","Mastigocoleus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Chthonoblastus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Hypheothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Leptothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oligoclonium","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillaria","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillatoria","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oxynema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Phormidium","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Planktothricoides","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Plectonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rhizonemataceae","Rhizonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Amphithrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Bija","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Calothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Dasyactis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Dichothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Hedstroemia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Isactis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Kyrtuthrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Leptochaete","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Macrochaete","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Mastigonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Microchaete","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Nunduva","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Rivulariaceae","Phyllonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Schizotrichaceae","Trichocoleus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Scytonemataceae","Brachytrichia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Scytonemataceae","Chakia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Scytonemataceae","Desmonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Scytonemataceae","Ewamiania","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Scytonemataceae","Petalonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Scytonemataceae","Scytonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Scytonemataceae","Scytonematopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Scytonemataceae","Symphyonema","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Spirulinaceae","Spirulina","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Stigonemataceae","Homoeoptyche","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Stigonemataceae","Sirosiphon","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Symphyonemataceae","Loriellopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Tolypothrichaceae","Coleodesmium","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Tolypothrichaceae","Dactylothamnos","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Tolypothrichaceae","Rexia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Tolypothrichaceae","Spirirestis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Tolypothrichaceae","Streptostemon","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Tolypothrichaceae","Tolypothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Tolypothrichaceae","Toxopsis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Heteroleibleinia","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Pseudophormidium","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Trichocoleusaceae","Schizothrix","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Spirocoleus","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Merismopediaceae","Polycystis","Cyanobacteria"
"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcaceae","Synechococcus","Cyanobacteria"
"Chromista","Ochrophyta","Phaeophyceae","","","Astropolithon","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","","Platysiphonaceae","Arcticophycus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Cutleriales","Cutleriaceae","Cutleria","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Cutleriales","Cutleriaceae","Mutimo","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Arthrocladiaceae","Arthrocladia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Hippurina","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Phaeurus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Canistrocarpus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyopteris","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Distromium","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Lobophora","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Pachydictyon","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Padina","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Spatoglossum","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Stoechospermum","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Stypopodium","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Taonia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Vaughaniella","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Zonaria","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Discosporangiales","Choristocarpaceae","Discosporangium","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Acinetospora","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Feldmannia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Geminocarpus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Herponema","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Hincksia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Internoretia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Kuetzingiella","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Pogotrichum","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Pylaiella","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Adenocystaceae","Adenocystis","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Acrothrix","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Ascocyclus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Asperococcus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Castagnea","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Chordaria","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Cladosiphon","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Coelocladia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Coilodesme","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Corycus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Delamarea","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Dictyosiphon","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Elachista","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Entonema","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Eudesme","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Fosliea","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Gononema","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Halodictyon","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Halorhipis","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Halothrix","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Haplogloia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Hecatonema","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Heterosaundersella","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Hummia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Isthmoplea","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Laminariocolax","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Laminarionema","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Leathesia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Litosiphon","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Melanosiphon","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Mesogloia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Microspongium","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Microsporangium","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Mikrosyphar","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Myriactula","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Myriocladia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Myriogloea","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Myrionema","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Myriotrichia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Nemacystus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Papenfussiella","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Phycocelis","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Pilocladus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Platysiphon","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Polycerea","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Punctaria","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Rhadinocladia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Saundersella","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Sauvageaugloia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Soranthera","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Sphaerotrichia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Stictyosiphon","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Stilophora","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Strepsithalia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Striaria","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Trachynema","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Vimineoleathesia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","Ectocarpus","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","Kuckuckia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","Phaeostroma","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","Pilinia","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","Spongonema","brown algae"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","Xanthosiphonia","brown algae"
